"gid"	"log2RPKM"	"sex"	"bias"
"TRINITY_DN136021_c1_g2_i1"	"1.529266282"	"meanmale"	"unbias"
"TRINITY_DN136021_c1_g3_i1"	"0.9764298944"	"meanmale"	"unbias"
"TRINITY_DN136027_c5_g1_i1"	"2.0070498928"	"meanmale"	"unbias"
"TRINITY_DN136028_c0_g2_i1"	"1.8904007706"	"meanmale"	"unbias"
"TRINITY_DN136030_c7_g2_i1"	"2.794947545"	"meanmale"	"unbias"
"TRINITY_DN136031_c5_g1_i4"	"5.610438102"	"meanmale"	"unbias"
"TRINITY_DN136031_c6_g1_i4"	"4.4204002578"	"meanmale"	"unbias"
"TRINITY_DN136037_c0_g3_i3"	"2.1455078426"	"meanmale"	"unbias"
"TRINITY_DN136037_c0_g4_i1"	"2.866991058"	"meanmale"	"unbias"
"TRINITY_DN136041_c5_g2_i3"	"2.8285274118"	"meanmale"	"unbias"
"TRINITY_DN136044_c9_g1_i1"	"3.078457458"	"meanmale"	"unbias"
"TRINITY_DN136046_c0_g2_i4"	"3.6860691118"	"meanmale"	"unbias"
"TRINITY_DN136050_c1_g2_i1"	"1.20610707"	"meanmale"	"unbias"
"TRINITY_DN136050_c2_g4_i1"	"2.633071898"	"meanmale"	"unbias"
"TRINITY_DN136050_c3_g1_i13"	"2.9837985574"	"meanmale"	"unbias"
"TRINITY_DN136053_c0_g6_i1"	"-0.2573733356"	"meanmale"	"unbias"
"TRINITY_DN136056_c7_g1_i1"	"-0.3135171198"	"meanmale"	"unbias"
"TRINITY_DN136057_c0_g1_i1"	"0.6758667686"	"meanmale"	"unbias"
"TRINITY_DN136057_c4_g2_i1"	"1.5579284588"	"meanmale"	"unbias"
"TRINITY_DN136058_c1_g5_i2"	"3.195755098"	"meanmale"	"unbias"
"TRINITY_DN136062_c3_g2_i1"	"1.7201800852"	"meanmale"	"unbias"
"TRINITY_DN136063_c1_g1_i1"	"5.8143149672"	"meanmale"	"unbias"
"TRINITY_DN136063_c1_g2_i1"	"4.0658475146"	"meanmale"	"unbias"
"TRINITY_DN136068_c3_g12_i1"	"1.3243916948"	"meanmale"	"unbias"
"TRINITY_DN136068_c3_g6_i1"	"0.7069872442"	"meanmale"	"unbias"
"TRINITY_DN136069_c4_g1_i1"	"3.621533056"	"meanmale"	"unbias"
"TRINITY_DN136069_c4_g5_i1"	"4.52499569"	"meanmale"	"unbias"
"TRINITY_DN136069_c4_g6_i1"	"0.8505488344"	"meanmale"	"unbias"
"TRINITY_DN136071_c0_g1_i1"	"2.8677273864"	"meanmale"	"unbias"
"TRINITY_DN136073_c1_g1_i3"	"1.2248025176"	"meanmale"	"unbias"
"TRINITY_DN136075_c3_g2_i3"	"2.4600139344"	"meanmale"	"unbias"
"TRINITY_DN136077_c9_g5_i3"	"6.430925987"	"meanmale"	"unbias"
"TRINITY_DN136079_c1_g2_i5"	"-0.4767275732"	"meanmale"	"unbias"
"TRINITY_DN136082_c6_g9_i1"	"1.0074332878"	"meanmale"	"unbias"
"TRINITY_DN136086_c0_g1_i1"	"4.0747395754"	"meanmale"	"unbias"
"TRINITY_DN136088_c0_g4_i1"	"-0.2190428574"	"meanmale"	"unbias"
"TRINITY_DN136089_c6_g1_i1"	"6.453794051"	"meanmale"	"unbias"
"TRINITY_DN136091_c7_g1_i1"	"4.130272371"	"meanmale"	"unbias"
"TRINITY_DN136091_c9_g1_i1"	"4.2376207526"	"meanmale"	"unbias"
"TRINITY_DN136093_c0_g1_i6"	"3.0167012502"	"meanmale"	"unbias"
"TRINITY_DN136095_c6_g1_i1"	"3.2874053112"	"meanmale"	"unbias"
"TRINITY_DN136098_c4_g2_i1"	"0.7056485472"	"meanmale"	"unbias"
"TRINITY_DN136100_c0_g1_i2"	"1.7204872496"	"meanmale"	"unbias"
"TRINITY_DN136100_c1_g3_i1"	"8.7306974954"	"meanmale"	"unbias"
"TRINITY_DN136100_c3_g1_i2"	"6.1832020386"	"meanmale"	"unbias"
"TRINITY_DN136103_c2_g2_i1"	"3.5368323274"	"meanmale"	"unbias"
"TRINITY_DN136104_c0_g1_i7"	"2.877772792"	"meanmale"	"unbias"
"TRINITY_DN136105_c2_g1_i1"	"2.165255992"	"meanmale"	"unbias"
"TRINITY_DN136109_c1_g14_i1"	"-0.0880457812"	"meanmale"	"unbias"
"TRINITY_DN136109_c1_g4_i1"	"3.1417439094"	"meanmale"	"unbias"
"TRINITY_DN136114_c1_g5_i1"	"1.9185483452"	"meanmale"	"unbias"
"TRINITY_DN136115_c0_g1_i2"	"1.7837095438"	"meanmale"	"unbias"
"TRINITY_DN136115_c2_g3_i2"	"1.547331618"	"meanmale"	"unbias"
"TRINITY_DN136116_c2_g2_i3"	"0.8220493832"	"meanmale"	"unbias"
"TRINITY_DN136117_c2_g2_i1"	"3.2352090028"	"meanmale"	"unbias"
"TRINITY_DN136118_c3_g2_i3"	"2.6358468128"	"meanmale"	"unbias"
"TRINITY_DN136120_c6_g1_i1"	"0.4057098606"	"meanmale"	"unbias"
"TRINITY_DN136120_c7_g1_i1"	"1.4496141478"	"meanmale"	"unbias"
"TRINITY_DN136128_c0_g3_i1"	"0.6419481686"	"meanmale"	"unbias"
"TRINITY_DN136129_c3_g8_i1"	"0.0880668116"	"meanmale"	"unbias"
"TRINITY_DN136131_c2_g3_i1"	"1.374598777"	"meanmale"	"unbias"
"TRINITY_DN136131_c3_g2_i7"	"1.53064164"	"meanmale"	"unbias"
"TRINITY_DN136143_c5_g2_i1"	"3.162848784"	"meanmale"	"unbias"
"TRINITY_DN136143_c5_g5_i5"	"3.3720868128"	"meanmale"	"unbias"
"TRINITY_DN136143_c7_g2_i1"	"4.5148944442"	"meanmale"	"unbias"
"TRINITY_DN136146_c6_g3_i1"	"4.0177316926"	"meanmale"	"unbias"
"TRINITY_DN136148_c1_g3_i3"	"3.1749086512"	"meanmale"	"unbias"
"TRINITY_DN136150_c3_g1_i2"	"-5.0044257288"	"meanmale"	"unbias"
"TRINITY_DN136152_c0_g2_i2"	"2.4215707794"	"meanmale"	"unbias"
"TRINITY_DN136159_c1_g1_i2"	"1.7813484898"	"meanmale"	"unbias"
"TRINITY_DN136159_c2_g2_i1"	"0.8333985474"	"meanmale"	"unbias"
"TRINITY_DN136159_c2_g3_i1"	"1.169682504"	"meanmale"	"unbias"
"TRINITY_DN136162_c10_g4_i1"	"5.2442705698"	"meanmale"	"unbias"
"TRINITY_DN136162_c10_g7_i1"	"1.8125937636"	"meanmale"	"unbias"
"TRINITY_DN136163_c1_g1_i1"	"3.520613456"	"meanmale"	"unbias"
"TRINITY_DN136163_c1_g2_i1"	"0.9115851692"	"meanmale"	"unbias"
"TRINITY_DN136170_c8_g10_i10"	"1.8892859696"	"meanmale"	"unbias"
"TRINITY_DN136170_c8_g9_i1"	"3.3616376888"	"meanmale"	"unbias"
"TRINITY_DN136172_c0_g1_i1"	"1.3501563924"	"meanmale"	"unbias"
"TRINITY_DN136172_c1_g1_i3"	"4.754244932"	"meanmale"	"unbias"
"TRINITY_DN136173_c2_g3_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN136176_c0_g1_i4"	"0.4127472068"	"meanmale"	"unbias"
"TRINITY_DN136180_c0_g1_i2"	"4.8378985278"	"meanmale"	"unbias"
"TRINITY_DN136183_c1_g3_i6"	"-1.138980624"	"meanmale"	"unbias"
"TRINITY_DN136186_c1_g1_i9"	"2.890276782"	"meanmale"	"unbias"
"TRINITY_DN136188_c1_g1_i1"	"1.4673196436"	"meanmale"	"unbias"
"TRINITY_DN136190_c9_g1_i4"	"0.018295319"	"meanmale"	"unbias"
"TRINITY_DN136194_c0_g3_i1"	"-2.4511075428"	"meanmale"	"unbias"
"TRINITY_DN136200_c2_g1_i3"	"0.809597956"	"meanmale"	"unbias"
"TRINITY_DN136201_c7_g1_i2"	"4.5615629946"	"meanmale"	"unbias"
"TRINITY_DN136201_c8_g1_i1"	"3.6756613962"	"meanmale"	"unbias"
"TRINITY_DN136202_c0_g1_i2"	"0.6764844288"	"meanmale"	"unbias"
"TRINITY_DN136203_c0_g1_i2"	"5.0189481028"	"meanmale"	"unbias"
"TRINITY_DN136206_c2_g3_i5"	"2.7293939116"	"meanmale"	"unbias"
"TRINITY_DN136207_c10_g5_i2"	"1.8426246454"	"meanmale"	"unbias"
"TRINITY_DN136213_c2_g1_i6"	"5.823529987"	"meanmale"	"unbias"
"TRINITY_DN136213_c2_g2_i1"	"2.6577600406"	"meanmale"	"unbias"
"TRINITY_DN136214_c2_g1_i2"	"3.3004084188"	"meanmale"	"unbias"
"TRINITY_DN136214_c3_g4_i2"	"0.684491073"	"meanmale"	"unbias"
"TRINITY_DN136216_c4_g4_i3"	"5.6793679626"	"meanmale"	"unbias"
"TRINITY_DN136216_c5_g2_i2"	"7.124035587"	"meanmale"	"unbias"
"TRINITY_DN136216_c6_g1_i1"	"1.1188558192"	"meanmale"	"unbias"
"TRINITY_DN136220_c5_g10_i1"	"1.859542854"	"meanmale"	"unbias"
"TRINITY_DN136223_c3_g4_i1"	"-0.3448988478"	"meanmale"	"unbias"
"TRINITY_DN136228_c5_g3_i1"	"2.7011400122"	"meanmale"	"unbias"
"TRINITY_DN136229_c7_g2_i1"	"3.4882686562"	"meanmale"	"unbias"
"TRINITY_DN136231_c3_g1_i1"	"0.9366876974"	"meanmale"	"unbias"
"TRINITY_DN136232_c0_g1_i1"	"0.1402976044"	"meanmale"	"unbias"
"TRINITY_DN136233_c6_g1_i3"	"1.441148223"	"meanmale"	"unbias"
"TRINITY_DN136236_c0_g2_i6"	"-3.3592248326"	"meanmale"	"unbias"
"TRINITY_DN136241_c3_g1_i3"	"2.5345825498"	"meanmale"	"unbias"
"TRINITY_DN136242_c5_g1_i2"	"0.2955412296"	"meanmale"	"unbias"
"TRINITY_DN136247_c3_g2_i9"	"-0.5328188016"	"meanmale"	"unbias"
"TRINITY_DN136248_c3_g2_i1"	"4.025181522"	"meanmale"	"unbias"
"TRINITY_DN136249_c1_g2_i4"	"2.4193812202"	"meanmale"	"unbias"
"TRINITY_DN136257_c0_g1_i1"	"3.6619856848"	"meanmale"	"unbias"
"TRINITY_DN136257_c1_g2_i12"	"4.5841411682"	"meanmale"	"unbias"
"TRINITY_DN136257_c1_g4_i6"	"3.2642070224"	"meanmale"	"unbias"
"TRINITY_DN136260_c0_g1_i3"	"2.7310908314"	"meanmale"	"unbias"
"TRINITY_DN136263_c4_g4_i1"	"2.263584809"	"meanmale"	"unbias"
"TRINITY_DN136263_c4_g5_i2"	"2.9813025168"	"meanmale"	"unbias"
"TRINITY_DN136263_c4_g6_i1"	"2.189466847"	"meanmale"	"unbias"
"TRINITY_DN136265_c6_g1_i2"	"3.0628714878"	"meanmale"	"unbias"
"TRINITY_DN136268_c0_g1_i2"	"2.0644844556"	"meanmale"	"unbias"
"TRINITY_DN136272_c1_g8_i6"	"3.7846159826"	"meanmale"	"unbias"
"TRINITY_DN136275_c1_g2_i1"	"5.9769623246"	"meanmale"	"unbias"
"TRINITY_DN136278_c0_g1_i3"	"1.6644813844"	"meanmale"	"unbias"
"TRINITY_DN136278_c0_g2_i1"	"1.447468984"	"meanmale"	"unbias"
"TRINITY_DN136278_c0_g4_i1"	"2.55630505"	"meanmale"	"unbias"
"TRINITY_DN136279_c3_g2_i1"	"6.0133355646"	"meanmale"	"unbias"
"TRINITY_DN136286_c2_g4_i2"	"-0.0314087164"	"meanmale"	"unbias"
"TRINITY_DN136291_c13_g1_i1"	"1.5901404414"	"meanmale"	"unbias"
"TRINITY_DN136294_c0_g1_i1"	"2.0580120488"	"meanmale"	"unbias"
"TRINITY_DN136294_c1_g2_i1"	"1.7796636784"	"meanmale"	"unbias"
"TRINITY_DN136295_c9_g2_i1"	"2.6286313424"	"meanmale"	"unbias"
"TRINITY_DN136299_c1_g1_i1"	"0.6233386602"	"meanmale"	"unbias"
"TRINITY_DN136299_c2_g1_i1"	"5.3008516628"	"meanmale"	"unbias"
"TRINITY_DN136301_c0_g1_i1"	"1.6059728832"	"meanmale"	"unbias"
"TRINITY_DN136304_c0_g1_i2"	"1.3306946404"	"meanmale"	"unbias"
"TRINITY_DN136304_c1_g1_i3"	"5.0954029254"	"meanmale"	"unbias"
"TRINITY_DN136304_c2_g1_i5"	"1.3861349034"	"meanmale"	"unbias"
"TRINITY_DN136307_c4_g10_i1"	"3.4972146526"	"meanmale"	"unbias"
"TRINITY_DN136314_c0_g1_i5"	"2.670056957"	"meanmale"	"unbias"
"TRINITY_DN136320_c0_g1_i1"	"1.590681637"	"meanmale"	"unbias"
"TRINITY_DN136320_c0_g2_i5"	"2.4028074742"	"meanmale"	"unbias"
"TRINITY_DN136323_c3_g11_i1"	"3.0980130636"	"meanmale"	"unbias"
"TRINITY_DN136325_c2_g1_i1"	"3.7858967158"	"meanmale"	"unbias"
"TRINITY_DN136325_c8_g1_i1"	"3.6750598122"	"meanmale"	"unbias"
"TRINITY_DN136334_c3_g1_i1"	"-0.1541262766"	"meanmale"	"unbias"
"TRINITY_DN136337_c2_g1_i1"	"2.7586766716"	"meanmale"	"unbias"
"TRINITY_DN136338_c2_g1_i1"	"2.662375"	"meanmale"	"unbias"
"TRINITY_DN136339_c3_g3_i1"	"4.4287702752"	"meanmale"	"unbias"
"TRINITY_DN136341_c3_g1_i2"	"3.2241718488"	"meanmale"	"unbias"
"TRINITY_DN136343_c2_g1_i1"	"0.239989939"	"meanmale"	"unbias"
"TRINITY_DN136344_c2_g1_i1"	"3.3778962368"	"meanmale"	"unbias"
"TRINITY_DN136349_c3_g1_i2"	"7.186776434"	"meanmale"	"unbias"
"TRINITY_DN136354_c1_g1_i3"	"1.5388104486"	"meanmale"	"unbias"
"TRINITY_DN136355_c2_g1_i2"	"1.1186774734"	"meanmale"	"unbias"
"TRINITY_DN136357_c0_g1_i1"	"-0.3948221738"	"meanmale"	"unbias"
"TRINITY_DN136358_c4_g2_i4"	"3.8268241792"	"meanmale"	"unbias"
"TRINITY_DN136359_c11_g1_i1"	"0.4489132644"	"meanmale"	"unbias"
"TRINITY_DN136364_c7_g4_i1"	"2.9257279642"	"meanmale"	"unbias"
"TRINITY_DN136365_c1_g2_i4"	"1.083508084"	"meanmale"	"unbias"
"TRINITY_DN136370_c4_g3_i1"	"1.7878008794"	"meanmale"	"unbias"
"TRINITY_DN136372_c4_g1_i1"	"6.0548365518"	"meanmale"	"unbias"
"TRINITY_DN136373_c2_g1_i3"	"8.6944637262"	"meanmale"	"unbias"
"TRINITY_DN136373_c3_g1_i3"	"3.869904903"	"meanmale"	"unbias"
"TRINITY_DN136373_c4_g8_i1"	"2.6466567768"	"meanmale"	"unbias"
"TRINITY_DN136374_c4_g1_i3"	"3.6150281768"	"meanmale"	"unbias"
"TRINITY_DN136374_c5_g4_i2"	"2.3760868158"	"meanmale"	"unbias"
"TRINITY_DN136383_c2_g2_i1"	"5.4642203952"	"meanmale"	"unbias"
"TRINITY_DN136387_c5_g1_i10"	"4.492845926"	"meanmale"	"unbias"
"TRINITY_DN136389_c4_g4_i1"	"0.6051476016"	"meanmale"	"unbias"
"TRINITY_DN136390_c3_g11_i2"	"0.300637084"	"meanmale"	"unbias"
"TRINITY_DN136402_c1_g1_i1"	"1.8380050116"	"meanmale"	"unbias"
"TRINITY_DN136406_c5_g1_i4"	"0.1573653576"	"meanmale"	"unbias"
"TRINITY_DN136406_c5_g2_i1"	"6.5599711454"	"meanmale"	"unbias"
"TRINITY_DN136410_c0_g1_i4"	"-0.437378653"	"meanmale"	"unbias"
"TRINITY_DN136412_c0_g6_i2"	"3.304658818"	"meanmale"	"unbias"
"TRINITY_DN136412_c0_g7_i1"	"2.9883860452"	"meanmale"	"unbias"
"TRINITY_DN136412_c0_g8_i1"	"3.1832307712"	"meanmale"	"unbias"
"TRINITY_DN136412_c0_g9_i2"	"4.3752788482"	"meanmale"	"unbias"
"TRINITY_DN136412_c1_g2_i4"	"4.0727923486"	"meanmale"	"unbias"
"TRINITY_DN136429_c4_g2_i1"	"0.239903831"	"meanmale"	"unbias"
"TRINITY_DN136429_c4_g4_i2"	"6.6081206546"	"meanmale"	"unbias"
"TRINITY_DN136432_c2_g1_i1"	"1.8572235296"	"meanmale"	"unbias"
"TRINITY_DN136432_c2_g2_i3"	"1.9374892248"	"meanmale"	"unbias"
"TRINITY_DN136432_c2_g4_i1"	"2.4363717458"	"meanmale"	"unbias"
"TRINITY_DN136439_c1_g4_i1"	"5.9013001592"	"meanmale"	"unbias"
"TRINITY_DN136441_c0_g5_i2"	"2.3562284634"	"meanmale"	"unbias"
"TRINITY_DN136441_c1_g1_i2"	"1.7260251846"	"meanmale"	"unbias"
"TRINITY_DN136447_c0_g2_i3"	"1.1262973662"	"meanmale"	"unbias"
"TRINITY_DN136448_c0_g5_i4"	"1.1588162214"	"meanmale"	"unbias"
"TRINITY_DN136450_c3_g2_i6"	"0.4910063292"	"meanmale"	"unbias"
"TRINITY_DN136454_c5_g6_i2"	"3.6594221964"	"meanmale"	"unbias"
"TRINITY_DN136459_c7_g2_i1"	"3.5304664458"	"meanmale"	"unbias"
"TRINITY_DN136466_c8_g1_i2"	"1.2979970194"	"meanmale"	"unbias"
"TRINITY_DN136470_c8_g8_i1"	"5.3523111846"	"meanmale"	"unbias"
"TRINITY_DN136479_c2_g1_i1"	"0.9346929236"	"meanmale"	"unbias"
"TRINITY_DN136486_c1_g1_i2"	"0.2568687954"	"meanmale"	"unbias"
"TRINITY_DN136492_c9_g5_i1"	"2.0986863728"	"meanmale"	"unbias"
"TRINITY_DN136493_c3_g2_i1"	"-0.1494002356"	"meanmale"	"unbias"
"TRINITY_DN136493_c3_g3_i13"	"-0.1855033388"	"meanmale"	"unbias"
"TRINITY_DN136495_c5_g4_i1"	"2.509576122"	"meanmale"	"unbias"
"TRINITY_DN136498_c4_g1_i4"	"3.9181995604"	"meanmale"	"unbias"
"TRINITY_DN136500_c5_g4_i6"	"6.5627792072"	"meanmale"	"unbias"
"TRINITY_DN136504_c5_g1_i2"	"4.2121519034"	"meanmale"	"unbias"
"TRINITY_DN136510_c1_g2_i2"	"3.4534558032"	"meanmale"	"unbias"
"TRINITY_DN136530_c4_g3_i1"	"1.4652611928"	"meanmale"	"unbias"
"TRINITY_DN136531_c4_g1_i1"	"1.505983283"	"meanmale"	"unbias"
"TRINITY_DN136531_c4_g14_i2"	"-0.0828792032"	"meanmale"	"unbias"
"TRINITY_DN136532_c1_g3_i2"	"1.0744203404"	"meanmale"	"unbias"
"TRINITY_DN136534_c4_g1_i1"	"3.0051091976"	"meanmale"	"unbias"
"TRINITY_DN136534_c4_g5_i1"	"2.8076022194"	"meanmale"	"unbias"
"TRINITY_DN136539_c9_g1_i2"	"3.2981714788"	"meanmale"	"unbias"
"TRINITY_DN136540_c3_g4_i1"	"2.0930931052"	"meanmale"	"unbias"
"TRINITY_DN136540_c4_g1_i1"	"0.9265118088"	"meanmale"	"unbias"
"TRINITY_DN136541_c2_g3_i1"	"2.87011588"	"meanmale"	"unbias"
"TRINITY_DN136541_c3_g1_i1"	"1.7335537954"	"meanmale"	"unbias"
"TRINITY_DN136544_c3_g5_i1"	"0.5443199862"	"meanmale"	"unbias"
"TRINITY_DN136544_c4_g1_i3"	"-0.0130196672"	"meanmale"	"unbias"
"TRINITY_DN136549_c13_g4_i2"	"3.0612761984"	"meanmale"	"unbias"
"TRINITY_DN136550_c2_g1_i1"	"1.0384374782"	"meanmale"	"unbias"
"TRINITY_DN136550_c2_g4_i1"	"2.278412852"	"meanmale"	"unbias"
"TRINITY_DN136550_c2_g5_i2"	"3.8555773658"	"meanmale"	"unbias"
"TRINITY_DN136553_c11_g5_i1"	"2.1519235816"	"meanmale"	"unbias"
"TRINITY_DN136559_c6_g1_i1"	"4.6442984238"	"meanmale"	"unbias"
"TRINITY_DN136560_c7_g1_i1"	"4.4337540176"	"meanmale"	"unbias"
"TRINITY_DN136562_c2_g4_i1"	"0.5211188008"	"meanmale"	"unbias"
"TRINITY_DN136563_c4_g2_i3"	"0.5692607566"	"meanmale"	"unbias"
"TRINITY_DN136576_c6_g2_i1"	"5.6894750412"	"meanmale"	"unbias"
"TRINITY_DN136578_c0_g1_i2"	"1.366278577"	"meanmale"	"unbias"
"TRINITY_DN136578_c1_g1_i1"	"0.4939266436"	"meanmale"	"unbias"
"TRINITY_DN136578_c2_g4_i1"	"2.6918463444"	"meanmale"	"unbias"
"TRINITY_DN136578_c4_g1_i1"	"1.8826242554"	"meanmale"	"unbias"
"TRINITY_DN136585_c3_g1_i1"	"3.7903262834"	"meanmale"	"unbias"
"TRINITY_DN136588_c9_g1_i2"	"5.1265269248"	"meanmale"	"unbias"
"TRINITY_DN136592_c4_g1_i3"	"2.829507566"	"meanmale"	"unbias"
"TRINITY_DN136592_c5_g4_i5"	"2.8281245966"	"meanmale"	"unbias"
"TRINITY_DN136592_c5_g5_i4"	"3.2801108012"	"meanmale"	"unbias"
"TRINITY_DN136593_c4_g4_i1"	"1.2557065822"	"meanmale"	"unbias"
"TRINITY_DN136596_c10_g1_i1"	"3.0357938382"	"meanmale"	"unbias"
"TRINITY_DN136606_c11_g3_i1"	"3.248518669"	"meanmale"	"unbias"
"TRINITY_DN136608_c13_g10_i1"	"4.161687114"	"meanmale"	"unbias"
"TRINITY_DN136609_c4_g1_i3"	"4.3214421336"	"meanmale"	"unbias"
"TRINITY_DN136610_c17_g1_i3"	"4.1226378326"	"meanmale"	"unbias"
"TRINITY_DN136610_c27_g1_i1"	"0.8595143446"	"meanmale"	"unbias"
"TRINITY_DN136615_c4_g4_i1"	"7.2872212814"	"meanmale"	"unbias"
"TRINITY_DN136625_c0_g2_i1"	"1.5444547918"	"meanmale"	"unbias"
"TRINITY_DN136627_c8_g2_i1"	"2.87137232"	"meanmale"	"unbias"
"TRINITY_DN136635_c14_g2_i1"	"5.797978294"	"meanmale"	"unbias"
"TRINITY_DN136635_c14_g3_i1"	"5.6136143278"	"meanmale"	"unbias"
"TRINITY_DN136644_c1_g3_i1"	"2.6047287106"	"meanmale"	"unbias"
"TRINITY_DN136650_c8_g2_i1"	"1.6680494552"	"meanmale"	"unbias"
"TRINITY_DN136651_c2_g1_i3"	"1.5993269976"	"meanmale"	"unbias"
"TRINITY_DN136658_c5_g2_i1"	"1.2929709714"	"meanmale"	"unbias"
"TRINITY_DN136675_c9_g2_i1"	"2.389067356"	"meanmale"	"unbias"
"TRINITY_DN136675_c9_g3_i1"	"1.642014924"	"meanmale"	"unbias"
"TRINITY_DN136675_c9_g6_i1"	"2.3186460518"	"meanmale"	"unbias"
"TRINITY_DN136676_c9_g1_i2"	"6.2743305836"	"meanmale"	"unbias"
"TRINITY_DN136677_c3_g1_i1"	"0.8174518284"	"meanmale"	"unbias"
"TRINITY_DN136677_c6_g5_i3"	"2.783341741"	"meanmale"	"unbias"
"TRINITY_DN136686_c2_g1_i1"	"0.9210307298"	"meanmale"	"unbias"
"TRINITY_DN136693_c19_g1_i1"	"5.54524496"	"meanmale"	"unbias"
"TRINITY_DN136696_c0_g1_i1"	"4.1007346836"	"meanmale"	"unbias"
"TRINITY_DN136699_c5_g5_i1"	"2.829864832"	"meanmale"	"unbias"
"TRINITY_DN136699_c6_g1_i1"	"-0.4481330576"	"meanmale"	"unbias"
"TRINITY_DN136699_c6_g6_i1"	"0.6697837486"	"meanmale"	"unbias"
"TRINITY_DN136702_c5_g1_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN136704_c14_g1_i1"	"4.9108487896"	"meanmale"	"unbias"
"TRINITY_DN136705_c0_g2_i1"	"4.510863653"	"meanmale"	"unbias"
"TRINITY_DN136709_c0_g2_i1"	"3.4040177602"	"meanmale"	"unbias"
"TRINITY_DN136709_c1_g2_i1"	"3.8184422582"	"meanmale"	"unbias"
"TRINITY_DN136710_c24_g2_i1"	"4.9235114444"	"meanmale"	"unbias"
"TRINITY_DN136712_c12_g2_i1"	"2.8814308634"	"meanmale"	"unbias"
"TRINITY_DN136717_c2_g1_i1"	"1.5004466354"	"meanmale"	"unbias"
"TRINITY_DN136717_c7_g2_i2"	"1.9999649486"	"meanmale"	"unbias"
"TRINITY_DN136719_c11_g1_i1"	"2.8164149542"	"meanmale"	"unbias"
"TRINITY_DN136720_c11_g3_i2"	"3.7820440854"	"meanmale"	"unbias"
"TRINITY_DN136721_c0_g6_i2"	"3.4177601694"	"meanmale"	"unbias"
"TRINITY_DN136724_c16_g3_i2"	"7.3357934384"	"meanmale"	"unbias"
"TRINITY_DN136725_c5_g1_i1"	"4.1318895122"	"meanmale"	"unbias"
"TRINITY_DN136731_c16_g2_i1"	"1.5534652038"	"meanmale"	"unbias"
"TRINITY_DN136731_c18_g1_i1"	"0.1646116438"	"meanmale"	"unbias"
"TRINITY_DN136735_c0_g1_i1"	"0.5115561344"	"meanmale"	"unbias"
"TRINITY_DN136743_c32_g7_i1"	"0.2816050552"	"meanmale"	"unbias"
"TRINITY_DN136745_c32_g1_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN136745_c34_g3_i2"	"5.2553985702"	"meanmale"	"unbias"
"TRINITY_DN136748_c101_g1_i1"	"0.916968975"	"meanmale"	"unbias"
"TRINITY_DN136748_c113_g2_i1"	"3.5536373892"	"meanmale"	"unbias"
"TRINITY_DN137029_c0_g1_i1"	"3.212571541"	"meanmale"	"unbias"
"TRINITY_DN137084_c0_g1_i1"	"1.1694188578"	"meanmale"	"unbias"
"TRINITY_DN137172_c0_g1_i1"	"3.4317040642"	"meanmale"	"unbias"
"TRINITY_DN137267_c0_g1_i1"	"1.7887582842"	"meanmale"	"unbias"
"TRINITY_DN137457_c0_g1_i1"	"0.0207891596"	"meanmale"	"unbias"
"TRINITY_DN137594_c0_g1_i1"	"1.5737064818"	"meanmale"	"unbias"
"TRINITY_DN137684_c0_g1_i1"	"0.051159337"	"meanmale"	"unbias"
"TRINITY_DN137717_c0_g1_i1"	"-1.5350045616"	"meanmale"	"unbias"
"TRINITY_DN137718_c0_g1_i1"	"0.874125174"	"meanmale"	"unbias"
"TRINITY_DN13773_c0_g1_i1"	"1.8465918096"	"meanmale"	"unbias"
"TRINITY_DN13789_c0_g1_i1"	"1.047538475"	"meanmale"	"unbias"
"TRINITY_DN138203_c0_g1_i1"	"1.5254948262"	"meanmale"	"unbias"
"TRINITY_DN13821_c0_g2_i1"	"2.34376366"	"meanmale"	"unbias"
"TRINITY_DN13860_c0_g1_i1"	"1.899492398"	"meanmale"	"unbias"
"TRINITY_DN138635_c0_g1_i1"	"0.460604546"	"meanmale"	"unbias"
"TRINITY_DN138842_c0_g1_i1"	"1.512827704"	"meanmale"	"unbias"
"TRINITY_DN138856_c0_g1_i1"	"6.884377327"	"meanmale"	"unbias"
"TRINITY_DN138895_c0_g1_i1"	"6.4688689322"	"meanmale"	"unbias"
"TRINITY_DN1391_c0_g2_i1"	"0.7860944092"	"meanmale"	"unbias"
"TRINITY_DN13911_c0_g1_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN13911_c0_g3_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN139165_c0_g1_i1"	"1.221305543"	"meanmale"	"unbias"
"TRINITY_DN139195_c0_g1_i1"	"1.8387379742"	"meanmale"	"unbias"
"TRINITY_DN139208_c0_g1_i1"	"1.8134918668"	"meanmale"	"unbias"
"TRINITY_DN139239_c0_g1_i1"	"2.5762399668"	"meanmale"	"unbias"
"TRINITY_DN139435_c0_g1_i1"	"2.738860681"	"meanmale"	"unbias"
"TRINITY_DN139446_c0_g1_i1"	"1.2772316328"	"meanmale"	"unbias"
"TRINITY_DN139629_c0_g1_i1"	"2.5263685758"	"meanmale"	"unbias"
"TRINITY_DN139834_c0_g1_i1"	"1.3607279806"	"meanmale"	"unbias"
