"gid"	"log2RPKM"	"sex"	"bias"
"TRINITY_DN129389_c1_g1_i2"	0.946238435	"meanfemale"	"female"
"TRINITY_DN134295_c1_g1_i1"	0.08333856	"meanfemale"	"female"
"TRINITY_DN128734_c3_g2_i3"	4.314209275	"meanfemale"	"female"
"TRINITY_DN127828_c0_g1_i1"	4.220135255	"meanfemale"	"female"
"TRINITY_DN126899_c2_g1_i1"	3.408207447	"meanfemale"	"female"
"TRINITY_DN131815_c3_g1_i2"	2.662820232	"meanfemale"	"female"
"TRINITY_DN118958_c0_g1_i1"	3.368633989	"meanfemale"	"female"
"TRINITY_DN113698_c0_g2_i1"	1.508746232	"meanfemale"	"female"
"TRINITY_DN133563_c2_g2_i1"	3.01610886	"meanfemale"	"female"
"TRINITY_DN126077_c1_g1_i4"	5.088337832	"meanfemale"	"female"
"TRINITY_DN125922_c2_g4_i1"	4.714506846	"meanfemale"	"female"
"TRINITY_DN131887_c3_g2_i2"	5.273432142	"meanfemale"	"female"
"TRINITY_DN122661_c0_g1_i5"	1.549465828	"meanfemale"	"female"
"TRINITY_DN122218_c0_g2_i1"	7.008551432	"meanfemale"	"female"
"TRINITY_DN124560_c0_g1_i2"	2.937861551	"meanfemale"	"female"
"TRINITY_DN120860_c0_g1_i1"	4.190295014	"meanfemale"	"female"
"TRINITY_DN125578_c3_g2_i4"	4.183870516	"meanfemale"	"female"
"TRINITY_DN113377_c0_g2_i1"	1.766639287	"meanfemale"	"female"
"TRINITY_DN132477_c3_g1_i9"	4.153636975	"meanfemale"	"female"
"TRINITY_DN123729_c0_g2_i2"	4.373046445	"meanfemale"	"female"
"TRINITY_DN120548_c0_g2_i2"	5.384447091	"meanfemale"	"female"
"TRINITY_DN119499_c0_g1_i1"	3.975136459	"meanfemale"	"female"
"TRINITY_DN126189_c1_g3_i1"	3.611659788	"meanfemale"	"female"
"TRINITY_DN135136_c0_g4_i3"	3.155943492	"meanfemale"	"female"
"TRINITY_DN128756_c0_g2_i2"	2.985694316	"meanfemale"	"female"
"TRINITY_DN128755_c0_g3_i1"	4.444031036	"meanfemale"	"female"
"TRINITY_DN133347_c3_g1_i1"	4.443404679	"meanfemale"	"female"
"TRINITY_DN127748_c2_g1_i4"	5.150979692	"meanfemale"	"female"
"TRINITY_DN135606_c1_g3_i9"	4.953991701	"meanfemale"	"female"
"TRINITY_DN130525_c4_g3_i17"	6.804312564	"meanfemale"	"female"
"TRINITY_DN127496_c2_g4_i1"	4.552779587	"meanfemale"	"female"
"TRINITY_DN135310_c4_g1_i3"	6.969270683	"meanfemale"	"female"
"TRINITY_DN119033_c0_g1_i2"	7.816408141	"meanfemale"	"female"
"TRINITY_DN131715_c2_g1_i2"	2.278881278	"meanfemale"	"female"
"TRINITY_DN132260_c0_g11_i3"	4.067946389	"meanfemale"	"female"
"TRINITY_DN129566_c4_g7_i1"	5.425380782	"meanfemale"	"female"
"TRINITY_DN125463_c6_g3_i1"	5.133070608	"meanfemale"	"female"
"TRINITY_DN134932_c0_g1_i3"	4.004250101	"meanfemale"	"female"
"TRINITY_DN132849_c2_g5_i1"	4.853780526	"meanfemale"	"female"
"TRINITY_DN123654_c2_g1_i6"	6.485830374	"meanfemale"	"female"
"TRINITY_DN132960_c3_g1_i1"	3.449072019	"meanfemale"	"female"
"TRINITY_DN118379_c0_g1_i1"	3.903917865	"meanfemale"	"female"
"TRINITY_DN125305_c3_g2_i1"	3.8768407	"meanfemale"	"female"
"TRINITY_DN117642_c0_g1_i1"	6.570470512	"meanfemale"	"female"
"TRINITY_DN123791_c1_g1_i1"	6.161453065	"meanfemale"	"female"
"TRINITY_DN128397_c3_g2_i2"	4.21269432	"meanfemale"	"female"
"TRINITY_DN130561_c0_g1_i2"	4.616387951	"meanfemale"	"female"
"TRINITY_DN130763_c0_g2_i1"	5.133591956	"meanfemale"	"female"
"TRINITY_DN125428_c5_g1_i2"	2.40533598	"meanfemale"	"female"
"TRINITY_DN130828_c1_g4_i3"	2.628971121	"meanfemale"	"female"
"TRINITY_DN129343_c0_g2_i1"	4.236739535	"meanfemale"	"female"
"TRINITY_DN127749_c2_g2_i1"	5.321595205	"meanfemale"	"female"
"TRINITY_DN130763_c0_g1_i1"	5.425095988	"meanfemale"	"female"
"TRINITY_DN118551_c2_g14_i2"	3.644786181	"meanfemale"	"female"
"TRINITY_DN136052_c0_g2_i1"	4.076914192	"meanfemale"	"female"
"TRINITY_DN120849_c0_g1_i1"	3.645935227	"meanfemale"	"female"
"TRINITY_DN124145_c0_g1_i10"	5.607604241	"meanfemale"	"female"
"TRINITY_DN123922_c3_g5_i1"	3.212452073	"meanfemale"	"female"
"TRINITY_DN132869_c0_g1_i1"	5.120592741	"meanfemale"	"female"
"TRINITY_DN134088_c2_g3_i2"	3.388274	"meanfemale"	"female"
"TRINITY_DN130873_c6_g6_i1"	4.227131709	"meanfemale"	"female"
"TRINITY_DN123164_c1_g1_i2"	3.48082864	"meanfemale"	"female"
"TRINITY_DN132671_c4_g1_i3"	4.526545461	"meanfemale"	"female"
"TRINITY_DN119473_c0_g1_i1"	1.339678014	"meanfemale"	"female"
"TRINITY_DN132603_c6_g1_i1"	2.78009018	"meanfemale"	"female"
"TRINITY_DN136137_c2_g4_i2"	3.223570583	"meanfemale"	"female"
"TRINITY_DN115333_c0_g1_i1"	4.391426325	"meanfemale"	"female"
"TRINITY_DN129797_c1_g3_i1"	4.754909904	"meanfemale"	"female"
"TRINITY_DN122587_c0_g2_i1"	5.943004054	"meanfemale"	"female"
"TRINITY_DN133418_c1_g2_i2"	4.226828114	"meanfemale"	"female"
"TRINITY_DN131756_c1_g1_i2"	3.569134243	"meanfemale"	"female"
"TRINITY_DN133660_c1_g2_i3"	3.092609955	"meanfemale"	"female"
"TRINITY_DN114830_c0_g1_i1"	4.218251633	"meanfemale"	"female"
"TRINITY_DN97507_c0_g1_i2"	2.466827322	"meanfemale"	"female"
"TRINITY_DN129219_c4_g1_i1"	4.410811245	"meanfemale"	"female"
"TRINITY_DN122191_c0_g1_i2"	6.771719607	"meanfemale"	"female"
"TRINITY_DN67806_c0_g1_i1"	3.857850666	"meanfemale"	"female"
"TRINITY_DN132963_c1_g4_i2"	5.244876714	"meanfemale"	"female"
"TRINITY_DN120361_c0_g2_i1"	4.057612895	"meanfemale"	"female"
"TRINITY_DN131945_c1_g5_i4"	3.123275886	"meanfemale"	"female"
"TRINITY_DN114119_c0_g1_i1"	8.109209307	"meanfemale"	"female"
"TRINITY_DN130545_c1_g8_i1"	5.314474659	"meanfemale"	"female"
"TRINITY_DN132871_c2_g2_i2"	4.390079838	"meanfemale"	"female"
"TRINITY_DN116680_c0_g2_i1"	5.324524156	"meanfemale"	"female"
"TRINITY_DN128135_c2_g5_i1"	5.96588487	"meanfemale"	"female"
"TRINITY_DN131812_c2_g3_i3"	2.720165288	"meanfemale"	"female"
"TRINITY_DN118968_c0_g1_i1"	5.130088951	"meanfemale"	"female"
"TRINITY_DN134392_c8_g1_i1"	3.245711191	"meanfemale"	"female"
"TRINITY_DN124534_c3_g3_i1"	3.499676459	"meanfemale"	"female"
"TRINITY_DN125238_c0_g1_i1"	4.475763962	"meanfemale"	"female"
"TRINITY_DN130028_c1_g1_i1"	4.438035004	"meanfemale"	"female"
"TRINITY_DN123834_c0_g1_i1"	5.474104548	"meanfemale"	"female"
"TRINITY_DN123838_c1_g2_i2"	7.159545291	"meanfemale"	"female"
"TRINITY_DN129242_c0_g1_i4"	3.856652381	"meanfemale"	"female"
"TRINITY_DN129842_c2_g17_i3"	3.553863788	"meanfemale"	"female"
"TRINITY_DN123842_c1_g1_i1"	2.922018936	"meanfemale"	"female"
"TRINITY_DN133666_c1_g2_i2"	5.590950346	"meanfemale"	"female"
"TRINITY_DN133002_c6_g5_i3"	3.630236678	"meanfemale"	"female"
"TRINITY_DN125622_c2_g1_i1"	3.873477377	"meanfemale"	"female"
"TRINITY_DN115343_c0_g1_i1"	6.89161421	"meanfemale"	"female"
"TRINITY_DN112341_c0_g1_i1"	5.843080207	"meanfemale"	"female"
"TRINITY_DN129596_c4_g1_i3"	3.175765852	"meanfemale"	"female"
"TRINITY_DN130537_c3_g1_i1"	4.136586039	"meanfemale"	"female"
"TRINITY_DN133591_c2_g19_i1"	6.374202603	"meanfemale"	"female"
"TRINITY_DN120954_c2_g6_i2"	6.053603722	"meanfemale"	"female"
"TRINITY_DN125977_c0_g1_i1"	2.610713571	"meanfemale"	"female"
"TRINITY_DN127209_c2_g4_i3"	3.886650099	"meanfemale"	"female"
"TRINITY_DN120546_c0_g1_i1"	7.089190536	"meanfemale"	"female"
"TRINITY_DN116467_c0_g1_i2"	3.841034068	"meanfemale"	"female"
"TRINITY_DN130284_c1_g1_i1"	0.333082927	"meanfemale"	"female"
"TRINITY_DN126357_c1_g2_i4"	4.483116186	"meanfemale"	"female"
"TRINITY_DN135989_c3_g1_i2"	4.376410496	"meanfemale"	"female"
"TRINITY_DN126647_c0_g1_i1"	2.190046051	"meanfemale"	"female"
"TRINITY_DN125176_c0_g1_i1"	7.27601614	"meanfemale"	"female"
"TRINITY_DN130492_c2_g3_i1"	4.42464971	"meanfemale"	"female"
"TRINITY_DN121154_c0_g1_i1"	3.322839837	"meanfemale"	"female"
"TRINITY_DN125720_c2_g3_i3"	3.233379529	"meanfemale"	"female"
"TRINITY_DN129190_c3_g1_i1"	4.543819318	"meanfemale"	"female"
"TRINITY_DN125838_c1_g1_i1"	4.397330138	"meanfemale"	"female"
"TRINITY_DN122379_c0_g2_i1"	5.257242861	"meanfemale"	"female"
"TRINITY_DN126138_c0_g2_i2"	5.067615923	"meanfemale"	"female"
"TRINITY_DN107645_c0_g1_i1"	6.743820831	"meanfemale"	"female"
"TRINITY_DN127335_c2_g3_i2"	5.362438878	"meanfemale"	"female"
"TRINITY_DN121172_c0_g1_i7"	4.803620325	"meanfemale"	"female"
"TRINITY_DN122865_c0_g1_i1"	6.520929916	"meanfemale"	"female"
"TRINITY_DN121879_c1_g1_i5"	8.577527673	"meanfemale"	"female"
"TRINITY_DN131364_c4_g5_i3"	2.706175853	"meanfemale"	"female"
"TRINITY_DN125531_c0_g1_i1"	3.990310967	"meanfemale"	"female"
"TRINITY_DN114697_c0_g1_i1"	5.124794894	"meanfemale"	"female"
"TRINITY_DN125869_c9_g2_i2"	5.567284986	"meanfemale"	"female"
"TRINITY_DN134208_c6_g1_i3"	1.497702719	"meanfemale"	"female"
"TRINITY_DN130556_c1_g1_i1"	3.002307917	"meanfemale"	"female"
"TRINITY_DN116970_c0_g2_i1"	8.298950976	"meanfemale"	"female"
"TRINITY_DN122985_c0_g1_i4"	5.659382226	"meanfemale"	"female"
"TRINITY_DN131451_c1_g1_i1"	3.705160671	"meanfemale"	"female"
"TRINITY_DN112180_c0_g1_i1"	2.984651636	"meanfemale"	"female"
"TRINITY_DN129261_c1_g2_i3"	5.679394314	"meanfemale"	"female"
"TRINITY_DN132628_c0_g1_i2"	4.81694611	"meanfemale"	"female"
"TRINITY_DN127691_c3_g2_i2"	5.128452895	"meanfemale"	"female"
"TRINITY_DN131546_c2_g1_i2"	7.734682748	"meanfemale"	"female"
"TRINITY_DN107522_c0_g2_i2"	4.147582354	"meanfemale"	"female"
"TRINITY_DN126189_c7_g2_i1"	3.484801066	"meanfemale"	"female"
"TRINITY_DN113439_c0_g1_i1"	5.078327849	"meanfemale"	"female"
"TRINITY_DN118108_c0_g2_i1"	6.688367026	"meanfemale"	"female"
"TRINITY_DN193400_c0_g1_i1"	4.563337799	"meanfemale"	"female"
"TRINITY_DN135999_c2_g9_i12"	6.13738976	"meanfemale"	"female"
"TRINITY_DN121095_c0_g1_i2"	2.498500045	"meanfemale"	"female"
"TRINITY_DN125667_c5_g2_i2"	6.410300471	"meanfemale"	"female"
"TRINITY_DN127275_c6_g1_i3"	5.672577921	"meanfemale"	"female"
"TRINITY_DN125169_c2_g3_i1"	5.568976619	"meanfemale"	"female"
"TRINITY_DN135602_c1_g1_i9"	4.167855171	"meanfemale"	"female"
"TRINITY_DN132727_c0_g1_i6"	4.523027729	"meanfemale"	"female"
"TRINITY_DN134652_c1_g8_i3"	3.41071792	"meanfemale"	"female"
"TRINITY_DN124597_c0_g1_i1"	3.481635379	"meanfemale"	"female"
"TRINITY_DN125191_c5_g6_i1"	2.650686948	"meanfemale"	"female"
"TRINITY_DN126470_c0_g1_i1"	2.016086129	"meanfemale"	"female"
"TRINITY_DN120279_c1_g2_i1"	4.158108498	"meanfemale"	"female"
"TRINITY_DN44948_c0_g1_i1"	4.183140774	"meanfemale"	"female"
"TRINITY_DN100115_c0_g2_i1"	2.8906239032	"meanmale"	"male"
"TRINITY_DN100287_c0_g2_i1"	1.975788337	"meanmale"	"male"
"TRINITY_DN100300_c0_g1_i1"	0.7551702506	"meanmale"	"male"
"TRINITY_DN100586_c0_g1_i1"	1.7960074818	"meanmale"	"male"
"TRINITY_DN100830_c0_g1_i2"	2.4275663568	"meanmale"	"male"
"TRINITY_DN100835_c0_g1_i1"	4.2446085428	"meanmale"	"male"
"TRINITY_DN100998_c0_g1_i1"	2.4726318838	"meanmale"	"male"
"TRINITY_DN101232_c0_g1_i1"	0.84387822	"meanmale"	"male"
"TRINITY_DN101247_c0_g2_i1"	NA	"meanmale"	"male"
"TRINITY_DN101247_c0_g3_i1"	1.9115898648	"meanmale"	"male"
"TRINITY_DN101361_c0_g1_i2"	2.0671787174	"meanmale"	"male"
"TRINITY_DN101477_c0_g1_i2"	0.8634069406	"meanmale"	"male"
"TRINITY_DN101728_c0_g2_i1"	2.2915321232	"meanmale"	"male"
"TRINITY_DN101809_c0_g1_i2"	3.456156119	"meanmale"	"male"
"TRINITY_DN101895_c0_g1_i1"	2.156125518	"meanmale"	"male"
"TRINITY_DN101897_c0_g1_i1"	1.4257504792	"meanmale"	"male"
"TRINITY_DN101907_c0_g2_i1"	1.487056325	"meanmale"	"male"
"TRINITY_DN101935_c0_g2_i1"	2.365381609	"meanmale"	"male"
"TRINITY_DN102000_c0_g1_i1"	5.490854054	"meanmale"	"male"
"TRINITY_DN102067_c0_g2_i1"	5.7009624174	"meanmale"	"male"
"TRINITY_DN102104_c0_g1_i1"	1.3924757692	"meanmale"	"male"
"TRINITY_DN102142_c0_g1_i1"	-1.6470660298	"meanmale"	"male"
"TRINITY_DN102192_c0_g1_i1"	2.1307172626	"meanmale"	"male"
"TRINITY_DN102252_c0_g2_i1"	0.894340605	"meanmale"	"male"
"TRINITY_DN102300_c0_g1_i1"	2.1661378252	"meanmale"	"male"
"TRINITY_DN102429_c0_g1_i2"	2.7202950256	"meanmale"	"male"
"TRINITY_DN102500_c0_g1_i1"	1.413669536	"meanmale"	"male"
"TRINITY_DN102865_c0_g1_i2"	4.5146103416	"meanmale"	"male"
"TRINITY_DN103145_c0_g1_i1"	0.3739807942	"meanmale"	"male"
"TRINITY_DN103150_c0_g1_i1"	1.556150878	"meanmale"	"male"
"TRINITY_DN103214_c0_g1_i1"	2.5340996086	"meanmale"	"male"
"TRINITY_DN103267_c0_g1_i1"	2.5341158494	"meanmale"	"male"
"TRINITY_DN103284_c0_g1_i2"	1.6474922344	"meanmale"	"male"
"TRINITY_DN103501_c0_g1_i1"	0.9343509354	"meanmale"	"male"
"TRINITY_DN103537_c0_g2_i1"	3.09245978	"meanmale"	"male"
"TRINITY_DN103544_c0_g1_i2"	0.855159999	"meanmale"	"male"
"TRINITY_DN103615_c0_g1_i1"	6.9007795252	"meanmale"	"male"
"TRINITY_DN103666_c0_g1_i1"	1.603464777	"meanmale"	"male"
"TRINITY_DN103706_c0_g3_i1"	0.3633686016	"meanmale"	"male"
"TRINITY_DN103744_c0_g1_i2"	9.1184638206	"meanmale"	"male"
"TRINITY_DN103769_c0_g1_i1"	6.043669738	"meanmale"	"male"
"TRINITY_DN103795_c0_g1_i3"	3.9821720302	"meanmale"	"male"
"TRINITY_DN103802_c0_g1_i1"	1.2772740618	"meanmale"	"male"
"TRINITY_DN103830_c0_g1_i1"	1.707385044	"meanmale"	"male"
"TRINITY_DN103833_c0_g1_i1"	6.0050759204	"meanmale"	"male"
"TRINITY_DN103834_c0_g6_i1"	NA	"meanmale"	"male"
"TRINITY_DN103855_c0_g1_i1"	3.7513379414	"meanmale"	"male"
"TRINITY_DN103859_c0_g1_i1"	5.2554996432	"meanmale"	"male"
"TRINITY_DN103974_c0_g2_i1"	2.2759289392	"meanmale"	"male"
"TRINITY_DN103990_c0_g1_i2"	0.599126894	"meanmale"	"male"
"TRINITY_DN103997_c0_g1_i1"	2.4681347694	"meanmale"	"male"
"TRINITY_DN104012_c0_g1_i1"	3.8266100664	"meanmale"	"male"
"TRINITY_DN104090_c1_g2_i1"	5.3798811574	"meanmale"	"male"
"TRINITY_DN104155_c0_g1_i1"	4.6071909078	"meanmale"	"male"
"TRINITY_DN104173_c0_g1_i1"	4.3101126604	"meanmale"	"male"
"TRINITY_DN104357_c0_g1_i2"	2.549353242	"meanmale"	"male"
"TRINITY_DN104436_c0_g1_i1"	0.8268001968	"meanmale"	"male"
"TRINITY_DN104464_c0_g1_i1"	2.2169253608	"meanmale"	"male"
"TRINITY_DN104490_c0_g1_i1"	2.788802735	"meanmale"	"male"
"TRINITY_DN104490_c0_g2_i1"	NA	"meanmale"	"male"
"TRINITY_DN104532_c0_g1_i1"	2.2108627156	"meanmale"	"male"
"TRINITY_DN104640_c0_g1_i1"	2.8105543816	"meanmale"	"male"
"TRINITY_DN104667_c0_g1_i3"	4.0447229276	"meanmale"	"male"
"TRINITY_DN104677_c0_g2_i1"	4.0270708806	"meanmale"	"male"
"TRINITY_DN104721_c0_g1_i1"	-1.4857294264	"meanmale"	"male"
"TRINITY_DN104783_c1_g1_i1"	3.3862451848	"meanmale"	"male"
"TRINITY_DN105039_c0_g1_i1"	2.2679289138	"meanmale"	"male"
"TRINITY_DN105042_c0_g2_i1"	2.8443303904	"meanmale"	"male"
"TRINITY_DN105042_c1_g1_i2"	2.235424857	"meanmale"	"male"
"TRINITY_DN105061_c0_g1_i1"	2.9768175312	"meanmale"	"male"
"TRINITY_DN105118_c0_g1_i1"	0.8815910946	"meanmale"	"male"
"TRINITY_DN105198_c0_g3_i1"	1.15934778	"meanmale"	"male"
"TRINITY_DN105198_c0_g4_i1"	1.7268789798	"meanmale"	"male"
"TRINITY_DN105227_c0_g1_i1"	0.8166868128	"meanmale"	"male"
"TRINITY_DN105250_c0_g1_i2"	7.4430603738	"meanmale"	"male"
"TRINITY_DN105320_c0_g2_i2"	3.7882369632	"meanmale"	"male"
"TRINITY_DN105324_c0_g1_i5"	9.6182803434	"meanmale"	"male"
"TRINITY_DN105353_c0_g2_i2"	1.050272001	"meanmale"	"male"
"TRINITY_DN105438_c0_g1_i1"	3.3448483256	"meanmale"	"male"
"TRINITY_DN105451_c0_g1_i1"	2.6865401418	"meanmale"	"male"
"TRINITY_DN105493_c0_g2_i1"	6.7764810514	"meanmale"	"male"
"TRINITY_DN105675_c0_g2_i1"	1.4145924658	"meanmale"	"male"
"TRINITY_DN105687_c0_g2_i1"	8.1212643198	"meanmale"	"male"
"TRINITY_DN105698_c0_g1_i1"	2.5287643516	"meanmale"	"male"
"TRINITY_DN105721_c0_g1_i1"	0.5830561682	"meanmale"	"male"
"TRINITY_DN105730_c0_g1_i2"	2.098840394	"meanmale"	"male"
"TRINITY_DN105849_c0_g1_i1"	3.109309984	"meanmale"	"male"
"TRINITY_DN105870_c0_g1_i1"	1.8486011098	"meanmale"	"male"
"TRINITY_DN105871_c0_g1_i2"	2.5630093314	"meanmale"	"male"
"TRINITY_DN105980_c0_g3_i1"	NA	"meanmale"	"male"
"TRINITY_DN105981_c0_g1_i1"	3.208291815	"meanmale"	"male"
"TRINITY_DN105985_c0_g1_i1"	1.7995070564	"meanmale"	"male"
"TRINITY_DN106031_c0_g1_i1"	3.8809320872	"meanmale"	"male"
"TRINITY_DN106049_c0_g1_i2"	5.006016463	"meanmale"	"male"
"TRINITY_DN106049_c0_g2_i2"	5.1702355728	"meanmale"	"male"
"TRINITY_DN106051_c0_g1_i1"	1.9296798146	"meanmale"	"male"
"TRINITY_DN106060_c0_g1_i1"	1.6018065068	"meanmale"	"male"
"TRINITY_DN106100_c0_g2_i1"	-0.6224462804	"meanmale"	"male"
"TRINITY_DN106179_c0_g1_i1"	1.7763598764	"meanmale"	"male"
"TRINITY_DN106256_c0_g3_i3"	0.2181694786	"meanmale"	"male"
"TRINITY_DN106281_c0_g2_i1"	2.185830423	"meanmale"	"male"
"TRINITY_DN106338_c0_g1_i1"	3.1271562914	"meanmale"	"male"
"TRINITY_DN106354_c0_g2_i1"	-1.3270999214	"meanmale"	"male"
"TRINITY_DN106368_c0_g2_i1"	1.8667396692	"meanmale"	"male"
"TRINITY_DN106476_c0_g1_i1"	4.9876839734	"meanmale"	"male"
"TRINITY_DN106492_c0_g1_i4"	1.9284428718	"meanmale"	"male"
"TRINITY_DN106661_c0_g3_i1"	0.8901123156	"meanmale"	"male"
"TRINITY_DN106671_c0_g2_i1"	2.703061861	"meanmale"	"male"
"TRINITY_DN106709_c0_g4_i1"	0.4766028958	"meanmale"	"male"
"TRINITY_DN106733_c0_g1_i1"	0.8510684864	"meanmale"	"male"
"TRINITY_DN106741_c0_g1_i2"	0.5119938908	"meanmale"	"male"
"TRINITY_DN106792_c0_g1_i1"	3.9096636462	"meanmale"	"male"
"TRINITY_DN106792_c0_g2_i1"	3.8882756434	"meanmale"	"male"
"TRINITY_DN106792_c0_g3_i1"	3.788129559	"meanmale"	"male"
"TRINITY_DN106897_c0_g1_i6"	2.2350355394	"meanmale"	"male"
"TRINITY_DN106937_c0_g1_i1"	4.5521193356	"meanmale"	"male"
"TRINITY_DN106961_c0_g1_i1"	4.642790759	"meanmale"	"male"
"TRINITY_DN107012_c1_g2_i1"	NA	"meanmale"	"male"
"TRINITY_DN107048_c0_g1_i1"	3.1845670024	"meanmale"	"male"
"TRINITY_DN107048_c1_g1_i1"	3.2286894936	"meanmale"	"male"
"TRINITY_DN107077_c0_g1_i2"	2.6685128768	"meanmale"	"male"
"TRINITY_DN107077_c0_g2_i1"	2.919328735	"meanmale"	"male"
"TRINITY_DN107120_c0_g1_i1"	1.9862088806	"meanmale"	"male"
"TRINITY_DN107214_c0_g1_i1"	4.3430966808	"meanmale"	"male"
"TRINITY_DN107257_c0_g1_i1"	1.6895596334	"meanmale"	"male"
"TRINITY_DN107303_c0_g1_i1"	3.8055820764	"meanmale"	"male"
"TRINITY_DN107337_c0_g1_i1"	0.505691798	"meanmale"	"male"
"TRINITY_DN107343_c0_g1_i1"	5.3049900974	"meanmale"	"male"
"TRINITY_DN107445_c0_g1_i2"	2.0197858208	"meanmale"	"male"
"TRINITY_DN107472_c0_g1_i1"	2.9476651502	"meanmale"	"male"
"TRINITY_DN107559_c0_g1_i1"	2.286669551	"meanmale"	"male"
"TRINITY_DN107632_c0_g1_i1"	5.794078243	"meanmale"	"male"
"TRINITY_DN107659_c0_g1_i1"	6.358800975	"meanmale"	"male"
"TRINITY_DN107707_c0_g1_i1"	5.3872919624	"meanmale"	"male"
"TRINITY_DN107730_c0_g1_i1"	1.2970961128	"meanmale"	"male"
"TRINITY_DN107742_c0_g1_i1"	4.9199839682	"meanmale"	"male"
"TRINITY_DN107751_c0_g1_i1"	4.6164040062	"meanmale"	"male"
"TRINITY_DN107761_c0_g1_i1"	1.9517226822	"meanmale"	"male"
"TRINITY_DN107785_c0_g1_i2"	2.4804534188	"meanmale"	"male"
"TRINITY_DN107811_c0_g1_i1"	2.4734134824	"meanmale"	"male"
"TRINITY_DN107817_c0_g1_i1"	1.465042454	"meanmale"	"male"
"TRINITY_DN107843_c0_g2_i1"	3.920591691	"meanmale"	"male"
"TRINITY_DN107843_c0_g4_i1"	4.3035262458	"meanmale"	"male"
"TRINITY_DN107843_c0_g5_i1"	1.2460426354	"meanmale"	"male"
"TRINITY_DN107875_c0_g1_i1"	3.028556303	"meanmale"	"male"
"TRINITY_DN107896_c0_g1_i2"	7.401242834	"meanmale"	"male"
"TRINITY_DN107915_c0_g1_i1"	6.1471719356	"meanmale"	"male"
"TRINITY_DN107915_c0_g2_i1"	6.2602402266	"meanmale"	"male"
"TRINITY_DN107920_c0_g1_i1"	3.672612218	"meanmale"	"male"
"TRINITY_DN107978_c0_g1_i1"	7.1225977	"meanmale"	"male"
"TRINITY_DN107988_c0_g2_i2"	1.2887954946	"meanmale"	"male"
"TRINITY_DN108026_c0_g1_i1"	0.8068334428	"meanmale"	"male"
"TRINITY_DN108039_c0_g1_i2"	6.8289811818	"meanmale"	"male"
"TRINITY_DN108068_c0_g1_i3"	5.019478371	"meanmale"	"male"
"TRINITY_DN108095_c0_g1_i1"	1.3549956808	"meanmale"	"male"
"TRINITY_DN108126_c0_g2_i2"	4.1167336436	"meanmale"	"male"
"TRINITY_DN108146_c0_g2_i1"	NA	"meanmale"	"male"
"TRINITY_DN108152_c0_g3_i4"	5.5642568442	"meanmale"	"male"
"TRINITY_DN108157_c0_g2_i1"	-0.1786160242	"meanmale"	"male"
"TRINITY_DN108162_c0_g1_i1"	NA	"meanmale"	"male"
"TRINITY_DN108186_c0_g2_i5"	0.4260196196	"meanmale"	"male"
"TRINITY_DN108191_c0_g1_i1"	2.7014804424	"meanmale"	"male"
"TRINITY_DN108227_c2_g1_i1"	-0.7512555764	"meanmale"	"male"
"TRINITY_DN108245_c0_g1_i2"	5.6470112934	"meanmale"	"male"
"TRINITY_DN108276_c0_g2_i1"	7.0940766682	"meanmale"	"male"
"TRINITY_DN108303_c0_g1_i1"	1.8170347292	"meanmale"	"male"
"TRINITY_DN108382_c0_g3_i1"	1.7455787796	"meanmale"	"male"
"TRINITY_DN108410_c0_g1_i1"	2.6729591324	"meanmale"	"male"
"TRINITY_DN108491_c0_g1_i1"	2.3165908538	"meanmale"	"male"
"TRINITY_DN108540_c0_g1_i1"	2.9953664354	"meanmale"	"male"
"TRINITY_DN108551_c0_g1_i2"	-0.4877998674	"meanmale"	"male"
"TRINITY_DN108553_c0_g1_i1"	0.6060908712	"meanmale"	"male"
"TRINITY_DN10856_c0_g2_i1"	2.475330428	"meanmale"	"male"
"TRINITY_DN108615_c0_g2_i1"	2.3055381072	"meanmale"	"male"
"TRINITY_DN108618_c0_g1_i2"	3.014167746	"meanmale"	"male"
"TRINITY_DN108672_c0_g3_i2"	2.123925295	"meanmale"	"male"
"TRINITY_DN108703_c0_g3_i1"	2.525005251	"meanmale"	"male"
"TRINITY_DN108703_c0_g5_i1"	NA	"meanmale"	"male"
"TRINITY_DN108709_c0_g1_i2"	9.7530132712	"meanmale"	"male"
"TRINITY_DN108737_c0_g1_i6"	6.452150175	"meanmale"	"male"
"TRINITY_DN108742_c0_g1_i1"	4.5410454368	"meanmale"	"male"
"TRINITY_DN108938_c0_g1_i1"	1.1986490048	"meanmale"	"male"
"TRINITY_DN108997_c0_g1_i1"	6.062922577	"meanmale"	"male"
"TRINITY_DN109025_c0_g1_i1"	2.6017353936	"meanmale"	"male"
"TRINITY_DN109035_c0_g1_i1"	3.1210687344	"meanmale"	"male"
"TRINITY_DN109035_c0_g2_i1"	3.303957633	"meanmale"	"male"
"TRINITY_DN1091_c0_g1_i1"	1.7242161914	"meanmale"	"male"
"TRINITY_DN109106_c0_g1_i1"	1.8428816472	"meanmale"	"male"
"TRINITY_DN109134_c0_g1_i1"	4.0076457424	"meanmale"	"male"
"TRINITY_DN109149_c0_g2_i1"	0.00476545860000001	"meanmale"	"male"
"TRINITY_DN109203_c0_g1_i1"	3.3448725416	"meanmale"	"male"
"TRINITY_DN109239_c0_g1_i1"	0.834993014	"meanmale"	"male"
"TRINITY_DN109245_c0_g1_i1"	2.8425818464	"meanmale"	"male"
