gid	cutoff	bias	log2RPKM	sex
TRINITY_DN134536_c1_g6_i3	FC1	male	-0.453919558	meanfemale
TRINITY_DN134541_c3_g8_i1	FC1	male	-0.046586329	meanfemale
TRINITY_DN134544_c0_g1_i1	FC1	male	0.455949451	meanfemale
TRINITY_DN134544_c1_g1_i1	FC1	male	1.456270886	meanfemale
TRINITY_DN134544_c1_g2_i1	FC1	male	1.254367033	meanfemale
TRINITY_DN134544_c1_g3_i1	FC1	male	3.169958107	meanfemale
TRINITY_DN134544_c1_g6_i6	FC1	male	1.762419324	meanfemale
TRINITY_DN134545_c0_g4_i2	FC1	male	2.330871498	meanfemale
TRINITY_DN134554_c4_g1_i4	FC1	male	-0.755548452	meanfemale
TRINITY_DN134558_c0_g3_i3	FC1	male	0.81727748	meanfemale
TRINITY_DN134560_c13_g1_i3	FC1	male	-0.823043432	meanfemale
TRINITY_DN134560_c5_g1_i1	FC1	male	2.628251685	meanfemale
TRINITY_DN134563_c5_g8_i1	FC1	male	-1.689366214	meanfemale
TRINITY_DN134567_c2_g2_i1	FC1	male	-2.326016972	meanfemale
TRINITY_DN134570_c1_g1_i5	FC1	male	3.489013517	meanfemale
TRINITY_DN134570_c2_g1_i3	FC1	male	1.25568715	meanfemale
TRINITY_DN134573_c5_g1_i3	FC1	male	1.736692456	meanfemale
TRINITY_DN134574_c1_g1_i2	FC1	male	4.723837987	meanfemale
TRINITY_DN134583_c2_g1_i1	FC1	male	2.897209924	meanfemale
TRINITY_DN134583_c2_g2_i1	FC1	male	0.096950701	meanfemale
TRINITY_DN134596_c7_g1_i2	FC1	male	1.464850322	meanfemale
TRINITY_DN134600_c3_g1_i1	FC1	male	-0.055396286	meanfemale
TRINITY_DN134601_c0_g1_i2	FC1	male	1.539863524	meanfemale
TRINITY_DN134602_c2_g3_i2	FC1	male	4.35493749	meanfemale
TRINITY_DN134605_c4_g4_i2	FC1	male	11.07405009	meanfemale
TRINITY_DN134610_c3_g1_i4	FC1	male	5.033447479	meanfemale
TRINITY_DN134613_c4_g1_i1	FC1	male	-1.033347844	meanfemale
TRINITY_DN134623_c0_g1_i4	FC1	male	0.491922105	meanfemale
TRINITY_DN134627_c4_g1_i6	FC1	male	0.494621709	meanfemale
TRINITY_DN134628_c0_g1_i9	FC1	male	4.24090953	meanfemale
TRINITY_DN134643_c6_g3_i4	FC1	male	2.412851335	meanfemale
TRINITY_DN134644_c0_g1_i1	FC1	male	1.199336581	meanfemale
TRINITY_DN134644_c0_g4_i6	FC1	male	0.454901563	meanfemale
TRINITY_DN134645_c1_g1_i2	FC1	male	-1.414127248	meanfemale
TRINITY_DN134661_c0_g1_i3	FC1	male	-2.864632387	meanfemale
TRINITY_DN134673_c0_g1_i5	FC1	male	2.608122224	meanfemale
TRINITY_DN134673_c2_g1_i3	FC1	male	1.769664583	meanfemale
TRINITY_DN134697_c0_g1_i2	FC1	male	3.157268058	meanfemale
TRINITY_DN134699_c6_g1_i1	FC1	male	-1.356647097	meanfemale
TRINITY_DN134704_c1_g4_i2	FC1	male	-1.456091517	meanfemale
TRINITY_DN134707_c0_g6_i1	FC1	male	9.160424291	meanfemale
TRINITY_DN134711_c4_g1_i1	FC1	male	1.932269526	meanfemale
TRINITY_DN134721_c5_g1_i1	FC1	male	3.93974417	meanfemale
TRINITY_DN134721_c9_g3_i2	FC1	male	0.58354838	meanfemale
TRINITY_DN134731_c1_g3_i5	FC1	male	1.706298209	meanfemale
TRINITY_DN134734_c2_g1_i3	FC1	male	-0.625604636	meanfemale
TRINITY_DN134735_c4_g3_i1	FC1	male	1.704295997	meanfemale
TRINITY_DN134736_c2_g3_i1	FC1	male	-0.506689322	meanfemale
TRINITY_DN134738_c1_g2_i2	FC1	male	-1.014152536	meanfemale
TRINITY_DN134739_c6_g2_i2	FC1	male	2.562863076	meanfemale
TRINITY_DN134742_c0_g4_i1	FC1	male	5.810327362	meanfemale
TRINITY_DN134745_c0_g1_i4	FC1	male	10.01055097	meanfemale
TRINITY_DN134746_c1_g7_i4	FC1	male	0.852857189	meanfemale
TRINITY_DN134748_c4_g1_i1	FC1	male	0.252678983	meanfemale
TRINITY_DN134748_c9_g1_i2	FC1	male	1.452096765	meanfemale
TRINITY_DN134751_c2_g1_i2	FC1	male	9.37039376	meanfemale
TRINITY_DN134753_c4_g8_i1	FC1	male	1.903737988	meanfemale
TRINITY_DN134758_c1_g1_i3	FC1	male	3.103367309	meanfemale
TRINITY_DN134767_c1_g1_i3	FC1	male	0.601179715	meanfemale
TRINITY_DN134769_c1_g3_i1	FC1	male	0.390027869	meanfemale
TRINITY_DN134769_c2_g4_i1	FC1	male	8.275971861	meanfemale
TRINITY_DN134770_c2_g2_i4	FC1	male	9.159247788	meanfemale
TRINITY_DN134771_c0_g1_i2	FC1	male	1.705595275	meanfemale
TRINITY_DN134772_c1_g1_i2	FC1	male	3.078163957	meanfemale
TRINITY_DN134776_c2_g1_i1	FC1	male	-1.045592104	meanfemale
TRINITY_DN134777_c1_g3_i3	FC1	male	0.539735742	meanfemale
TRINITY_DN134783_c1_g2_i3	FC1	male	1.579013209	meanfemale
TRINITY_DN134788_c5_g1_i10	FC1	male	-0.283278612	meanfemale
TRINITY_DN134791_c10_g1_i1	FC1	male	-1.455023766	meanfemale
TRINITY_DN134791_c3_g2_i1	FC1	male	3.615557347	meanfemale
TRINITY_DN134792_c8_g5_i4	FC1	male	-0.42978645	meanfemale
TRINITY_DN134794_c2_g2_i1	FC1	male	0.487865658	meanfemale
TRINITY_DN134800_c11_g1_i1	FC1	male	-0.1945588	meanfemale
TRINITY_DN134800_c12_g2_i2	FC1	male	5.837193735	meanfemale
TRINITY_DN134810_c1_g7_i2	FC1	male	1.770424181	meanfemale
TRINITY_DN134813_c2_g2_i7	FC1	male	0.863448879	meanfemale
TRINITY_DN134813_c2_g3_i6	FC1	male	0.034442907	meanfemale
TRINITY_DN134821_c2_g1_i3	FC1	male	-0.044773005	meanfemale
TRINITY_DN134825_c4_g2_i3	FC1	male	4.475686288	meanfemale
TRINITY_DN134827_c1_g8_i1	FC1	male	8.776537496	meanfemale
TRINITY_DN134828_c1_g2_i2	FC1	male	-0.695276686	meanfemale
TRINITY_DN134830_c12_g11_i1	FC1	male	-0.154378604	meanfemale
TRINITY_DN134830_c12_g5_i1	FC1	male	-0.274604666	meanfemale
TRINITY_DN134830_c12_g8_i1	FC1	male	1.351150403	meanfemale
TRINITY_DN134834_c0_g6_i6	FC1	male	-0.041509205	meanfemale
TRINITY_DN134837_c3_g3_i1	FC1	male	0.711757359	meanfemale
TRINITY_DN134837_c3_g4_i1	FC1	male	2.20097596	meanfemale
TRINITY_DN134842_c3_g1_i1	FC1	male	1.994911584	meanfemale
TRINITY_DN134847_c0_g2_i1	FC1	male	3.359556446	meanfemale
TRINITY_DN134848_c4_g3_i2	FC1	male	2.264947651	meanfemale
TRINITY_DN134852_c1_g1_i1	FC1	male	1.889146647	meanfemale
TRINITY_DN134853_c3_g2_i1	FC1	male	1.342102467	meanfemale
TRINITY_DN134853_c4_g2_i3	FC1	male	4.847726638	meanfemale
TRINITY_DN134861_c0_g2_i2	FC1	male	1.832547775	meanfemale
TRINITY_DN134865_c1_g1_i8	FC1	male	2.125283003	meanfemale
TRINITY_DN134869_c4_g1_i4	FC1	male	0.862445953	meanfemale
TRINITY_DN134871_c1_g2_i1	FC1	male	0.514354964	meanfemale
TRINITY_DN134874_c0_g2_i5	FC1	male	0.530589355	meanfemale
TRINITY_DN134879_c1_g11_i1	FC1	male	0.853310493	meanfemale
TRINITY_DN134894_c0_g1_i1	FC1	male	3.231855241	meanfemale
TRINITY_DN134895_c0_g1_i3	FC1	male	2.877231146	meanfemale
TRINITY_DN134898_c1_g6_i3	FC1	male	1.660971726	meanfemale
TRINITY_DN134900_c6_g1_i1	FC1	male	0.242293075	meanfemale
TRINITY_DN134910_c0_g3_i1	FC1	male	3.518648948	meanfemale
TRINITY_DN134911_c5_g1_i2	FC1	male	-1.526452025	meanfemale
TRINITY_DN134918_c3_g1_i1	FC1	male	1.243641371	meanfemale
TRINITY_DN134922_c2_g1_i1	FC1	male	2.174102975	meanfemale
TRINITY_DN134922_c4_g1_i5	FC1	male	2.633140246	meanfemale
TRINITY_DN134929_c0_g2_i1	FC1	male	10.07994424	meanfemale
TRINITY_DN134929_c0_g5_i1	FC1	male	7.983353743	meanfemale
TRINITY_DN134944_c1_g1_i4	FC1	male	1.765865609	meanfemale
TRINITY_DN134946_c8_g2_i4	FC1	male	0.23860603	meanfemale
TRINITY_DN134960_c2_g1_i1	FC1	male	0.673508007	meanfemale
TRINITY_DN134962_c1_g1_i5	FC1	male	-0.820703947	meanfemale
TRINITY_DN134970_c0_g1_i1	FC1	male	0.581181647	meanfemale
TRINITY_DN134973_c0_g4_i1	FC1	male	10.90274877	meanfemale
TRINITY_DN134974_c0_g1_i1	FC1	male	-0.305780938	meanfemale
TRINITY_DN134983_c5_g7_i2	FC1	male	8.151222204	meanfemale
TRINITY_DN134986_c0_g2_i3	FC1	male	2.591740542	meanfemale
TRINITY_DN134988_c7_g3_i5	FC1	male	-1.743105611	meanfemale
TRINITY_DN134991_c5_g1_i1	FC1	male	2.267513624	meanfemale
TRINITY_DN134993_c0_g1_i5	FC1	male	-2.362811153	meanfemale
TRINITY_DN134996_c1_g2_i1	FC1	male	2.052560658	meanfemale
TRINITY_DN134997_c1_g4_i1	FC1	male	1.17421819	meanfemale
TRINITY_DN134999_c0_g1_i1	FC1	male	1.646630514	meanfemale
TRINITY_DN135005_c2_g1_i2	FC1	male	-0.726967442	meanfemale
TRINITY_DN135007_c3_g4_i1	FC1	male	-0.628079616	meanfemale
TRINITY_DN135008_c3_g1_i1	FC1	male	-2.502682267	meanfemale
TRINITY_DN135017_c0_g1_i3	FC1	male	1.711144914	meanfemale
TRINITY_DN135017_c0_g2_i3	FC1	male	3.511124938	meanfemale
TRINITY_DN135023_c0_g1_i4	FC1	male	1.45504221	meanfemale
TRINITY_DN135024_c6_g2_i7	FC1	male	-0.262260118	meanfemale
TRINITY_DN135030_c0_g1_i3	FC1	male	-0.674739584	meanfemale
TRINITY_DN135034_c4_g2_i1	FC1	male	4.296561329	meanfemale
TRINITY_DN135035_c1_g2_i1	FC1	male	1.018159703	meanfemale
TRINITY_DN135066_c3_g1_i4	FC1	male	1.873188497	meanfemale
TRINITY_DN135072_c5_g3_i6	FC1	male	0.40304908	meanfemale
TRINITY_DN135074_c0_g3_i1	FC1	male	-1.395045525	meanfemale
TRINITY_DN135079_c1_g4_i4	FC1	male	4.211909685	meanfemale
TRINITY_DN135090_c2_g7_i2	FC1	male	1.085818816	meanfemale
TRINITY_DN135090_c3_g1_i7	FC1	male	3.049211068	meanfemale
TRINITY_DN135096_c3_g2_i1	FC1	male	4.285039505	meanfemale
TRINITY_DN135099_c2_g1_i1	FC1	male	-2.338483248	meanfemale
TRINITY_DN135100_c1_g8_i1	FC1	male	3.956038114	meanfemale
TRINITY_DN135100_c2_g2_i4	FC1	male	6.906970479	meanfemale
TRINITY_DN135100_c2_g4_i1	FC1	male	5.181398414	meanfemale
TRINITY_DN135104_c0_g1_i2	FC1	male	-0.575796622	meanfemale
TRINITY_DN135113_c7_g6_i1	FC1	male	1.21943046	meanfemale
TRINITY_DN135116_c3_g2_i1	FC1	male	7.54004101	meanfemale
TRINITY_DN135119_c0_g1_i1	FC1	male	-2.464093012	meanfemale
TRINITY_DN135126_c4_g1_i1	FC1	male	11.82272686	meanfemale
TRINITY_DN135127_c7_g1_i2	FC1	male	1.082512845	meanfemale
TRINITY_DN135129_c1_g2_i6	FC1	male	1.87197069	meanfemale
TRINITY_DN135139_c3_g1_i2	FC1	male	-1.258026029	meanfemale
TRINITY_DN135139_c5_g1_i4	FC1	male	-0.645118607	meanfemale
TRINITY_DN135141_c0_g2_i1	FC1	male	0.914366721	meanfemale
TRINITY_DN135141_c0_g3_i1	FC1	male	1.605660195	meanfemale
TRINITY_DN135152_c5_g1_i2	FC1	male	-0.56917786	meanfemale
TRINITY_DN135164_c2_g1_i3	FC1	male	0.755679104	meanfemale
TRINITY_DN135170_c0_g1_i1	FC1	male	-1.8602172	meanfemale
TRINITY_DN135174_c1_g2_i8	FC1	male	2.040988405	meanfemale
TRINITY_DN135177_c0_g2_i3	FC1	male	0.035775891	meanfemale
TRINITY_DN135178_c0_g14_i1	FC1	male	1.752502729	meanfemale
TRINITY_DN135178_c0_g17_i1	FC1	male	1.063459723	meanfemale
TRINITY_DN135181_c2_g2_i6	FC1	male	-1.814070661	meanfemale
TRINITY_DN135185_c0_g4_i1	FC1	male	1.043883484	meanfemale
TRINITY_DN135186_c0_g4_i2	FC1	male	0.799826118	meanfemale
TRINITY_DN135204_c3_g5_i3	FC1	male	2.83168531	meanfemale
TRINITY_DN135209_c6_g1_i3	FC1	male	1.937027154	meanfemale
TRINITY_DN135210_c0_g1_i2	FC1	male	-0.477834958	meanfemale
TRINITY_DN135213_c4_g2_i1	FC1	male	4.692625661	meanfemale
TRINITY_DN135214_c3_g3_i1	FC1	male	-1.641059194	meanfemale
TRINITY_DN135214_c3_g4_i1	FC1	male	-1.142444913	meanfemale
TRINITY_DN135222_c1_g2_i1	FC1	male	2.040631715	meanfemale
TRINITY_DN135226_c0_g2_i1	FC1	male	-0.472589342	meanfemale
TRINITY_DN135228_c1_g1_i1	FC1	male	-1.0344648	meanfemale
TRINITY_DN135229_c0_g1_i3	FC1	male	0.041594255	meanfemale
TRINITY_DN135233_c0_g1_i2	FC1	male	-2.127263509	meanfemale
TRINITY_DN135234_c3_g3_i2	FC1	male	4.832384844	meanfemale
TRINITY_DN135235_c0_g1_i2	FC1	male	3.123073748	meanfemale
TRINITY_DN135244_c0_g1_i9	FC1	male	-0.02577516	meanfemale
TRINITY_DN135249_c0_g2_i1	FC1	male	3.832184408	meanfemale
TRINITY_DN135250_c0_g4_i1	FC1	male	1.669733633	meanfemale
TRINITY_DN135251_c0_g1_i2	FC1	male	-1.970396207	meanfemale
TRINITY_DN135259_c1_g4_i2	FC1	male	1.826785102	meanfemale
TRINITY_DN135271_c0_g2_i2	FC1	male	-1.46914645	meanfemale
TRINITY_DN135272_c6_g2_i2	FC1	male	2.204305833	meanfemale
TRINITY_DN135279_c6_g1_i1	FC1	male	1.436246859	meanfemale
TRINITY_DN135279_c6_g2_i1	FC1	male	2.44547216	meanfemale
TRINITY_DN135280_c2_g1_i9	FC1	male	5.324762561	meanfemale
TRINITY_DN135280_c2_g2_i1	FC1	male	5.206771974	meanfemale
TRINITY_DN135280_c3_g3_i1	FC1	male	2.058422434	meanfemale
TRINITY_DN135281_c7_g1_i2	FC1	male	-2.978030036	meanfemale
TRINITY_DN135287_c3_g2_i2	FC1	male	-0.578160925	meanfemale
TRINITY_DN135293_c3_g1_i9	FC1	male	3.001068058	meanfemale
TRINITY_DN135294_c0_g1_i1	FC1	male	1.088419349	meanfemale
TRINITY_DN135299_c1_g17_i1	FC1	male	4.00101954	meanfemale
TRINITY_DN135301_c11_g2_i1	FC1	male	-0.143984467	meanfemale
TRINITY_DN135308_c1_g1_i1	FC1	male	0.587332637	meanfemale
TRINITY_DN135318_c2_g1_i19	FC1	male	8.902755807	meanfemale
TRINITY_DN135318_c2_g2_i1	FC1	male	-0.757000775	meanfemale
TRINITY_DN135335_c1_g1_i1	FC1	male	-0.506868593	meanfemale
TRINITY_DN135336_c6_g3_i3	FC1	male	-0.065461899	meanfemale
TRINITY_DN135340_c5_g4_i2	FC1	male	-0.454565902	meanfemale
TRINITY_DN135347_c3_g1_i2	FC1	male	4.176588018	meanfemale
TRINITY_DN135351_c2_g1_i2	FC1	male	-0.25419809	meanfemale
TRINITY_DN135357_c2_g1_i1	FC1	male	-0.640716941	meanfemale
TRINITY_DN135363_c1_g2_i1	FC1	male	1.658234331	meanfemale
TRINITY_DN135364_c0_g4_i2	FC1	male	0.628493573	meanfemale
TRINITY_DN135370_c2_g7_i1	FC1	male	1.369041958	meanfemale
TRINITY_DN135373_c0_g1_i8	FC1	male	1.108697586	meanfemale
TRINITY_DN135384_c2_g1_i2	FC1	male	4.128545818	meanfemale
TRINITY_DN135387_c2_g1_i1	FC1	male	0.820706127	meanfemale
TRINITY_DN135387_c2_g2_i2	FC1	male	2.220321051	meanfemale
TRINITY_DN135389_c6_g1_i1	FC1	male	1.177846606	meanfemale
TRINITY_DN135397_c0_g2_i3	FC1	male	1.452279418	meanfemale
TRINITY_DN135403_c2_g2_i1	FC1	male	1.265570118	meanfemale
TRINITY_DN135403_c2_g3_i1	FC1	male	0.121464891	meanfemale
TRINITY_DN135407_c2_g1_i2	FC1	male	7.521928385	meanfemale
TRINITY_DN135407_c2_g2_i1	FC1	male	9.82629869	meanfemale
TRINITY_DN135409_c0_g2_i1	FC1	male	3.978550842	meanfemale
TRINITY_DN135409_c1_g2_i1	FC1	male	1.940826575	meanfemale
TRINITY_DN135417_c2_g1_i1	FC1	male	-1.026833924	meanfemale
TRINITY_DN135420_c1_g1_i1	FC1	male	0.691314162	meanfemale
TRINITY_DN135428_c3_g2_i1	FC1	male	-0.074044509	meanfemale
TRINITY_DN135432_c0_g2_i13	FC1	male	0.729529315	meanfemale
TRINITY_DN135432_c0_g3_i1	FC1	male	-0.479979598	meanfemale
TRINITY_DN135444_c3_g1_i3	FC1	male	5.00883706	meanfemale
TRINITY_DN135445_c5_g3_i2	FC1	male	5.026296032	meanfemale
TRINITY_DN135445_c7_g3_i4	FC1	male	1.216020555	meanfemale
TRINITY_DN135446_c3_g1_i8	FC1	male	1.193678804	meanfemale
TRINITY_DN135449_c8_g3_i1	FC1	male	0.605936001	meanfemale
TRINITY_DN135467_c1_g1_i2	FC1	male	1.682729474	meanfemale
TRINITY_DN135468_c0_g4_i3	FC1	male	-2.187542164	meanfemale
TRINITY_DN135469_c0_g1_i2	FC1	male	0.382885253	meanfemale
TRINITY_DN135476_c0_g1_i2	FC1	male	-2.759294402	meanfemale
TRINITY_DN135479_c1_g1_i2	FC1	male	9.313980917	meanfemale
TRINITY_DN135479_c1_g3_i2	FC1	male	9.798801334	meanfemale
TRINITY_DN135484_c0_g1_i2	FC1	male	-0.677571543	meanfemale
TRINITY_DN135488_c0_g1_i1	FC1	male	-1.042327756	meanfemale
TRINITY_DN135489_c0_g4_i3	FC1	male	10.03921564	meanfemale
TRINITY_DN135499_c5_g2_i1	FC1	male	0.769718181	meanfemale
TRINITY_DN135504_c0_g3_i1	FC1	male	-1.525005765	meanfemale
TRINITY_DN135507_c2_g1_i2	FC1	male	2.408227347	meanfemale
TRINITY_DN135509_c1_g4_i1	FC1	male	-1.139027943	meanfemale
TRINITY_DN135513_c5_g1_i10	FC1	male	-1.224078507	meanfemale
TRINITY_DN135524_c0_g2_i1	FC1	male	-0.633295922	meanfemale
TRINITY_DN135530_c3_g1_i2	FC1	male	0.361498894	meanfemale
TRINITY_DN135533_c0_g1_i1	FC1	male	4.215028833	meanfemale
TRINITY_DN135538_c0_g1_i1	FC1	male	1.086198566	meanfemale
TRINITY_DN135541_c0_g1_i1	FC1	male	10.42401024	meanfemale
TRINITY_DN135543_c0_g1_i4	FC1	male	2.355352229	meanfemale
TRINITY_DN135546_c3_g1_i6	FC1	male	1.582651235	meanfemale
TRINITY_DN135549_c1_g1_i4	FC1	male	3.356240283	meanfemale
TRINITY_DN135555_c3_g1_i1	FC1	male	1.448464544	meanfemale
TRINITY_DN135556_c3_g2_i2	FC1	male	1.154379547	meanfemale
TRINITY_DN135559_c2_g1_i1	FC1	male	0.251911355	meanfemale
TRINITY_DN135577_c6_g6_i1	FC1	male	2.82993828	meanfemale
TRINITY_DN135580_c5_g2_i3	FC1	male	1.08645507	meanfemale
TRINITY_DN135589_c1_g1_i6	FC1	male	10.20339736	meanfemale
TRINITY_DN135594_c6_g2_i2	FC1	male	-0.984765295	meanfemale
TRINITY_DN135596_c1_g1_i1	FC1	male	1.497150046	meanfemale
TRINITY_DN135608_c0_g2_i3	FC1	male	0.110710539	meanfemale
TRINITY_DN135614_c7_g3_i3	FC1	male	0.626270883	meanfemale
TRINITY_DN135618_c2_g3_i1	FC1	male	0.361111186	meanfemale
TRINITY_DN135620_c6_g2_i4	FC1	male	-0.728090173	meanfemale
TRINITY_DN135631_c3_g1_i1	FC1	male	0.868107439	meanfemale
TRINITY_DN135636_c4_g6_i2	FC1	male	0.175881483	meanfemale
TRINITY_DN135638_c9_g1_i1	FC1	male	-1.297779886	meanfemale
TRINITY_DN135641_c0_g2_i2	FC1	male	-0.937912654	meanfemale
TRINITY_DN135643_c7_g8_i2	FC1	male	-1.333273001	meanfemale
TRINITY_DN135654_c1_g2_i2	FC1	male	-0.315413325	meanfemale
TRINITY_DN135660_c1_g1_i2	FC1	male	-0.491843959	meanfemale
TRINITY_DN135663_c7_g3_i1	FC1	male	1.367967295	meanfemale
TRINITY_DN135665_c0_g2_i1	FC1	male	0.637710369	meanfemale
TRINITY_DN135665_c1_g1_i1	FC1	male	2.717120358	meanfemale
TRINITY_DN135665_c2_g1_i1	FC1	male	1.18992562	meanfemale
TRINITY_DN135667_c2_g1_i1	FC1	male	-0.011121046	meanfemale
TRINITY_DN135668_c0_g2_i1	FC1	male	-2.22541655	meanfemale
TRINITY_DN135668_c0_g4_i4	FC1	male	-0.433557231	meanfemale
TRINITY_DN135672_c3_g4_i3	FC1	male	0.438130166	meanfemale
TRINITY_DN135673_c3_g1_i1	FC1	male	1.676941864	meanfemale
TRINITY_DN135673_c3_g2_i1	FC1	male	2.127381024	meanfemale
TRINITY_DN135679_c3_g3_i2	FC1	male	0.626783139	meanfemale
TRINITY_DN135682_c2_g1_i2	FC1	male	0.86005966	meanfemale
TRINITY_DN135683_c0_g1_i1	FC1	male	-1.056692683	meanfemale
TRINITY_DN135683_c0_g2_i1	FC1	male	-1.052747939	meanfemale
TRINITY_DN135706_c2_g5_i3	FC1	male	1.706079335	meanfemale
TRINITY_DN135709_c2_g2_i1	FC1	male	-1.518676158	meanfemale
TRINITY_DN135713_c0_g4_i1	FC1	male	-0.526250423	meanfemale
TRINITY_DN135717_c1_g2_i2	FC1	male	2.852502167	meanfemale
TRINITY_DN135721_c0_g1_i2	FC1	male	-0.221623219	meanfemale
TRINITY_DN135726_c2_g3_i1	FC1	male	-1.252091764	meanfemale
TRINITY_DN135732_c1_g1_i2	FC1	male	9.703579264	meanfemale
TRINITY_DN135739_c0_g1_i3	FC1	male	1.954688734	meanfemale
TRINITY_DN135745_c0_g2_i2	FC1	male	-0.95590917	meanfemale
TRINITY_DN135748_c5_g5_i1	FC1	male	1.226790829	meanfemale
TRINITY_DN135749_c3_g3_i1	FC1	male	8.471655715	meanfemale
TRINITY_DN135755_c5_g1_i1	FC1	male	-0.094724172	meanfemale
TRINITY_DN135760_c0_g1_i1	FC1	male	-1.654849856	meanfemale
TRINITY_DN135762_c3_g1_i1	FC1	male	0.865084019	meanfemale
TRINITY_DN135777_c0_g1_i2	FC1	male	5.543391353	meanfemale
TRINITY_DN135782_c1_g9_i1	FC1	male	-0.193365544	meanfemale
TRINITY_DN135788_c4_g2_i2	FC1	male	2.182192091	meanfemale
TRINITY_DN135790_c25_g1_i1	FC1	male	4.824151615	meanfemale
TRINITY_DN135794_c5_g1_i1	FC1	male	-1.358544027	meanfemale
TRINITY_DN135794_c5_g2_i1	FC1	male	-0.126996268	meanfemale
TRINITY_DN135795_c0_g5_i1	FC1	male	1.996710472	meanfemale
TRINITY_DN135795_c0_g6_i2	FC1	male	10.66997259	meanfemale
TRINITY_DN135798_c3_g8_i1	FC1	male	1.597175287	meanfemale
TRINITY_DN135800_c2_g1_i4	FC1	male	-3.653239214	meanfemale
TRINITY_DN135807_c3_g1_i4	FC1	male	1.767261328	meanfemale
TRINITY_DN135809_c6_g1_i2	FC1	male	4.262532875	meanfemale
TRINITY_DN135815_c9_g1_i1	FC1	male	3.859769097	meanfemale
TRINITY_DN135818_c9_g1_i1	FC1	male	-0.437629847	meanfemale
TRINITY_DN135821_c0_g1_i1	FC1	male	-0.830661256	meanfemale
TRINITY_DN135823_c6_g2_i1	FC1	male	1.500024406	meanfemale
TRINITY_DN135837_c0_g3_i6	FC1	male	0.965135986	meanfemale
TRINITY_DN135838_c9_g1_i4	FC1	male	2.878800668	meanfemale
TRINITY_DN135859_c1_g2_i3	FC1	male	2.683167019	meanfemale
TRINITY_DN135864_c0_g9_i2	FC1	male	3.311209769	meanfemale
TRINITY_DN135866_c0_g1_i3	FC1	male	-0.505179855	meanfemale
TRINITY_DN135869_c0_g2_i2	FC1	male	0.518807768	meanfemale
TRINITY_DN135869_c1_g3_i2	FC1	male	0.079645688	meanfemale
TRINITY_DN135871_c1_g1_i2	FC1	male	0.569700849	meanfemale
TRINITY_DN135877_c0_g1_i10	FC1	male	0.905343118	meanfemale
TRINITY_DN135877_c0_g2_i3	FC1	male	-0.313428151	meanfemale
TRINITY_DN135878_c2_g2_i2	FC1	male	2.641653489	meanfemale
TRINITY_DN135884_c0_g1_i3	FC1	male	-1.124686403	meanfemale
TRINITY_DN135886_c6_g2_i2	FC1	male	-1.919981129	meanfemale
TRINITY_DN135892_c1_g2_i3	FC1	male	3.325946918	meanfemale
TRINITY_DN135893_c1_g15_i1	FC1	male	3.592870446	meanfemale
TRINITY_DN135898_c2_g1_i3	FC1	male	-1.967169593	meanfemale
TRINITY_DN135911_c1_g1_i3	FC1	male	5.689476885	meanfemale
TRINITY_DN135912_c4_g2_i1	FC1	male	4.869509663	meanfemale
TRINITY_DN135918_c4_g1_i1	FC1	male	2.292942911	meanfemale
TRINITY_DN135928_c0_g1_i2	FC1	male	0.556941559	meanfemale
TRINITY_DN135928_c0_g5_i1	FC1	male	1.556223498	meanfemale
TRINITY_DN135930_c1_g2_i2	FC1	male	-1.112478154	meanfemale
TRINITY_DN135943_c0_g2_i1	FC1	male	0.087098801	meanfemale
TRINITY_DN135951_c1_g1_i1	FC1	male	1.971813712	meanfemale
TRINITY_DN135951_c2_g1_i1	FC1	male	1.108285852	meanfemale
TRINITY_DN135952_c0_g1_i4	FC1	male	0.525246224	meanfemale
TRINITY_DN135956_c0_g1_i2	FC1	male	3.459569325	meanfemale
TRINITY_DN135964_c1_g2_i1	FC1	male	1.613552796	meanfemale
TRINITY_DN135964_c2_g1_i2	FC1	male	-0.178736318	meanfemale
TRINITY_DN135968_c0_g1_i1	FC1	male	0.074539976	meanfemale
TRINITY_DN135968_c2_g1_i1	FC1	male	0.080222139	meanfemale
TRINITY_DN135973_c2_g1_i1	FC1	male	1.736635224	meanfemale
TRINITY_DN135976_c1_g1_i1	FC1	male	10.85128888	meanfemale
TRINITY_DN135976_c1_g3_i1	FC1	male	10.30634859	meanfemale
TRINITY_DN135978_c4_g3_i5	FC1	male	2.237581835	meanfemale
TRINITY_DN135979_c0_g3_i2	FC1	male	8.358865706	meanfemale
TRINITY_DN135979_c0_g4_i1	FC1	male	8.195693351	meanfemale
TRINITY_DN135983_c9_g5_i3	FC1	male	1.941433341	meanfemale
TRINITY_DN135984_c2_g2_i2	FC1	male	0.108219122	meanfemale
TRINITY_DN135988_c4_g1_i1	FC1	male	3.393890106	meanfemale
TRINITY_DN135994_c1_g1_i5	FC1	male	-1.24664975	meanfemale
TRINITY_DN135997_c1_g1_i2	FC1	male	-2.491597881	meanfemale
TRINITY_DN136003_c1_g1_i1	FC1	male	0.917551936	meanfemale
TRINITY_DN136005_c1_g1_i1	FC1	male	0.867260418	meanfemale
TRINITY_DN136007_c1_g1_i3	FC1	male	0.403666944	meanfemale
TRINITY_DN136014_c1_g1_i1	FC1	male	1.836707362	meanfemale
TRINITY_DN136024_c4_g1_i2	FC1	male	-0.243675069	meanfemale
TRINITY_DN136030_c2_g3_i1	FC1	male	1.900359329	meanfemale
