gid	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY
TRINITY_DN46159_c0_g1_i1	3.104480194	3	male	0.630708063
TRINITY_DN128490_c0_g1_i4	3.10465615	3	male	2.052165856
TRINITY_DN134633_c0_g4_i6	3.104696105	3	male	-0.537854978
TRINITY_DN134115_c0_g10_i1	3.105294575	3	male	3.918760415
TRINITY_DN123112_c0_g1_i4	3.105584719	3	male	1.680573858
TRINITY_DN132107_c1_g3_i1	3.106480143	3	male	0.957088695
TRINITY_DN131251_c3_g5_i12	3.107429336	3	male	11.50374309
TRINITY_DN84662_c0_g1_i1	3.10939161	3	male	2.198053231
TRINITY_DN122933_c2_g3_i2	3.109658277	3	male	4.83823634
TRINITY_DN122820_c0_g1_i1	3.110499587	3	male	0.240235254
TRINITY_DN121900_c0_g1_i2	3.113167877	3	male	3.02120219
TRINITY_DN119009_c0_g2_i2	3.113519632	3	male	-0.108879985
TRINITY_DN118214_c0_g1_i3	3.113813737	3	male	4.631365262
TRINITY_DN133801_c3_g2_i3	3.115849683	3	male	3.386060699
TRINITY_DN124669_c1_g1_i2	3.118140258	3	male	3.323436959
TRINITY_DN120815_c0_g3_i1	3.121537974	3	male	-1.381399768
TRINITY_DN58501_c0_g2_i1	3.122596061	3	male	3.263439835
TRINITY_DN121034_c0_g1_i1	3.123666766	3	male	0.570428438
TRINITY_DN128633_c6_g7_i2	3.123748036	3	male	3.686735717
TRINITY_DN130770_c0_g1_i2	3.126664439	3	male	3.735954846
TRINITY_DN124538_c1_g1_i1	3.127894293	3	male	-0.419739863
TRINITY_DN126289_c6_g2_i1	3.129389865	3	male	4.600026458
TRINITY_DN105042_c1_g1_i2	3.129714307	3	male	2.235424857
TRINITY_DN126568_c3_g1_i3	3.129861411	3	male	1.031794241
TRINITY_DN130886_c1_g3_i1	3.132272824	3	male	0.82787662
TRINITY_DN131334_c0_g1_i1	3.132759889	3	male	-0.186784265
TRINITY_DN132573_c0_g1_i1	3.1328742	3	male	5.67820408
TRINITY_DN45270_c0_g1_i1	3.134151942	3	male	2.044594054
TRINITY_DN130416_c1_g1_i1	3.134359611	3	male	4.581286736
TRINITY_DN128151_c3_g2_i2	3.137961996	3	male	1.223355751
TRINITY_DN130263_c5_g1_i4	3.141321028	3	male	1.696246279
TRINITY_DN129307_c0_g4_i4	3.142291521	3	male	2.606227593
TRINITY_DN127999_c10_g6_i2	3.142574982	3	male	2.687979065
TRINITY_DN96032_c0_g1_i2	3.142745921	3	male	5.074626198
TRINITY_DN130304_c0_g1_i4	3.143234056	3	male	4.107704848
TRINITY_DN112610_c0_g1_i2	3.145058719	3	male	2.744252844
TRINITY_DN134015_c4_g1_i2	3.146017938	3	male	1.626246801
TRINITY_DN121590_c2_g1_i3	3.147226874	3	male	0.700613541
TRINITY_DN132155_c0_g1_i10	3.148273915	3	male	2.998061117
TRINITY_DN116744_c0_g1_i1	3.148665993	3	male	0.491241516
TRINITY_DN129020_c1_g4_i2	3.150848562	3	male	4.188761338
TRINITY_DN129803_c2_g2_i1	3.150998472	3	male	0.527194692
TRINITY_DN117247_c0_g1_i1	3.151321347	3	male	6.798207627
TRINITY_DN111611_c0_g1_i1	3.154932098	3	male	5.552300257
TRINITY_DN126849_c4_g1_i2	3.157839089	3	male	4.958363331
TRINITY_DN122528_c0_g2_i1	3.158192886	3	male	3.358136683
TRINITY_DN99771_c0_g1_i1	3.158943821	3	male	-0.249576362
TRINITY_DN107915_c0_g2_i1	3.160832113	3	male	6.260240227
TRINITY_DN132795_c0_g1_i1	3.161685713	3	male	0.86674711
TRINITY_DN133657_c2_g6_i2	3.162085774	3	male	4.865849836
TRINITY_DN128698_c0_g2_i2	3.162411884	3	male	1.382697552
TRINITY_DN133015_c7_g1_i1	3.165154475	3	male	3.706336375
TRINITY_DN135575_c7_g6_i17	3.165738895	3	male	3.179253589
TRINITY_DN122760_c0_g2_i1	3.166364878	3	male	3.591711694
TRINITY_DN130386_c0_g1_i2	3.166585455	3	male	1.888102969
TRINITY_DN134468_c2_g4_i3	3.16850388	3	male	2.177136308
TRINITY_DN124771_c1_g6_i6	3.169894726	3	male	-0.485018272
TRINITY_DN132851_c2_g2_i1	3.170405813	3	male	2.120304522
TRINITY_DN130649_c0_g2_i4	3.170879096	3	male	1.303150282
TRINITY_DN125620_c7_g1_i1	3.17218098	3	male	1.57868224
TRINITY_DN118342_c0_g1_i1	3.174759494	3	male	3.261867925
TRINITY_DN107988_c0_g2_i2	3.175214878	3	male	1.288795495
TRINITY_DN127462_c4_g2_i1	3.179014865	3	male	0.815582832
TRINITY_DN123544_c6_g1_i1	3.180268234	3	male	1.847567613
TRINITY_DN136565_c2_g1_i2	3.181875972	3	male	5.814450052
TRINITY_DN134068_c1_g3_i1	3.182589717	3	male	3.374747849
TRINITY_DN134301_c2_g10_i2	3.183680307	3	male	3.205140284
TRINITY_DN17879_c0_g1_i1	3.184508914	3	male	6.447673027
TRINITY_DN130176_c5_g1_i2	3.184732715	3	male	0.524726731
TRINITY_DN128506_c1_g1_i7	3.184789738	3	male	1.848756705
TRINITY_DN116261_c1_g1_i2	3.187026006	3	male	5.25831703
TRINITY_DN133711_c3_g1_i3	3.189629699	3	male	2.711772895
TRINITY_DN126116_c3_g2_i2	3.190526591	3	male	2.230532487
TRINITY_DN127888_c0_g2_i1	3.192202084	3	male	-0.619570069
TRINITY_DN134600_c6_g3_i2	3.192219201	3	male	1.362573584
TRINITY_DN119918_c0_g5_i2	3.19241155	3	male	-0.522446383
TRINITY_DN124988_c3_g3_i4	3.19350645	3	male	5.72532429
TRINITY_DN118645_c0_g2_i1	3.196427437	3	male	-1.527405753
TRINITY_DN130816_c2_g1_i1	3.197133541	3	male	1.227938674
TRINITY_DN126546_c1_g1_i1	3.197416357	3	male	1.252158836
TRINITY_DN101232_c0_g1_i1	3.198190205	3	male	0.84387822
TRINITY_DN135873_c0_g1_i3	3.198352642	3	male	-0.562160812
TRINITY_DN134329_c0_g2_i2	3.198999536	3	male	-1.047379236
TRINITY_DN128463_c1_g1_i1	3.19972687	3	male	1.917556844
TRINITY_DN121884_c0_g2_i1	3.203082174	3	male	-0.591432368
TRINITY_DN132388_c0_g3_i1	3.20356835	3	male	5.148900037
TRINITY_DN136228_c5_g1_i1	3.204481601	3	male	2.291527022
TRINITY_DN127874_c4_g3_i1	3.205955366	3	male	1.910742205
TRINITY_DN131736_c1_g1_i1	3.206519735	3	male	3.331870067
TRINITY_DN124298_c0_g1_i2	3.207877343	3	male	2.198243109
TRINITY_DN120511_c0_g1_i3	3.209163519	3	male	-0.088940919
TRINITY_DN110995_c0_g1_i1	3.209692609	3	male	7.428070905
TRINITY_DN118660_c0_g1_i1	3.209751974	3	male	-0.16368003
TRINITY_DN110214_c0_g1_i3	3.210660774	3	male	0.190215095
TRINITY_DN152895_c0_g1_i1	3.211070766	3	male	2.619257798
TRINITY_DN120824_c0_g2_i4	3.211743895	3	male	4.475230845
TRINITY_DN131648_c1_g2_i1	3.211943595	3	male	3.352670946
TRINITY_DN134671_c0_g1_i1	3.215370195	3	male	5.336427485
TRINITY_DN132906_c0_g4_i8	3.21585599	3	male	5.559510643
TRINITY_DN134881_c2_g3_i1	3.216434896	3	male	6.622852838
TRINITY_DN123125_c7_g2_i1	3.218133935	3	male	NA
TRINITY_DN118829_c0_g1_i1	3.219604206	3	male	1.681580755
TRINITY_DN118236_c0_g2_i2	3.220812135	3	male	4.325741723
TRINITY_DN125663_c8_g1_i4	3.221104504	3	male	-0.711471436
TRINITY_DN129699_c2_g6_i1	3.222545824	3	male	5.69325625
TRINITY_DN127300_c8_g3_i1	3.223013071	3	male	2.855284067
TRINITY_DN130125_c1_g1_i1	3.22501348	3	male	2.662805141
TRINITY_DN113806_c0_g1_i5	3.225547232	3	male	0.267805236
TRINITY_DN127554_c1_g1_i1	3.226819664	3	male	5.156564285
TRINITY_DN125616_c0_g1_i5	3.227163888	3	male	2.685162231
TRINITY_DN109035_c0_g1_i1	3.227584308	3	male	3.121068734
TRINITY_DN112280_c0_g1_i1	3.228014104	3	male	1.167641499
TRINITY_DN135561_c0_g3_i1	3.231065945	3	male	1.461617846
TRINITY_DN132148_c8_g5_i2	3.231321442	3	male	4.132395165
TRINITY_DN106368_c0_g2_i1	3.231381906	3	male	1.866739669
TRINITY_DN129192_c0_g3_i1	3.232094886	3	male	2.582606043
TRINITY_DN114114_c0_g1_i1	3.23227071	3	male	1.48429137
TRINITY_DN127248_c0_g2_i2	3.232351737	3	male	4.280058118
TRINITY_DN132620_c1_g2_i1	3.232394096	3	male	-0.056038043
TRINITY_DN122080_c1_g1_i1	3.233553985	3	male	1.998494022
TRINITY_DN132202_c1_g1_i1	3.234594738	3	male	1.72197778
TRINITY_DN120905_c0_g1_i1	3.23460985	3	male	6.158488088
TRINITY_DN119831_c1_g1_i3	3.235270534	3	male	1.698255073
TRINITY_DN118731_c3_g2_i1	3.236589973	3	male	5.607514539
TRINITY_DN121835_c0_g1_i2	3.237229685	3	male	3.85109406
TRINITY_DN128381_c1_g4_i1	3.237445925	3	male	2.547152974
TRINITY_DN136464_c5_g1_i2	3.238027143	3	male	2.637373456
TRINITY_DN112760_c0_g2_i1	3.240385454	3	male	2.268048926
TRINITY_DN82692_c0_g1_i1	3.242413497	3	male	1.759505347
TRINITY_DN117634_c2_g2_i1	3.242852758	3	male	3.337836593
TRINITY_DN126546_c1_g3_i1	3.245251205	3	male	1.187282862
TRINITY_DN124623_c3_g1_i1	3.245882066	3	male	5.843218277
TRINITY_DN119012_c0_g1_i4	3.247240148	3	male	5.547246982
TRINITY_DN124300_c5_g6_i2	3.248708953	3	male	1.596414083
TRINITY_DN134898_c1_g8_i1	3.249956783	3	male	1.950418703
TRINITY_DN127002_c4_g2_i2	3.252081873	3	male	2.479795853
TRINITY_DN132397_c1_g4_i1	3.253637585	3	male	2.345340537
TRINITY_DN131579_c0_g4_i6	3.256500959	3	male	1.289308268
TRINITY_DN133691_c3_g1_i1	3.256544352	3	male	1.921999939
TRINITY_DN118280_c0_g1_i2	3.257074888	3	male	0.391707963
TRINITY_DN92858_c0_g1_i4	3.258308773	3	male	0.739298245
TRINITY_DN126951_c3_g7_i2	3.263257523	3	male	3.800725254
TRINITY_DN132258_c2_g3_i1	3.265093572	3	male	-0.410566314
TRINITY_DN133268_c0_g2_i1	3.265812505	3	male	NA
TRINITY_DN133586_c6_g4_i1	3.266586078	3	male	1.091178631
TRINITY_DN114709_c0_g1_i1	3.266709141	3	male	2.329758951
TRINITY_DN133482_c7_g1_i3	3.270475953	3	male	1.866714423
TRINITY_DN119556_c0_g17_i1	3.270860838	3	male	NA
TRINITY_DN121784_c0_g5_i1	3.27117022	3	male	1.463527401
TRINITY_DN131648_c1_g1_i5	3.275754656	3	male	3.217542885
TRINITY_DN121133_c0_g2_i1	3.276046693	3	male	0.814532995
TRINITY_DN118765_c0_g2_i2	3.277696144	3	male	-0.445942998
TRINITY_DN128144_c3_g1_i5	3.27903538	3	male	2.631808674
TRINITY_DN133831_c1_g2_i1	3.282250783	3	male	2.99093139
TRINITY_DN149060_c0_g1_i1	3.285138825	3	male	4.887156967
TRINITY_DN124050_c0_g2_i1	3.28665218	3	male	4.860876544
TRINITY_DN131588_c1_g1_i6	3.286910126	3	male	1.950072852
TRINITY_DN131465_c3_g1_i3	3.287136029	3	male	0.923503423
TRINITY_DN114694_c0_g2_i3	3.289375527	3	male	6.272052584
TRINITY_DN130366_c0_g1_i14	3.290463926	3	male	3.662471561
TRINITY_DN129555_c1_g1_i6	3.292260003	3	male	-0.723241129
TRINITY_DN125689_c2_g1_i1	3.294393311	3	male	2.232090997
TRINITY_DN107811_c0_g1_i1	3.295190091	3	male	2.473413482
TRINITY_DN108997_c0_g1_i1	3.295472325	3	male	6.062922577
TRINITY_DN111029_c0_g1_i3	3.296258655	3	male	5.315976922
TRINITY_DN131617_c1_g1_i1	3.297422678	3	male	3.715242981
TRINITY_DN130566_c10_g1_i2	3.299273233	3	male	2.04951506
TRINITY_DN122487_c1_g1_i6	3.301397268	3	male	3.349049163
TRINITY_DN110989_c1_g2_i1	3.302873941	3	male	0.685372843
TRINITY_DN121248_c0_g1_i1	3.303210516	3	male	0.255125112
TRINITY_DN121674_c1_g2_i1	3.304627324	3	male	0.590681884
TRINITY_DN133400_c0_g2_i3	3.306092125	3	male	3.149337586
TRINITY_DN134478_c6_g1_i2	3.309030259	3	male	0.012679259
TRINITY_DN120211_c4_g4_i7	3.316988436	3	male	1.889144015
TRINITY_DN135623_c1_g2_i3	3.317098289	3	male	3.385785255
TRINITY_DN127838_c10_g4_i1	3.317539374	3	male	-1.408370012
TRINITY_DN127116_c0_g1_i6	3.319294182	3	male	0.952127898
TRINITY_DN131710_c5_g3_i6	3.319431003	3	male	3.402918044
TRINITY_DN136301_c4_g29_i1	3.324812921	3	male	2.622349022
TRINITY_DN130907_c0_g1_i1	3.326331942	3	male	1.142991664
TRINITY_DN135570_c0_g1_i1	3.326405752	3	male	2.127388742
TRINITY_DN123313_c0_g1_i1	3.327010626	3	male	1.878780437
TRINITY_DN121930_c2_g3_i1	3.327567911	3	male	3.558102706
TRINITY_DN128830_c0_g4_i4	3.329117422	3	male	2.236220323
TRINITY_DN115820_c0_g1_i1	3.32993504	3	male	3.497858513
TRINITY_DN117360_c0_g1_i1	3.331045685	3	male	3.106118065
TRINITY_DN209985_c0_g1_i1	3.331980486	3	male	1.12513999
TRINITY_DN129639_c7_g1_i1	3.333656839	3	male	2.050618261
TRINITY_DN120235_c0_g1_i5	3.336236916	3	male	1.851682017
TRINITY_DN115328_c0_g1_i1	3.337940682	3	male	2.058775009
TRINITY_DN120532_c1_g1_i1	3.339550189	3	male	1.073990241
TRINITY_DN124134_c0_g2_i1	3.340247466	3	male	1.283634057
TRINITY_DN134115_c0_g16_i2	3.340899874	3	male	3.851072968
TRINITY_DN128721_c2_g4_i1	3.341148177	3	male	3.418051197
TRINITY_DN180631_c0_g1_i1	3.344265338	3	male	-0.301713312
TRINITY_DN129053_c3_g5_i1	3.346169629	3	male	2.817877871
TRINITY_DN121167_c3_g4_i1	3.349446837	3	male	4.411896241
TRINITY_DN107632_c0_g1_i1	3.350296983	3	male	5.794078243
TRINITY_DN126620_c1_g6_i4	3.352160256	3	male	1.886930881
TRINITY_DN127877_c4_g3_i1	3.353030561	3	male	2.66868715
TRINITY_DN110454_c0_g6_i1	3.353760383	3	male	3.100065729
TRINITY_DN123558_c0_g1_i1	3.356538957	3	male	6.601361491
TRINITY_DN131136_c0_g1_i1	3.359990281	3	male	1.707037972
TRINITY_DN132761_c1_g1_i1	3.362244183	3	male	2.860907725
TRINITY_DN133503_c0_g2_i3	3.36425338	3	male	3.523899732
TRINITY_DN131692_c0_g2_i1	3.365880981	3	male	-1.768634489
TRINITY_DN130355_c6_g1_i2	3.366327524	3	male	2.652615963
TRINITY_DN133075_c0_g1_i1	3.369448011	3	male	1.655145241
TRINITY_DN120024_c0_g4_i1	3.371628732	3	male	NA
TRINITY_DN127896_c0_g1_i2	3.372058225	3	male	2.354857519
TRINITY_DN136418_c2_g3_i1	3.375395904	3	male	0.628180302
TRINITY_DN130429_c0_g1_i4	3.37550606	3	male	2.662544628
TRINITY_DN129684_c8_g1_i7	3.376535234	3	male	3.782381284
TRINITY_DN134554_c4_g2_i1	3.3780983	3	male	-0.19557401
TRINITY_DN126844_c0_g1_i1	3.383126383	3	male	-0.563514161
TRINITY_DN118888_c0_g1_i2	3.383198354	3	male	1.611068076
TRINITY_DN134045_c1_g7_i1	3.385391184	3	male	0.758821828
TRINITY_DN129698_c3_g1_i2	3.388577426	3	male	2.231764659
TRINITY_DN67257_c0_g2_i1	3.390834143	3	male	0.651487932
TRINITY_DN134900_c6_g3_i2	3.393219897	3	male	5.474303787
TRINITY_DN127599_c2_g3_i3	3.39783059	3	male	1.751858276
TRINITY_DN122610_c1_g2_i3	3.398634757	3	male	0.765737476
TRINITY_DN121291_c0_g1_i1	3.400556887	3	male	2.757778129
TRINITY_DN125640_c0_g1_i2	3.400716026	3	male	2.137861333
TRINITY_DN119963_c0_g1_i6	3.401353252	3	male	4.08159229
TRINITY_DN131167_c2_g4_i4	3.401375689	3	male	3.676716251
TRINITY_DN124416_c3_g1_i2	3.401434854	3	male	1.660883645
TRINITY_DN111786_c0_g1_i2	3.406824735	3	male	1.367423224
TRINITY_DN131535_c2_g1_i1	3.406828305	3	male	3.766038381
TRINITY_DN136445_c16_g1_i1	3.407519025	3	male	2.244002543
TRINITY_DN135631_c3_g2_i1	3.409157688	3	male	5.881466721
TRINITY_DN119977_c0_g2_i5	3.410303213	3	male	2.599655503
TRINITY_DN136295_c4_g1_i1	3.413274706	3	male	3.859759694
TRINITY_DN122039_c0_g3_i1	3.414034318	3	male	2.733637193
TRINITY_DN131428_c0_g1_i1	3.414819943	3	male	-1.60666716
TRINITY_DN103859_c0_g1_i1	3.415362294	3	male	5.255499643
TRINITY_DN131616_c1_g1_i4	3.415846134	3	male	1.020002814
TRINITY_DN133831_c1_g5_i1	3.416298317	3	male	2.78673664
TRINITY_DN128939_c0_g1_i2	3.418101277	3	male	1.702672106
TRINITY_DN135397_c0_g3_i2	3.418162869	3	male	1.481168368
TRINITY_DN135587_c1_g2_i3	3.418828907	3	male	-0.764060363
TRINITY_DN126007_c1_g2_i2	3.421465098	3	male	0.869103463
TRINITY_DN135153_c3_g2_i4	3.421481117	3	male	0.649920751
TRINITY_DN136384_c2_g2_i1	3.423216833	3	male	2.088654129
TRINITY_DN123611_c3_g4_i1	3.423352314	3	male	1.45348254
TRINITY_DN128508_c5_g1_i2	3.424547084	3	male	0.116905217
TRINITY_DN134753_c4_g2_i1	3.427922616	3	male	2.227618775
TRINITY_DN127338_c2_g2_i3	3.428985227	3	male	3.367947291
TRINITY_DN121979_c0_g4_i2	3.429668403	3	male	0.390340925
TRINITY_DN124623_c3_g3_i1	3.433396055	3	male	6.579691243
TRINITY_DN121167_c3_g1_i1	3.433458299	3	male	3.099242473
TRINITY_DN120322_c1_g1_i3	3.434760211	3	male	2.899293075
TRINITY_DN133169_c6_g7_i5	3.43530898	3	male	4.580573384
TRINITY_DN128774_c0_g1_i1	3.437295169	3	male	1.541215703
TRINITY_DN133594_c1_g2_i3	3.437407663	3	male	1.011569805
TRINITY_DN127647_c0_g1_i3	3.439485947	3	male	9.498350569
TRINITY_DN128732_c0_g2_i2	3.441984812	3	male	-0.403617233
TRINITY_DN116053_c0_g1_i1	3.44286711	3	male	2.707420039
TRINITY_DN113644_c0_g1_i2	3.445666069	3	male	4.451654958
TRINITY_DN116801_c0_g1_i1	3.446024585	3	male	2.627197345
TRINITY_DN126428_c0_g1_i1	3.44778226	3	male	1.538825935
TRINITY_DN112847_c0_g1_i1	3.451741312	3	male	2.712374799
TRINITY_DN115882_c0_g1_i1	3.45182338	3	male	3.918963855
TRINITY_DN112930_c0_g1_i1	3.453065008	3	male	1.61560173
TRINITY_DN94735_c0_g3_i1	3.453159492	3	male	1.566895909
TRINITY_DN124274_c0_g1_i4	3.45490605	3	male	0.48554948
TRINITY_DN129003_c7_g1_i1	3.454970979	3	male	1.460438701
TRINITY_DN133314_c5_g2_i2	3.456406806	3	male	3.702489427
TRINITY_DN126373_c1_g2_i3	3.456571371	3	male	3.72713752
TRINITY_DN118819_c0_g1_i1	3.456595885	3	male	9.534804141
TRINITY_DN110737_c0_g1_i1	3.456639774	3	male	-0.214146548
TRINITY_DN126268_c0_g1_i2	3.457236007	3	male	4.428384241
TRINITY_DN135913_c2_g3_i1	3.457254852	3	male	1.936906619
TRINITY_DN140595_c0_g1_i1	3.457570587	3	male	4.57020141
TRINITY_DN127099_c0_g1_i1	3.457571111	3	male	0.497010609
TRINITY_DN117772_c0_g1_i1	3.457636341	3	male	0.763643722
TRINITY_DN135621_c9_g1_i1	3.459154546	3	male	7.019179788
TRINITY_DN130576_c1_g7_i1	3.459200247	3	male	4.367839764
TRINITY_DN123289_c1_g3_i2	3.460429655	3	male	3.623946939
TRINITY_DN132812_c3_g2_i1	3.460678265	3	male	1.477960815
TRINITY_DN130527_c4_g4_i1	3.460904333	3	male	3.171015624
TRINITY_DN133428_c0_g1_i2	3.461665922	3	male	4.991645135
TRINITY_DN106709_c0_g4_i1	3.462145597	3	male	0.476602896
TRINITY_DN115472_c0_g1_i9	3.462896175	3	male	5.411106639
TRINITY_DN126872_c0_g1_i1	3.46297052	3	male	3.725430787
TRINITY_DN128831_c2_g3_i5	3.463982915	3	male	2.440962457
TRINITY_DN126413_c5_g15_i1	3.466294614	3	male	0.520689703
TRINITY_DN132067_c0_g1_i6	3.467794495	3	male	4.684988263
TRINITY_DN132855_c1_g3_i4	3.468454514	3	male	2.044422718
TRINITY_DN114824_c0_g1_i2	3.469339822	3	male	5.903057021
TRINITY_DN136458_c4_g3_i1	3.470538525	3	male	2.597552515
TRINITY_DN133390_c2_g3_i1	3.47365732	3	male	2.065135935
TRINITY_DN134689_c2_g1_i2	3.475555086	3	male	2.592242272
TRINITY_DN130203_c1_g2_i1	3.478001002	3	male	2.082780845
TRINITY_DN130354_c0_g1_i2	3.478816722	3	male	1.010521918
TRINITY_DN106897_c0_g1_i6	3.480520943	3	male	2.235035539
TRINITY_DN122754_c2_g7_i1	3.480582729	3	male	2.640493091
TRINITY_DN130323_c2_g1_i2	3.481460852	3	male	-0.624367894
TRINITY_DN132342_c0_g1_i4	3.481771702	3	male	4.270834967
TRINITY_DN128676_c0_g1_i5	3.481862775	3	male	5.187326595
TRINITY_DN134462_c0_g1_i2	3.481896906	3	male	-0.431014922
TRINITY_DN122960_c4_g4_i2	3.482958031	3	male	3.309532462
TRINITY_DN120303_c0_g4_i1	3.484382061	3	male	1.349354794
TRINITY_DN136434_c0_g2_i1	3.489028022	3	male	4.719087601
TRINITY_DN133203_c1_g5_i7	3.491226633	3	male	-1.32080948
TRINITY_DN129162_c5_g1_i2	3.49157231	3	male	7.014624902
TRINITY_DN101728_c0_g2_i1	3.495145334	3	male	2.291532123
TRINITY_DN135607_c6_g1_i1	3.500813795	3	male	2.698893343
TRINITY_DN116443_c0_g2_i3	3.501526882	3	male	1.246143013
TRINITY_DN124589_c1_g2_i1	3.501944604	3	male	2.952504108
TRINITY_DN133790_c10_g2_i2	3.502311025	3	male	2.285429246
TRINITY_DN121557_c0_g2_i1	3.503064516	3	male	1.268294064
TRINITY_DN127605_c5_g3_i1	3.503492507	3	male	3.056349816
TRINITY_DN132129_c0_g1_i2	3.505104029	3	male	5.930618213
TRINITY_DN129422_c6_g1_i2	3.506565264	3	male	6.281138077
TRINITY_DN126421_c3_g1_i2	3.508445049	3	male	6.12365084
TRINITY_DN134143_c0_g1_i1	3.517346885	3	male	1.498912147
TRINITY_DN133773_c6_g2_i1	3.520069924	3	male	1.807203751
TRINITY_DN135127_c9_g2_i1	3.520772494	3	male	2.703194253
TRINITY_DN121092_c0_g1_i2	3.523870192	3	male	4.601306642
TRINITY_DN129196_c5_g2_i2	3.524651982	3	male	1.486530557
TRINITY_DN133671_c0_g4_i1	3.526220945	3	male	3.508354321
TRINITY_DN120194_c1_g4_i1	3.526415274	3	male	NA
TRINITY_DN128382_c1_g1_i5	3.528551551	3	male	2.321970908
TRINITY_DN124815_c0_g1_i1	3.529045427	3	male	0.140178145
TRINITY_DN130030_c4_g1_i1	3.532574387	3	male	4.66492627
TRINITY_DN130180_c1_g1_i1	3.533572632	3	male	0.770151115
TRINITY_DN128130_c4_g11_i1	3.533813863	3	male	1.29184728
TRINITY_DN128729_c0_g1_i8	3.540923986	3	male	5.119295693
TRINITY_DN126246_c1_g4_i2	3.541049981	3	male	4.106523065
TRINITY_DN116821_c0_g1_i1	3.541178109	3	male	1.856754845
TRINITY_DN135223_c2_g3_i2	3.5425998	3	male	4.658851709
TRINITY_DN128627_c0_g1_i1	3.548208634	3	male	7.737809593
TRINITY_DN132545_c1_g2_i2	3.54928693	3	male	4.383264833
TRINITY_DN108303_c0_g1_i1	3.552918694	3	male	1.817034729
TRINITY_DN118992_c0_g1_i1	3.554254191	3	male	1.032990322
TRINITY_DN132340_c2_g2_i1	3.555148711	3	male	4.686192196
TRINITY_DN114644_c0_g2_i1	3.55641078	3	male	0.292743356
TRINITY_DN110725_c0_g1_i3	3.556517579	3	male	3.116744299
TRINITY_DN133479_c0_g2_i4	3.556628217	3	male	3.766440277
TRINITY_DN91583_c0_g1_i2	3.556698466	3	male	2.894639407
TRINITY_DN129970_c1_g4_i1	3.557074734	3	male	1.804011594
TRINITY_DN70496_c1_g1_i1	3.557890102	3	male	2.632715614
TRINITY_DN122003_c2_g1_i5	3.559149062	3	male	2.111452866
TRINITY_DN85339_c0_g1_i1	3.559783419	3	male	NA
TRINITY_DN131273_c1_g2_i1	3.563812983	3	male	2.310057911
TRINITY_DN126962_c0_g4_i3	3.563924471	3	male	2.617323168
TRINITY_DN126962_c0_g5_i1	3.564319809	3	male	2.768926605
TRINITY_DN131088_c0_g1_i1	3.567085698	3	male	0.42572746
TRINITY_DN104721_c0_g1_i1	3.569384035	3	male	-1.485729426
TRINITY_DN132107_c1_g1_i2	3.574688324	3	male	2.16987063
TRINITY_DN131082_c0_g2_i1	3.574743754	3	male	5.5785648
TRINITY_DN117032_c0_g1_i4	3.578572154	3	male	1.778860815
TRINITY_DN115419_c0_g1_i1	3.57884092	3	male	1.638960743
TRINITY_DN125356_c0_g1_i1	3.578894796	3	male	0.922068813
TRINITY_DN135223_c2_g4_i1	3.583830857	3	male	4.592118041
TRINITY_DN132521_c2_g3_i2	3.585860857	3	male	3.505293246
TRINITY_DN123353_c0_g2_i3	3.586390432	3	male	2.884029848
TRINITY_DN111840_c0_g1_i1	3.586519319	3	male	1.468622554
TRINITY_DN123507_c1_g1_i3	3.587088368	3	male	3.616754649
TRINITY_DN134496_c7_g3_i3	3.591317441	3	male	0.422036354
TRINITY_DN126959_c1_g1_i2	3.593013396	3	male	4.176490625
TRINITY_DN135072_c3_g6_i1	3.597238047	3	male	1.856894308
TRINITY_DN134566_c3_g2_i5	3.59758901	3	male	2.962668347
TRINITY_DN134589_c1_g1_i1	3.599106665	3	male	1.31804289
TRINITY_DN115612_c0_g2_i2	3.605194596	3	male	1.085462666
TRINITY_DN135078_c4_g6_i2	3.606478055	3	male	6.17875657
TRINITY_DN124266_c1_g1_i2	3.609781764	3	male	2.458175106
TRINITY_DN127599_c2_g2_i1	3.610782756	3	male	1.118952928
TRINITY_DN125128_c1_g1_i1	3.611032312	3	male	0.23301051
TRINITY_DN126738_c1_g7_i3	3.614052366	3	male	3.546803844
TRINITY_DN125661_c1_g1_i1	3.617245786	3	male	1.351613739
TRINITY_DN116980_c0_g2_i1	3.618113996	3	male	2.176103633
TRINITY_DN124895_c1_g2_i1	3.621184811	3	male	-1.220236993
TRINITY_DN132645_c9_g8_i1	3.622984236	3	male	4.29669373
TRINITY_DN116841_c0_g2_i3	3.627938903	3	male	0.656559172
TRINITY_DN132095_c9_g5_i2	3.629237054	3	male	4.946183064
TRINITY_DN124793_c10_g1_i1	3.630239928	3	male	4.523601284
TRINITY_DN117012_c0_g1_i1	3.630923989	3	male	1.372646057
TRINITY_DN130923_c0_g1_i5	3.631429154	3	male	3.797143767
TRINITY_DN117028_c0_g1_i2	3.632289054	3	male	-0.339245443
TRINITY_DN126997_c3_g6_i1	3.632805365	3	male	2.556542275
TRINITY_DN132602_c3_g2_i2	3.634054763	3	male	2.174292798
TRINITY_DN130163_c0_g2_i2	3.634133229	3	male	4.66229777
TRINITY_DN127367_c2_g1_i1	3.638457736	3	male	6.410757887
TRINITY_DN121762_c0_g1_i2	3.641682293	3	male	6.341774525
TRINITY_DN26732_c0_g2_i1	3.645029626	3	male	2.648687495
