gid	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY
TRINITY_DN129665_c2_g2_i2	-1.859132775	1	female	2.479019814
TRINITY_DN111616_c0_g1_i1	-1.858886496	1	female	3.184198195
TRINITY_DN132249_c0_g1_i2	-1.858733977	1	female	0.81921762
TRINITY_DN128457_c4_g4_i1	-1.858452017	1	female	NA
TRINITY_DN130138_c1_g1_i1	-1.857827637	1	female	2.540926894
TRINITY_DN125925_c5_g1_i1	-1.85760481	1	female	NA
TRINITY_DN124640_c0_g1_i1	-1.857384665	1	female	1.119069729
TRINITY_DN134848_c4_g4_i8	-1.857340254	1	female	0.987057487
TRINITY_DN131452_c2_g10_i1	-1.857170534	1	female	NA
TRINITY_DN134306_c7_g2_i3	-1.857144298	1	female	5.170039938
TRINITY_DN129483_c3_g2_i2	-1.854735842	1	female	-2.044588781
TRINITY_DN125443_c1_g1_i4	-1.854676407	1	female	4.33544574
TRINITY_DN130925_c4_g2_i2	-1.854412029	1	female	3.84681272
TRINITY_DN136157_c1_g2_i1	-1.854172814	1	female	3.273898539
TRINITY_DN127937_c0_g1_i4	-1.853663055	1	female	1.310744173
TRINITY_DN125515_c1_g3_i2	-1.852756986	1	female	3.192962718
TRINITY_DN129915_c0_g1_i8	-1.852612652	1	female	5.259434392
TRINITY_DN132619_c0_g2_i2	-1.852252047	1	female	2.054343367
TRINITY_DN87944_c0_g1_i1	-1.852093501	1	female	-0.967649235
TRINITY_DN128286_c3_g2_i3	-1.851977494	1	female	0.890678908
TRINITY_DN127605_c4_g3_i1	-1.851488118	1	female	4.902857732
TRINITY_DN133361_c0_g9_i1	-1.851409058	1	female	NA
TRINITY_DN105886_c0_g1_i2	-1.851407342	1	female	4.708205841
TRINITY_DN127625_c1_g1_i3	-1.851296004	1	female	3.093233622
TRINITY_DN122469_c0_g1_i1	-1.851145267	1	female	3.775984111
TRINITY_DN129474_c1_g1_i2	-1.850877285	1	female	1.593159089
TRINITY_DN133173_c0_g1_i1	-1.85065158	1	female	3.80825077
TRINITY_DN130074_c1_g1_i3	-1.850401127	1	female	3.375896414
TRINITY_DN120636_c0_g8_i1	-1.849224941	1	female	4.301996069
TRINITY_DN131885_c2_g7_i1	-1.8491407	1	female	2.171886659
TRINITY_DN111898_c0_g1_i2	-1.848760145	1	female	1.408900747
TRINITY_DN125116_c1_g1_i12	-1.848693209	1	female	1.470448539
TRINITY_DN126910_c4_g1_i1	-1.848251484	1	female	4.231839354
TRINITY_DN133668_c2_g1_i1	-1.847414526	1	female	-0.173823473
TRINITY_DN119778_c1_g2_i2	-1.846499192	1	female	2.683416629
TRINITY_DN121678_c0_g2_i4	-1.846115037	1	female	4.508990191
TRINITY_DN122144_c0_g1_i1	-1.84553974	1	female	NA
TRINITY_DN127238_c0_g1_i2	-1.845345037	1	female	3.764603397
TRINITY_DN124205_c0_g1_i1	-1.845224377	1	female	-0.571709156
TRINITY_DN122436_c6_g1_i1	-1.844751284	1	female	2.623574409
TRINITY_DN133181_c6_g2_i1	-1.844729812	1	female	1.403955042
TRINITY_DN136381_c0_g3_i4	-1.84470849	1	female	3.046683772
TRINITY_DN129299_c4_g4_i8	-1.844108309	1	female	2.057499781
TRINITY_DN110993_c0_g1_i2	-1.844071226	1	female	3.428511747
TRINITY_DN133199_c6_g2_i1	-1.844031467	1	female	0.684315711
TRINITY_DN127748_c1_g2_i1	-1.842974254	1	female	NA
TRINITY_DN121726_c0_g1_i1	-1.842816343	1	female	4.077261288
TRINITY_DN117602_c0_g4_i1	-1.842620331	1	female	1.528250355
TRINITY_DN123602_c3_g8_i2	-1.84257715	1	female	2.790244316
TRINITY_DN132986_c0_g3_i10	-1.842547414	1	female	1.053674991
TRINITY_DN131826_c4_g2_i1	-1.841289768	1	female	1.93013147
TRINITY_DN116737_c1_g1_i2	-1.841146998	1	female	3.349426006
TRINITY_DN112559_c0_g1_i1	-1.841057921	1	female	2.535851659
TRINITY_DN100399_c0_g2_i1	-1.840518003	1	female	0.109647625
TRINITY_DN118561_c1_g1_i1	-1.84011077	1	female	0.423988797
TRINITY_DN132690_c3_g2_i1	-1.839612515	1	female	-1.237310629
TRINITY_DN111328_c0_g1_i1	-1.8392269	1	female	NA
TRINITY_DN118809_c0_g2_i1	-1.838196099	1	female	-0.715356236
TRINITY_DN124461_c1_g1_i1	-1.838105373	1	female	0.160603039
TRINITY_DN68190_c0_g1_i1	-1.837960323	1	female	4.051766586
TRINITY_DN134432_c1_g1_i2	-1.836153924	1	female	0.453458484
TRINITY_DN132253_c2_g18_i1	-1.835724132	1	female	3.89700452
TRINITY_DN125588_c0_g1_i3	-1.835466436	1	female	-1.466648768
TRINITY_DN130076_c0_g1_i1	-1.835138651	1	female	0.346197658
TRINITY_DN118346_c0_g2_i1	-1.835055017	1	female	1.253217594
TRINITY_DN132165_c0_g3_i4	-1.834993442	1	female	-1.90999356
TRINITY_DN120167_c0_g3_i1	-1.834815343	1	female	1.626419519
TRINITY_DN135593_c1_g1_i2	-1.834422156	1	female	3.188585744
TRINITY_DN116290_c0_g1_i1	-1.834298898	1	female	4.573135371
TRINITY_DN121176_c0_g1_i3	-1.834298442	1	female	-0.214010515
TRINITY_DN122308_c0_g2_i4	-1.834117529	1	female	3.34254152
TRINITY_DN124427_c8_g1_i1	-1.834068881	1	female	3.583841588
TRINITY_DN167771_c0_g1_i1	-1.834020879	1	female	1.20882202
TRINITY_DN134848_c3_g2_i2	-1.833797842	1	female	2.844885257
TRINITY_DN123115_c0_g1_i2	-1.833704295	1	female	5.04057053
TRINITY_DN122686_c1_g1_i1	-1.832435405	1	female	2.510458429
TRINITY_DN130168_c1_g3_i2	-1.832260912	1	female	2.994009272
TRINITY_DN125387_c0_g1_i1	-1.83203302	1	female	NA
TRINITY_DN109275_c0_g1_i1	-1.831547701	1	female	4.958702447
TRINITY_DN130414_c0_g2_i1	-1.830334205	1	female	-1.076591738
TRINITY_DN128503_c0_g1_i2	-1.830297286	1	female	2.68518246
TRINITY_DN15959_c0_g1_i1	-1.830275449	1	female	-0.982503296
TRINITY_DN135058_c4_g10_i1	-1.829893207	1	female	NA
TRINITY_DN122990_c0_g1_i2	-1.828520018	1	female	2.178178847
TRINITY_DN124862_c1_g2_i1	-1.828396269	1	female	2.295331738
TRINITY_DN119935_c0_g1_i3	-1.828277114	1	female	5.354244528
TRINITY_DN132657_c3_g12_i1	-1.82782061	1	female	1.143172345
TRINITY_DN79773_c0_g1_i1	-1.826978086	1	female	0.16947763
TRINITY_DN118139_c0_g1_i2	-1.826213973	1	female	6.797601932
TRINITY_DN106392_c0_g3_i1	-1.82579833	1	female	NA
TRINITY_DN123636_c0_g2_i1	-1.824887958	1	female	0.401834537
TRINITY_DN135417_c4_g4_i8	-1.82468858	1	female	4.650514179
TRINITY_DN135828_c4_g29_i1	-1.824134072	1	female	NA
TRINITY_DN116259_c2_g1_i1	-1.822606883	1	female	2.067474588
TRINITY_DN130460_c1_g3_i1	-1.821471525	1	female	3.985114034
TRINITY_DN120454_c1_g2_i1	-1.820422956	1	female	1.065948822
TRINITY_DN113760_c0_g3_i2	-1.819730925	1	female	2.034389312
TRINITY_DN130096_c4_g6_i2	-1.819401949	1	female	0.705208764
TRINITY_DN118226_c0_g1_i1	-1.818686886	1	female	2.272532571
TRINITY_DN126532_c1_g1_i2	-1.818012905	1	female	2.452280501
TRINITY_DN120394_c6_g1_i1	-1.817416144	1	female	2.584470036
TRINITY_DN125359_c1_g1_i1	-1.817338255	1	female	2.421161852
TRINITY_DN122136_c0_g1_i2	-1.81699543	1	female	1.028765355
TRINITY_DN127539_c4_g1_i1	-1.8167437	1	female	4.636373434
TRINITY_DN109975_c0_g1_i1	-1.816694685	1	female	2.989723461
TRINITY_DN129451_c0_g1_i2	-1.816272587	1	female	2.9294222
TRINITY_DN122768_c0_g1_i2	-1.815618394	1	female	3.180004122
TRINITY_DN126691_c0_g1_i1	-1.813541193	1	female	2.293600905
TRINITY_DN131492_c4_g1_i1	-1.812597513	1	female	2.03887694
TRINITY_DN110792_c0_g1_i2	-1.811610396	1	female	-1.356037942
TRINITY_DN127326_c0_g1_i3	-1.810907975	1	female	0.897591049
TRINITY_DN134345_c1_g1_i4	-1.80966202	1	female	2.22034595
TRINITY_DN126827_c0_g1_i1	-1.809648692	1	female	4.807858739
TRINITY_DN136477_c5_g1_i4	-1.809068208	1	female	3.761955237
TRINITY_DN123926_c0_g3_i1	-1.808065206	1	female	0.318343518
TRINITY_DN122677_c1_g1_i1	-1.807096531	1	female	0.023353093
TRINITY_DN126394_c1_g1_i1	-1.806810261	1	female	3.392063481
TRINITY_DN129218_c0_g1_i9	-1.806337549	1	female	4.144567642
TRINITY_DN126262_c3_g3_i1	-1.805991431	1	female	3.238034257
TRINITY_DN123486_c2_g3_i1	-1.804856299	1	female	2.913344453
TRINITY_DN115561_c0_g1_i1	-1.803726796	1	female	5.095966882
TRINITY_DN123492_c0_g1_i1	-1.803605881	1	female	-0.105698968
TRINITY_DN122628_c3_g3_i1	-1.80270474	1	female	3.374948007
TRINITY_DN110518_c0_g1_i1	-1.80234364	1	female	0.951632964
TRINITY_DN128057_c0_g1_i2	-1.801001047	1	female	2.812310178
TRINITY_DN132108_c9_g1_i1	-1.800601755	1	female	3.023636905
TRINITY_DN122120_c0_g1_i2	-1.799759059	1	female	NA
TRINITY_DN118635_c0_g1_i1	-1.799557387	1	female	5.500297865
TRINITY_DN130185_c1_g1_i1	-1.799459579	1	female	3.230614277
TRINITY_DN110265_c0_g1_i1	-1.798735098	1	female	5.406608931
TRINITY_DN125286_c0_g1_i8	-1.798002549	1	female	-1.439772853
TRINITY_DN125784_c0_g2_i4	-1.797996146	1	female	2.707479671
TRINITY_DN130732_c3_g1_i5	-1.797668894	1	female	3.607111745
TRINITY_DN126504_c5_g2_i2	-1.796671401	1	female	3.553843727
TRINITY_DN9985_c0_g1_i1	-1.795439092	1	female	1.952469275
TRINITY_DN126696_c2_g1_i1	-1.795382145	1	female	2.358202251
TRINITY_DN128742_c10_g2_i3	-1.794697454	1	female	2.77407051
TRINITY_DN129382_c0_g8_i1	-1.793777346	1	female	0.829986846
TRINITY_DN125474_c3_g2_i1	-1.793674222	1	female	-1.449865106
TRINITY_DN104838_c0_g1_i1	-1.792631462	1	female	-0.306043831
TRINITY_DN116680_c0_g3_i2	-1.791867209	1	female	1.99392053
TRINITY_DN129170_c3_g6_i2	-1.79154263	1	female	1.373331705
TRINITY_DN124970_c0_g1_i4	-1.790885867	1	female	3.351010621
TRINITY_DN125254_c0_g1_i1	-1.790411276	1	female	3.694718609
TRINITY_DN128639_c1_g2_i3	-1.789782817	1	female	2.598492877
TRINITY_DN127611_c0_g3_i1	-1.789253356	1	female	3.731166191
TRINITY_DN123489_c0_g1_i3	-1.788806945	1	female	1.810072958
TRINITY_DN122854_c0_g2_i7	-1.788226305	1	female	2.803511513
TRINITY_DN121683_c1_g1_i1	-1.788086567	1	female	0.195944921
TRINITY_DN103537_c0_g1_i1	-1.788085911	1	female	3.359770592
TRINITY_DN128504_c0_g1_i2	-1.787867137	1	female	2.679212865
TRINITY_DN129220_c0_g1_i2	-1.787686014	1	female	2.414338875
TRINITY_DN133600_c3_g1_i4	-1.787376708	1	female	1.55472502
TRINITY_DN122749_c0_g1_i3	-1.787026626	1	female	4.901837503
TRINITY_DN88515_c0_g4_i1	-1.786881301	1	female	-1.367764019
TRINITY_DN2374_c0_g2_i1	-1.786318071	1	female	1.959371086
TRINITY_DN130112_c8_g1_i3	-1.786282953	1	female	3.756734581
TRINITY_DN118839_c0_g1_i1	-1.786272687	1	female	5.605919732
TRINITY_DN112303_c0_g2_i1	-1.785100765	1	female	0.807110674
TRINITY_DN118862_c0_g1_i1	-1.784734961	1	female	3.285464924
TRINITY_DN112467_c0_g1_i1	-1.784225428	1	female	1.722496031
TRINITY_DN132074_c0_g2_i2	-1.784196729	1	female	1.826112619
TRINITY_DN136233_c7_g1_i1	-1.782565918	1	female	1.471876684
TRINITY_DN130789_c2_g1_i1	-1.782170133	1	female	4.834277282
TRINITY_DN126158_c0_g1_i1	-1.782159379	1	female	3.225184981
TRINITY_DN132522_c0_g2_i1	-1.782090543	1	female	1.669257531
TRINITY_DN110955_c0_g1_i1	-1.781578878	1	female	4.168319408
TRINITY_DN131163_c0_g1_i9	-1.780221667	1	female	3.570526876
TRINITY_DN136814_c0_g1_i1	-1.7797234	1	female	-0.565494926
TRINITY_DN126514_c1_g1_i1	-1.778779886	1	female	1.680076951
TRINITY_DN127028_c1_g1_i1	-1.777947092	1	female	2.558031849
TRINITY_DN122894_c0_g2_i1	-1.77766668	1	female	-0.395300431
TRINITY_DN106942_c0_g1_i1	-1.77674507	1	female	2.128898942
TRINITY_DN119517_c0_g1_i1	-1.776629575	1	female	2.487384581
TRINITY_DN131885_c2_g6_i1	-1.776237836	1	female	3.658386175
TRINITY_DN116312_c0_g1_i1	-1.775232863	1	female	4.728973814
TRINITY_DN125514_c5_g1_i6	-1.774389178	1	female	6.678316263
TRINITY_DN125566_c0_g1_i2	-1.774287486	1	female	3.549728307
TRINITY_DN135945_c5_g13_i1	-1.773281091	1	female	1.413987865
TRINITY_DN122436_c6_g2_i1	-1.773145905	1	female	-0.565172927
TRINITY_DN112943_c0_g1_i2	-1.772872414	1	female	3.633808102
TRINITY_DN133585_c15_g11_i1	-1.771373379	1	female	5.55683111
TRINITY_DN113341_c0_g1_i2	-1.771178999	1	female	5.559190528
TRINITY_DN92820_c0_g1_i1	-1.770879157	1	female	-0.019310587
TRINITY_DN118530_c0_g2_i5	-1.770625289	1	female	5.695586446
TRINITY_DN113903_c0_g1_i1	-1.769011087	1	female	0.313213844
TRINITY_DN121192_c0_g1_i1	-1.768563499	1	female	-0.928139716
TRINITY_DN121668_c0_g1_i1	-1.767990072	1	female	2.855325451
TRINITY_DN118389_c0_g1_i1	-1.767655128	1	female	4.197463335
TRINITY_DN126223_c0_g1_i1	-1.767642931	1	female	3.056771079
TRINITY_DN113911_c0_g2_i1	-1.767249842	1	female	3.962302211
TRINITY_DN129548_c6_g1_i2	-1.766814891	1	female	2.468861894
TRINITY_DN130703_c0_g1_i1	-1.766489564	1	female	3.298204859
TRINITY_DN128016_c2_g3_i2	-1.764820089	1	female	0.518150838
TRINITY_DN119760_c0_g1_i4	-1.763705099	1	female	3.794325875
TRINITY_DN117173_c0_g1_i1	-1.763642343	1	female	0.484100809
TRINITY_DN133682_c1_g1_i3	-1.763603349	1	female	4.875902197
TRINITY_DN98399_c0_g1_i1	-1.762774896	1	female	3.271166423
TRINITY_DN109292_c0_g1_i1	-1.762652624	1	female	-0.153354237
TRINITY_DN135849_c1_g1_i2	-1.762511518	1	female	1.315577445
TRINITY_DN109615_c0_g1_i1	-1.762510739	1	female	0.0235731
TRINITY_DN124855_c0_g3_i1	-1.762206366	1	female	3.600250244
TRINITY_DN132916_c1_g1_i2	-1.760997356	1	female	2.999507977
TRINITY_DN126594_c0_g1_i4	-1.760947289	1	female	3.569031075
TRINITY_DN122939_c2_g3_i10	-1.75931634	1	female	3.47725613
TRINITY_DN129577_c7_g3_i1	-1.758985417	1	female	1.49040078
TRINITY_DN123802_c0_g1_i3	-1.758950342	1	female	3.134426128
TRINITY_DN135811_c0_g1_i3	-1.758658597	1	female	1.644941336
TRINITY_DN129018_c0_g1_i1	-1.758396419	1	female	0.390887929
TRINITY_DN120837_c2_g3_i5	-1.757900776	1	female	2.598869941
TRINITY_DN121278_c0_g1_i1	-1.757237024	1	female	1.429674128
TRINITY_DN131927_c5_g1_i2	-1.757088885	1	female	3.346434102
TRINITY_DN130521_c5_g1_i1	-1.756904757	1	female	3.776409937
TRINITY_DN128628_c0_g1_i4	-1.756885356	1	female	1.458916885
TRINITY_DN123779_c0_g3_i1	-1.756820057	1	female	4.096118405
TRINITY_DN131471_c2_g2_i1	-1.756745813	1	female	2.256492527
TRINITY_DN126619_c1_g3_i3	-1.756699833	1	female	4.203318919
TRINITY_DN134829_c5_g1_i1	-1.756692831	1	female	2.322140085
TRINITY_DN125870_c0_g1_i1	-1.756618391	1	female	0.363275921
TRINITY_DN112243_c0_g1_i1	-1.756600158	1	female	0.439583916
TRINITY_DN119139_c0_g1_i1	-1.755396783	1	female	1.024532042
TRINITY_DN167549_c0_g1_i1	-1.755080887	1	female	0.140296913
TRINITY_DN136584_c4_g5_i2	-1.754115086	1	female	4.203375217
TRINITY_DN131269_c13_g3_i1	-1.753741614	1	female	5.173287493
TRINITY_DN125077_c7_g6_i5	-1.753358367	1	female	2.756164085
TRINITY_DN214805_c0_g1_i1	-1.752730524	1	female	-0.862920809
TRINITY_DN129105_c1_g1_i2	-1.751584422	1	female	2.524319815
TRINITY_DN129219_c5_g2_i5	-1.75072071	1	female	4.060471438
TRINITY_DN135968_c1_g1_i1	-1.749771173	1	female	0.668857689
TRINITY_DN122376_c0_g1_i2	-1.749650639	1	female	0.289883457
TRINITY_DN122414_c0_g1_i3	-1.749492114	1	female	-0.001879443
TRINITY_DN123263_c0_g1_i4	-1.749450738	1	female	5.089260302
TRINITY_DN85961_c0_g1_i2	-1.749164246	1	female	-0.343912096
TRINITY_DN115261_c0_g1_i1	-1.748708505	1	female	5.655589368
TRINITY_DN118821_c0_g1_i2	-1.747529859	1	female	5.349008815
TRINITY_DN130160_c0_g1_i3	-1.747404556	1	female	0.379727671
TRINITY_DN119941_c0_g1_i2	-1.746539947	1	female	3.197800156
TRINITY_DN129315_c0_g1_i1	-1.74596472	1	female	3.882559927
TRINITY_DN117733_c0_g1_i1	-1.745702079	1	female	5.206614496
TRINITY_DN113666_c2_g3_i1	-1.74522498	1	female	3.495475439
TRINITY_DN125145_c0_g1_i4	-1.744767246	1	female	3.507558003
TRINITY_DN131885_c2_g5_i1	-1.744362934	1	female	3.998078666
TRINITY_DN55232_c0_g2_i1	-1.743749306	1	female	NA
TRINITY_DN122714_c15_g1_i1	-1.742668264	1	female	4.499938296
TRINITY_DN134788_c0_g1_i1	-1.742484447	1	female	2.889242621
TRINITY_DN131390_c4_g1_i1	-1.741992399	1	female	2.83583527
TRINITY_DN125185_c1_g1_i1	-1.741515588	1	female	4.469383016
TRINITY_DN133573_c2_g5_i1	-1.74058179	1	female	0.345472639
TRINITY_DN116169_c0_g1_i1	-1.740312895	1	female	-1.178779309
TRINITY_DN128703_c7_g2_i2	-1.739969689	1	female	3.817868308
TRINITY_DN131661_c1_g4_i7	-1.73949791	1	female	1.553789566
TRINITY_DN117049_c0_g3_i5	-1.738941274	1	female	0.83647278
TRINITY_DN124520_c5_g1_i1	-1.7371744	1	female	0.476971393
TRINITY_DN101150_c0_g2_i1	-1.736696763	1	female	NA
TRINITY_DN66254_c0_g1_i1	-1.736323794	1	female	-2.147660511
TRINITY_DN133949_c2_g1_i1	-1.735516455	1	female	5.437558165
TRINITY_DN124993_c2_g3_i1	-1.734900829	1	female	-0.904211612
TRINITY_DN125960_c1_g1_i3	-1.7344143	1	female	2.253545065
TRINITY_DN114088_c0_g1_i1	-1.734169347	1	female	-1.687901636
TRINITY_DN169593_c0_g2_i1	-1.733788944	1	female	1.820095369
TRINITY_DN129499_c0_g1_i2	-1.733660566	1	female	4.174389022
TRINITY_DN130492_c2_g5_i1	-1.733624598	1	female	3.307794225
TRINITY_DN45056_c0_g2_i1	-1.733282605	1	female	4.294685879
TRINITY_DN131928_c0_g1_i1	-1.733085919	1	female	-1.592392955
TRINITY_DN126898_c6_g1_i1	-1.73270819	1	female	1.89661563
TRINITY_DN129857_c3_g1_i2	-1.732280399	1	female	1.95624195
TRINITY_DN120319_c0_g2_i1	-1.732041305	1	female	2.701376365
TRINITY_DN116562_c1_g1_i1	-1.731988656	1	female	4.745575029
TRINITY_DN78309_c0_g2_i1	-1.731652319	1	female	2.799822123
TRINITY_DN129893_c3_g2_i4	-1.731542152	1	female	-0.447895291
TRINITY_DN126616_c6_g6_i2	-1.730939135	1	female	4.138154968
TRINITY_DN125916_c0_g2_i1	-1.730194916	1	female	3.14466238
TRINITY_DN123377_c2_g1_i1	-1.729247197	1	female	1.743963656
TRINITY_DN131316_c1_g6_i5	-1.728657468	1	female	0.972764328
TRINITY_DN134424_c1_g2_i1	-1.728593958	1	female	-0.806512849
TRINITY_DN126917_c0_g2_i4	-1.728444802	1	female	2.373235806
TRINITY_DN123610_c0_g1_i3	-1.728084282	1	female	5.353910225
TRINITY_DN134742_c0_g5_i2	-1.727442919	1	female	1.516634782
TRINITY_DN125629_c0_g2_i2	-1.726640137	1	female	1.664445072
TRINITY_DN132698_c0_g1_i1	-1.726523672	1	female	1.864580281
TRINITY_DN123016_c0_g3_i2	-1.726450219	1	female	2.576958764
TRINITY_DN135901_c2_g2_i1	-1.726267547	1	female	1.362215358
TRINITY_DN134096_c0_g1_i2	-1.72609712	1	female	1.165326162
TRINITY_DN119536_c0_g1_i3	-1.72605807	1	female	4.397994243
TRINITY_DN129227_c0_g5_i2	-1.725103415	1	female	2.305413782
TRINITY_DN41677_c0_g2_i1	-1.725102968	1	female	-0.518130852
TRINITY_DN118843_c0_g2_i2	-1.724703991	1	female	-0.046719541
TRINITY_DN135523_c1_g3_i2	-1.724395277	1	female	2.232064309
TRINITY_DN124818_c1_g1_i2	-1.724284415	1	female	3.163678548
TRINITY_DN122693_c0_g1_i1	-1.723057746	1	female	-0.046204097
TRINITY_DN135353_c0_g1_i1	-1.722491909	1	female	1.189033661
TRINITY_DN129658_c2_g4_i1	-1.722160962	1	female	2.939709356
TRINITY_DN131911_c1_g2_i2	-1.721131592	1	female	4.010802563
TRINITY_DN133683_c0_g2_i6	-1.72106566	1	female	-1.195765311
TRINITY_DN131160_c3_g1_i12	-1.719586941	1	female	1.601846016
TRINITY_DN123204_c5_g4_i1	-1.719121771	1	female	2.638250374
TRINITY_DN136228_c0_g2_i1	-1.718606964	1	female	-1.049852069
TRINITY_DN122146_c0_g9_i1	-1.717991199	1	female	3.399443744
TRINITY_DN115311_c0_g1_i1	-1.717989398	1	female	4.910457742
TRINITY_DN103621_c0_g1_i2	-1.717840771	1	female	3.956232754
TRINITY_DN112397_c0_g1_i1	-1.717340096	1	female	-0.155794492
TRINITY_DN134399_c3_g1_i4	-1.71713071	1	female	3.264354673
TRINITY_DN131412_c2_g1_i1	-1.717003383	1	female	-0.980444538
TRINITY_DN127412_c4_g1_i2	-1.716072992	1	female	7.026912927
TRINITY_DN107361_c0_g1_i2	-1.71593821	1	female	0.457215894
TRINITY_DN126511_c5_g2_i1	-1.715636841	1	female	3.033185964
TRINITY_DN98835_c0_g3_i1	-1.715480807	1	female	3.602741784
TRINITY_DN131757_c0_g1_i8	-1.715391944	1	female	2.51479286
TRINITY_DN134385_c2_g2_i1	-1.715262747	1	female	3.288673701
TRINITY_DN129361_c4_g3_i2	-1.715042187	1	female	5.288357058
TRINITY_DN119956_c0_g1_i10	-1.714671498	1	female	-0.253507601
TRINITY_DN123383_c0_g1_i2	-1.714451635	1	female	0.882402618
TRINITY_DN123462_c3_g2_i2	-1.714118272	1	female	0.521714809
TRINITY_DN125330_c7_g6_i2	-1.713935988	1	female	4.964412732
TRINITY_DN119657_c0_g1_i3	-1.713513781	1	female	4.548688236
TRINITY_DN126047_c5_g5_i7	-1.713487048	1	female	4.806871967
TRINITY_DN134279_c1_g2_i1	-1.71316187	1	female	-1.977501948
TRINITY_DN120680_c0_g1_i2	-1.71262067	1	female	0.463607483
TRINITY_DN128032_c4_g1_i3	-1.711811164	1	female	1.741174586
TRINITY_DN122175_c0_g1_i1	-1.711400538	1	female	2.177042964
TRINITY_DN115060_c1_g2_i3	-1.710742189	1	female	-1.099491771
TRINITY_DN121738_c0_g2_i3	-1.710504767	1	female	5.5941999
TRINITY_DN116557_c0_g1_i2	-1.710418643	1	female	5.286927926
TRINITY_DN115244_c0_g1_i1	-1.710017562	1	female	3.818726002
TRINITY_DN122949_c0_g1_i1	-1.709490616	1	female	-2.541114271
TRINITY_DN124369_c0_g1_i2	-1.705133081	1	female	2.980354527
TRINITY_DN136286_c2_g3_i1	-1.704961904	1	female	-0.265217673
TRINITY_DN119863_c0_g2_i2	-1.704550416	1	female	3.065612917
TRINITY_DN134034_c2_g1_i2	-1.704177596	1	female	4.65136761
TRINITY_DN123784_c7_g4_i2	-1.703748061	1	female	1.638738764
TRINITY_DN131975_c3_g6_i5	-1.703510544	1	female	2.153438387
TRINITY_DN123962_c0_g3_i1	-1.703413379	1	female	-0.43045436
TRINITY_DN124923_c0_g2_i1	-1.703231742	1	female	-0.151988159
TRINITY_DN114905_c0_g1_i1	-1.702533717	1	female	NA
TRINITY_DN130667_c0_g1_i5	-1.702487925	1	female	1.979315491
TRINITY_DN130930_c1_g1_i1	-1.702227995	1	female	3.511589334
TRINITY_DN136432_c1_g1_i2	-1.70221109	1	female	-0.035796595
TRINITY_DN125969_c7_g4_i1	-1.702132041	1	female	1.55670569
TRINITY_DN105744_c0_g1_i1	-1.70206233	1	female	0.678292777
TRINITY_DN122200_c2_g4_i2	-1.702031383	1	female	2.405022782
TRINITY_DN133482_c10_g3_i1	-1.70193916	1	female	2.154776112
TRINITY_DN135509_c2_g1_i1	-1.701094767	1	female	3.461620973
TRINITY_DN109944_c0_g1_i1	-1.700988903	1	female	4.42304972
TRINITY_DN99075_c0_g1_i2	-1.700782208	1	female	3.14372852
TRINITY_DN126217_c0_g2_i3	-1.70041048	1	female	3.423197141
TRINITY_DN109332_c0_g1_i1	-1.700286398	1	female	5.925259527
TRINITY_DN120153_c0_g1_i3	-1.699137883	1	female	1.344264908
TRINITY_DN179317_c0_g1_i1	-1.696445793	1	female	3.913041105
TRINITY_DN124749_c0_g1_i1	-1.695612116	1	female	4.077522895
TRINITY_DN134224_c4_g3_i1	-1.69535272	1	female	4.049661426
TRINITY_DN122159_c5_g1_i1	-1.694840664	1	female	3.588964952
TRINITY_DN105030_c0_g1_i1	-1.694779559	1	female	-2.189485384
TRINITY_DN125122_c0_g1_i3	-1.694765647	1	female	2.894156771
TRINITY_DN128276_c0_g1_i2	-1.694587284	1	female	0.236997136
TRINITY_DN123289_c4_g6_i1	-1.694527905	1	female	0.113875132
TRINITY_DN129738_c2_g1_i4	-1.694326116	1	female	-0.19753212
TRINITY_DN133144_c0_g1_i1	-1.694173508	1	female	0.124798102
TRINITY_DN99818_c0_g1_i1	-1.693527575	1	female	3.390416267
TRINITY_DN133852_c4_g1_i1	-1.693263196	1	female	2.592575097
TRINITY_DN122531_c0_g3_i1	-1.692845536	1	female	6.23961812
TRINITY_DN121197_c0_g1_i2	-1.692606019	1	female	4.805068774
TRINITY_DN130553_c2_g5_i1	-1.69250085	1	female	3.358377564
TRINITY_DN141154_c0_g1_i1	-1.691954469	1	female	NA
TRINITY_DN78872_c0_g1_i1	-1.691795429	1	female	4.891640821
TRINITY_DN124665_c1_g1_i1	-1.691556029	1	female	5.423599791
TRINITY_DN132392_c3_g3_i1	-1.69147174	1	female	3.794856593
TRINITY_DN126532_c2_g3_i2	-1.690354241	1	female	3.857530538
TRINITY_DN128356_c8_g1_i2	-1.690298641	1	female	6.343616387
TRINITY_DN118700_c0_g1_i1	-1.690094728	1	female	2.758928625
TRINITY_DN124446_c1_g3_i1	-1.688841057	1	female	2.754590267
TRINITY_DN115770_c0_g1_i2	-1.688515091	1	female	-2.175398697
TRINITY_DN132837_c1_g3_i1	-1.688510577	1	female	3.269283659
TRINITY_DN127161_c0_g1_i2	-1.688369251	1	female	1.932226581
TRINITY_DN120911_c2_g1_i2	-1.688363478	1	female	3.670384153
TRINITY_DN140512_c0_g1_i1	-1.687703308	1	female	4.126486596
TRINITY_DN117855_c1_g1_i3	-1.686901366	1	female	3.514388287
TRINITY_DN104337_c0_g1_i1	-1.686876782	1	female	3.915960065
