gid	cutoff	co_sb	log2meanXY	group1
TRINITY_DN132955_c2_g4_i1	1	male	6.54585781	meanmale
TRINITY_DN132963_c0_g5_i1	1	male	1.109497337	meanmale
TRINITY_DN132963_c0_g7_i1	1	male	2.220046812	meanmale
TRINITY_DN132964_c1_g3_i6	1	male	4.340093933	meanmale
TRINITY_DN132968_c1_g1_i1	1	male	0.032936964	meanmale
TRINITY_DN132975_c0_g1_i1	1	male	3.892936716	meanmale
TRINITY_DN132982_c3_g1_i2	1	male	1.639582258	meanmale
TRINITY_DN132990_c0_g1_i4	7	male	2.446434552	meanmale
TRINITY_DN132993_c3_g1_i1	1	male	0.434538939	meanmale
TRINITY_DN132993_c3_g6_i2	1	male	1.377126093	meanmale
TRINITY_DN132993_c3_g7_i1	7	male	5.821931269	meanmale
TRINITY_DN133001_c0_g1_i1	1	male	1.762278988	meanmale
TRINITY_DN133003_c3_g1_i1	1	male	2.245206685	meanmale
TRINITY_DN133004_c0_g5_i6	1	male	11.88336399	meanmale
TRINITY_DN133005_c2_g3_i6	1	male	-0.059292712	meanmale
TRINITY_DN133010_c0_g1_i2	3	male	2.869726014	meanmale
TRINITY_DN133011_c0_g1_i4	1	male	2.772683988	meanmale
TRINITY_DN133015_c7_g1_i1	3	male	3.744598657	meanmale
TRINITY_DN133016_c0_g2_i2	1	male	0.386963754	meanmale
TRINITY_DN133020_c2_g2_i3	1	male	1.497179593	meanmale
TRINITY_DN133023_c2_g1_i5	1	male	4.25479554	meanmale
TRINITY_DN133024_c3_g8_i1	1	male	3.112512557	meanmale
TRINITY_DN133039_c0_g1_i7	1	male	2.883312858	meanmale
TRINITY_DN133043_c0_g2_i3	1	male	12.49148095	meanmale
TRINITY_DN133045_c9_g10_i1	1	male	5.660286152	meanmale
TRINITY_DN133048_c3_g1_i3	1	male	4.229660437	meanmale
TRINITY_DN133048_c3_g2_i1	1	male	4.540875085	meanmale
TRINITY_DN133052_c1_g4_i1	1	male	1.744526944	meanmale
TRINITY_DN133058_c0_g1_i3	1	male	2.912604034	meanmale
TRINITY_DN133060_c3_g1_i1	3	male	1.668244663	meanmale
TRINITY_DN133061_c1_g1_i3	1	male	1.585557329	meanmale
TRINITY_DN133064_c2_g3_i1	1	male	1.75890535	meanmale
TRINITY_DN133065_c0_g1_i1	3	male	0.493976218	meanmale
TRINITY_DN133066_c5_g2_i2	1	male	3.840183624	meanmale
TRINITY_DN133067_c0_g1_i1	1	male	2.055194989	meanmale
TRINITY_DN133073_c1_g4_i1	1	male	-0.629658679	meanmale
TRINITY_DN133074_c8_g2_i1	1	male	2.480855695	meanmale
TRINITY_DN133075_c0_g1_i1	3	male	1.668845487	meanmale
TRINITY_DN133079_c0_g1_i1	1	male	-0.744829123	meanmale
TRINITY_DN133080_c5_g5_i1	3	male	1.056695821	meanmale
TRINITY_DN133080_c8_g1_i4	1	male	2.909175001	meanmale
TRINITY_DN133089_c1_g2_i1	1	male	0.24189125	meanmale
TRINITY_DN133096_c6_g3_i1	3	male	1.162971713	meanmale
TRINITY_DN133096_c6_g5_i1	7	male	6.964565093	meanmale
TRINITY_DN133099_c0_g3_i1	1	male	4.040311197	meanmale
TRINITY_DN133101_c2_g1_i1	1	male	7.244550162	meanmale
TRINITY_DN133113_c0_g4_i1	1	male	2.456117936	meanmale
TRINITY_DN133114_c1_g2_i2	1	male	-0.128805123	meanmale
TRINITY_DN133115_c10_g2_i1	1	male	2.448114398	meanmale
TRINITY_DN133118_c1_g1_i6	1	male	6.736605664	meanmale
TRINITY_DN133119_c1_g3_i2	1	male	4.432326134	meanmale
TRINITY_DN133121_c3_g2_i1	1	male	4.424350407	meanmale
TRINITY_DN133121_c3_g5_i1	1	male	4.816286185	meanmale
TRINITY_DN133130_c1_g2_i2	3	male	5.820564801	meanmale
TRINITY_DN133130_c1_g3_i4	1	male	4.318007982	meanmale
TRINITY_DN133132_c2_g1_i1	1	male	-1.369126584	meanmale
TRINITY_DN133136_c11_g5_i1	1	male	2.062510835	meanmale
TRINITY_DN133140_c4_g1_i1	1	male	6.516477713	meanmale
TRINITY_DN133153_c0_g1_i1	3	male	4.251708423	meanmale
TRINITY_DN133156_c1_g3_i1	1	male	-0.432308188	meanmale
TRINITY_DN133157_c0_g1_i1	1	male	4.005058487	meanmale
TRINITY_DN133161_c1_g1_i12	1	male	5.060735214	meanmale
TRINITY_DN133162_c0_g1_i3	1	male	2.743264111	meanmale
TRINITY_DN133165_c0_g1_i1	3	male	1.695616934	meanmale
TRINITY_DN133168_c6_g1_i1	1	male	0.778009771	meanmale
TRINITY_DN133169_c6_g7_i5	3	male	4.646915627	meanmale
TRINITY_DN133188_c4_g1_i1	1	male	3.158754152	meanmale
TRINITY_DN133189_c5_g2_i2	1	male	2.315426905	meanmale
TRINITY_DN133191_c7_g3_i2	1	male	1.036032368	meanmale
TRINITY_DN133194_c0_g3_i3	3	male	5.45167899	meanmale
TRINITY_DN133198_c1_g1_i5	1	male	4.194141815	meanmale
TRINITY_DN133198_c1_g3_i2	1	male	1.282462571	meanmale
TRINITY_DN133198_c1_g4_i1	1	male	3.112104513	meanmale
TRINITY_DN133203_c1_g5_i7	3	male	-1.267722359	meanmale
TRINITY_DN133206_c0_g1_i1	1	male	3.453500303	meanmale
TRINITY_DN133210_c0_g1_i4	5	male	3.681098419	meanmale
TRINITY_DN133211_c1_g3_i1	1	male	2.603544525	meanmale
TRINITY_DN133211_c1_g6_i1	1	male	1.917605625	meanmale
TRINITY_DN133212_c2_g1_i2	1	male	2.555719128	meanmale
TRINITY_DN133213_c0_g2_i33	1	male	1.591471092	meanmale
TRINITY_DN133220_c4_g1_i4	1	male	5.557404013	meanmale
TRINITY_DN133220_c5_g1_i1	1	male	3.260855977	meanmale
TRINITY_DN133220_c5_g4_i2	1	male	3.064596817	meanmale
TRINITY_DN133221_c2_g1_i2	1	male	3.219868628	meanmale
TRINITY_DN133223_c0_g3_i3	3	male	2.930599292	meanmale
TRINITY_DN133224_c0_g1_i2	1	male	1.018402226	meanmale
TRINITY_DN133227_c0_g1_i1	1	male	-0.892164612	meanmale
TRINITY_DN133228_c4_g1_i1	1	male	2.32419614	meanmale
TRINITY_DN133234_c0_g1_i4	3	male	1.972800151	meanmale
TRINITY_DN133235_c0_g1_i1	5	male	0.943775879	meanmale
TRINITY_DN133235_c0_g2_i3	5	male	0.442983211	meanmale
TRINITY_DN133237_c0_g1_i3	1	male	3.321691185	meanmale
TRINITY_DN133238_c0_g1_i5	1	male	1.489402189	meanmale
TRINITY_DN133239_c3_g1_i1	1	male	1.989819815	meanmale
TRINITY_DN133240_c1_g1_i2	1	male	5.313569078	meanmale
TRINITY_DN133240_c2_g1_i2	1	male	4.71618219	meanmale
TRINITY_DN133240_c2_g4_i1	1	male	4.334327259	meanmale
TRINITY_DN133240_c2_g7_i2	1	male	4.747807361	meanmale
TRINITY_DN133241_c4_g5_i1	1	male	2.918676441	meanmale
TRINITY_DN133247_c2_g4_i1	1	male	2.758739918	meanmale
TRINITY_DN133247_c2_g5_i5	1	male	2.299094793	meanmale
TRINITY_DN133251_c3_g5_i1	1	male	1.359732502	meanmale
TRINITY_DN133252_c0_g1_i2	3	male	-0.145876994	meanmale
TRINITY_DN133268_c0_g1_i3	1	male	3.442663119	meanmale
TRINITY_DN133268_c0_g2_i1	3	male	1.54391049	meanmale
TRINITY_DN133269_c1_g1_i1	1	male	1.662704577	meanmale
TRINITY_DN133269_c2_g1_i1	1	male	1.946871304	meanmale
TRINITY_DN133271_c6_g2_i1	5	male	5.218673468	meanmale
TRINITY_DN133278_c0_g1_i1	1	male	1.982034158	meanmale
TRINITY_DN133285_c0_g1_i1	1	male	1.536744892	meanmale
TRINITY_DN133286_c0_g1_i4	1	male	4.293539836	meanmale
TRINITY_DN133297_c0_g3_i1	1	male	2.638952157	meanmale
TRINITY_DN133300_c5_g2_i3	1	male	1.825012315	meanmale
TRINITY_DN133306_c0_g3_i1	1	male	3.264199853	meanmale
TRINITY_DN133312_c4_g1_i1	1	male	0.347745769	meanmale
TRINITY_DN133314_c3_g1_i1	1	male	0.34685712	meanmale
TRINITY_DN133314_c5_g1_i1	1	male	5.225348266	meanmale
TRINITY_DN133314_c5_g2_i2	3	male	3.716993542	meanmale
TRINITY_DN133314_c5_g3_i1	1	male	4.749599483	meanmale
TRINITY_DN133320_c2_g1_i1	1	male	5.789516736	meanmale
TRINITY_DN133322_c0_g2_i1	1	male	0.936294167	meanmale
TRINITY_DN133322_c1_g4_i1	1	male	4.098506039	meanmale
TRINITY_DN133325_c1_g1_i1	1	male	1.901378293	meanmale
TRINITY_DN133333_c1_g6_i3	1	male	5.680589278	meanmale
TRINITY_DN133334_c6_g9_i1	1	male	2.33728675	meanmale
TRINITY_DN133338_c1_g2_i1	1	male	3.691230835	meanmale
TRINITY_DN133342_c2_g9_i4	1	male	4.326561952	meanmale
TRINITY_DN133347_c5_g1_i1	1	male	4.71749474	meanmale
TRINITY_DN133347_c5_g4_i2	1	male	1.395726146	meanmale
TRINITY_DN133347_c5_g5_i1	1	male	3.444454393	meanmale
TRINITY_DN133355_c0_g1_i1	1	male	1.800282065	meanmale
TRINITY_DN133356_c6_g2_i2	1	male	0.105381958	meanmale
TRINITY_DN133364_c2_g6_i1	1	male	0.094975978	meanmale
TRINITY_DN133367_c3_g1_i4	1	male	3.629992836	meanmale
TRINITY_DN133368_c0_g2_i2	1	male	3.814078126	meanmale
TRINITY_DN133369_c0_g1_i1	1	male	0.767132377	meanmale
TRINITY_DN133372_c3_g2_i1	1	male	2.799743874	meanmale
TRINITY_DN133374_c3_g3_i1	1	male	11.65652869	meanmale
TRINITY_DN133390_c2_g2_i1	1	male	9.708425253	meanmale
TRINITY_DN133390_c2_g3_i1	3	male	2.186427949	meanmale
TRINITY_DN133397_c2_g1_i1	1	male	2.087426306	meanmale
TRINITY_DN133400_c0_g2_i3	3	male	3.196773352	meanmale
TRINITY_DN133405_c0_g1_i1	1	male	-0.293958421	meanmale
TRINITY_DN133408_c0_g1_i12	1	male	5.692929775	meanmale
TRINITY_DN133409_c1_g3_i1	1	male	3.14726196	meanmale
TRINITY_DN133410_c5_g3_i1	1	male	-0.258147145	meanmale
TRINITY_DN133411_c2_g1_i2	1	male	4.792722119	meanmale
TRINITY_DN133416_c3_g1_i1	1	male	4.338668847	meanmale
TRINITY_DN133417_c3_g3_i1	3	male	6.885737337	meanmale
TRINITY_DN133424_c5_g3_i2	3	male	4.030507289	meanmale
TRINITY_DN133426_c3_g1_i1	7	male	2.936668207	meanmale
TRINITY_DN133426_c3_g2_i8	5	male	1.169225893	meanmale
TRINITY_DN133428_c0_g1_i2	3	male	5.004348007	meanmale
TRINITY_DN133428_c0_g3_i1	3	male	4.788152497	meanmale
TRINITY_DN133442_c3_g3_i5	5	male	2.541384443	meanmale
TRINITY_DN133447_c1_g6_i3	1	male	11.98681929	meanmale
TRINITY_DN133451_c6_g3_i2	1	male	2.531370281	meanmale
TRINITY_DN133453_c3_g2_i2	1	male	4.047429193	meanmale
TRINITY_DN133453_c3_g3_i3	1	male	0.609939512	meanmale
TRINITY_DN133457_c1_g5_i1	1	male	8.339761169	meanmale
TRINITY_DN133458_c1_g3_i1	1	male	0.556236443	meanmale
TRINITY_DN133458_c3_g1_i2	1	male	1.268721644	meanmale
TRINITY_DN133467_c5_g3_i5	1	male	5.199437689	meanmale
TRINITY_DN133472_c1_g1_i4	1	male	1.281556205	meanmale
TRINITY_DN133475_c0_g1_i1	1	male	4.079063336	meanmale
TRINITY_DN133479_c0_g2_i4	3	male	3.905021769	meanmale
TRINITY_DN133479_c1_g1_i3	1	male	1.245571992	meanmale
TRINITY_DN133480_c1_g1_i6	1	male	3.875719007	meanmale
TRINITY_DN133480_c2_g3_i1	1	male	2.166185366	meanmale
TRINITY_DN133482_c10_g4_i2	3	male	-0.271942888	meanmale
TRINITY_DN133482_c10_g6_i2	1	male	-0.309867054	meanmale
TRINITY_DN133482_c7_g1_i3	3	male	2.020956459	meanmale
TRINITY_DN133488_c1_g1_i1	1	male	0.925873068	meanmale
TRINITY_DN133496_c0_g1_i3	1	male	1.25699315	meanmale
TRINITY_DN133499_c0_g1_i2	1	male	3.58338418	meanmale
TRINITY_DN133503_c0_g2_i3	3	male	3.586326237	meanmale
TRINITY_DN133513_c0_g2_i4	1	male	4.562654357	meanmale
TRINITY_DN133515_c1_g1_i2	1	male	1.329856672	meanmale
TRINITY_DN133518_c2_g2_i5	1	male	2.204194414	meanmale
TRINITY_DN133520_c0_g2_i1	1	male	-0.05965876	meanmale
TRINITY_DN133522_c3_g5_i2	1	male	2.850804676	meanmale
TRINITY_DN133528_c1_g1_i3	1	male	3.434229449	meanmale
TRINITY_DN133534_c2_g9_i5	1	male	3.646440763	meanmale
TRINITY_DN133535_c5_g1_i2	1	male	1.236761805	meanmale
TRINITY_DN133538_c7_g2_i1	1	male	1.953506025	meanmale
TRINITY_DN133541_c1_g1_i4	1	male	5.498408172	meanmale
TRINITY_DN133542_c0_g3_i2	1	male	-0.034538584	meanmale
TRINITY_DN133551_c0_g1_i1	3	male	3.060980006	meanmale
TRINITY_DN133552_c1_g1_i3	1	male	0.602256116	meanmale
TRINITY_DN133567_c0_g2_i4	1	male	3.969526756	meanmale
TRINITY_DN133570_c0_g1_i3	1	male	1.530619411	meanmale
TRINITY_DN133575_c2_g1_i3	1	male	-0.173385159	meanmale
TRINITY_DN133577_c1_g2_i1	1	male	3.688950386	meanmale
TRINITY_DN133577_c1_g4_i3	3	male	3.305461031	meanmale
TRINITY_DN133578_c2_g2_i2	1	male	11.85598291	meanmale
TRINITY_DN133584_c1_g5_i2	1	male	12.55405307	meanmale
TRINITY_DN133586_c6_g4_i1	3	male	1.107280876	meanmale
TRINITY_DN133588_c8_g1_i2	1	male	1.062310165	meanmale
TRINITY_DN133593_c1_g1_i1	1	male	3.160379374	meanmale
TRINITY_DN133594_c1_g2_i3	3	male	1.11920748	meanmale
TRINITY_DN133594_c2_g2_i1	3	male	8.146334976	meanmale
TRINITY_DN133596_c0_g2_i1	1	male	5.714593933	meanmale
TRINITY_DN133599_c1_g4_i3	1	male	3.782255255	meanmale
TRINITY_DN133602_c7_g1_i1	3	male	3.385677723	meanmale
TRINITY_DN133604_c1_g1_i1	1	male	2.04078982	meanmale
TRINITY_DN133606_c1_g1_i8	1	male	7.456581291	meanmale
TRINITY_DN133612_c1_g1_i1	1	male	2.312889255	meanmale
TRINITY_DN133614_c1_g2_i4	1	male	2.066867079	meanmale
TRINITY_DN133614_c2_g1_i2	1	male	6.014755609	meanmale
TRINITY_DN133615_c4_g2_i1	1	male	5.392016378	meanmale
TRINITY_DN133626_c3_g1_i2	1	male	1.107654496	meanmale
TRINITY_DN133628_c3_g1_i4	1	male	4.243089146	meanmale
TRINITY_DN133633_c4_g1_i9	1	male	9.940585706	meanmale
TRINITY_DN133636_c1_g2_i5	5	male	3.579149338	meanmale
TRINITY_DN133636_c1_g3_i1	1	male	2.903482759	meanmale
TRINITY_DN133643_c0_g1_i3	1	male	-1.195699618	meanmale
TRINITY_DN133647_c1_g1_i2	1	male	2.972867783	meanmale
TRINITY_DN133651_c2_g4_i1	1	male	2.341850225	meanmale
TRINITY_DN133652_c0_g15_i1	1	male	4.017464292	meanmale
TRINITY_DN133652_c0_g16_i1	1	male	4.211070162	meanmale
TRINITY_DN133652_c0_g18_i1	1	male	4.829849961	meanmale
TRINITY_DN133652_c0_g19_i1	1	male	2.525853993	meanmale
TRINITY_DN133652_c0_g25_i1	1	male	4.328021486	meanmale
TRINITY_DN133652_c0_g31_i1	1	male	2.529193314	meanmale
TRINITY_DN133655_c12_g2_i5	1	male	2.437187684	meanmale
TRINITY_DN133655_c14_g1_i2	1	male	2.745100947	meanmale
TRINITY_DN133657_c2_g6_i2	3	male	4.884607494	meanmale
TRINITY_DN133658_c5_g1_i1	1	male	3.415361464	meanmale
TRINITY_DN133661_c0_g1_i6	5	male	6.246105926	meanmale
TRINITY_DN133661_c0_g2_i1	5	male	4.408782092	meanmale
TRINITY_DN133661_c0_g3_i1	5	male	5.483667355	meanmale
TRINITY_DN133662_c0_g4_i19	1	male	0.520048756	meanmale
TRINITY_DN133663_c0_g1_i1	1	male	3.109514456	meanmale
TRINITY_DN133668_c1_g1_i2	1	male	1.307557549	meanmale
TRINITY_DN133671_c0_g4_i1	3	male	3.669731673	meanmale
TRINITY_DN133673_c0_g1_i2	1	male	-0.420858311	meanmale
TRINITY_DN133680_c1_g1_i1	1	male	1.633843143	meanmale
TRINITY_DN133680_c2_g1_i1	1	male	2.323048	meanmale
TRINITY_DN133688_c2_g4_i10	1	male	6.563842939	meanmale
TRINITY_DN133689_c1_g3_i5	1	male	3.241505943	meanmale
TRINITY_DN133691_c2_g1_i1	1	male	1.746732514	meanmale
TRINITY_DN133691_c3_g1_i1	3	male	1.94247799	meanmale
TRINITY_DN133693_c1_g1_i1	1	male	1.603371131	meanmale
TRINITY_DN133698_c1_g2_i2	1	male	4.783308668	meanmale
TRINITY_DN133700_c5_g1_i1	1	male	0.634967883	meanmale
TRINITY_DN133702_c0_g6_i4	1	male	9.521492868	meanmale
TRINITY_DN133707_c3_g5_i2	1	male	1.521770393	meanmale
TRINITY_DN133711_c3_g1_i3	3	male	2.811710779	meanmale
TRINITY_DN133714_c0_g2_i2	1	male	4.634340475	meanmale
TRINITY_DN133714_c0_g5_i8	1	male	4.654241262	meanmale
TRINITY_DN133714_c0_g7_i2	1	male	4.670169861	meanmale
TRINITY_DN133719_c0_g1_i3	1	male	1.05609893	meanmale
TRINITY_DN133721_c0_g1_i1	1	male	-0.465013265	meanmale
TRINITY_DN133722_c0_g4_i1	1	male	-0.192572736	meanmale
TRINITY_DN133722_c0_g5_i1	3	male	0.270691924	meanmale
TRINITY_DN133726_c0_g4_i1	1	male	0.978284176	meanmale
TRINITY_DN133733_c0_g1_i3	1	male	1.567639661	meanmale
TRINITY_DN133735_c0_g1_i9	3	male	2.451938052	meanmale
TRINITY_DN133735_c0_g2_i5	1	male	1.261359884	meanmale
TRINITY_DN133737_c6_g3_i2	1	male	1.184795285	meanmale
TRINITY_DN133738_c1_g7_i2	1	male	4.367704974	meanmale
TRINITY_DN133745_c0_g2_i1	1	male	1.403033355	meanmale
TRINITY_DN133757_c0_g2_i2	1	male	4.571370973	meanmale
TRINITY_DN133758_c1_g6_i4	1	male	4.316804176	meanmale
TRINITY_DN133764_c1_g1_i1	1	male	1.107252115	meanmale
TRINITY_DN133764_c3_g1_i1	1	male	4.573775578	meanmale
TRINITY_DN133765_c0_g1_i5	1	male	-1.87016905	meanmale
TRINITY_DN133766_c0_g1_i3	1	male	2.188669587	meanmale
TRINITY_DN133767_c0_g4_i3	3	male	10.66773558	meanmale
TRINITY_DN133770_c0_g3_i3	1	male	1.033381946	meanmale
TRINITY_DN133772_c1_g1_i4	1	male	8.727197694	meanmale
TRINITY_DN133773_c6_g2_i1	3	male	1.894337294	meanmale
TRINITY_DN133776_c1_g1_i3	1	male	0.422682984	meanmale
TRINITY_DN133777_c0_g2_i2	1	male	2.12994811	meanmale
TRINITY_DN133779_c1_g4_i2	1	male	2.224208732	meanmale
TRINITY_DN133787_c2_g2_i1	3	male	2.066835559	meanmale
TRINITY_DN133790_c10_g2_i2	3	male	2.359714577	meanmale
TRINITY_DN133791_c4_g6_i1	1	male	7.360983706	meanmale
TRINITY_DN133797_c1_g2_i2	1	male	3.856048865	meanmale
TRINITY_DN133797_c1_g3_i3	1	male	2.733410263	meanmale
TRINITY_DN133799_c1_g2_i1	1	male	0.518244751	meanmale
TRINITY_DN133801_c3_g2_i3	3	male	3.46773931	meanmale
TRINITY_DN133803_c0_g2_i3	1	male	1.374748751	meanmale
TRINITY_DN133805_c2_g1_i1	1	male	4.3403262	meanmale
TRINITY_DN133806_c6_g1_i1	1	male	3.85175233	meanmale
TRINITY_DN133808_c0_g1_i2	1	male	6.488798636	meanmale
TRINITY_DN133809_c0_g1_i2	1	male	5.151880659	meanmale
TRINITY_DN133809_c1_g9_i4	1	male	5.398378248	meanmale
TRINITY_DN133816_c1_g1_i1	1	male	6.652869972	meanmale
TRINITY_DN133816_c2_g3_i2	3	male	3.39368559	meanmale
TRINITY_DN133821_c9_g3_i1	1	male	-1.122022666	meanmale
TRINITY_DN133824_c1_g3_i1	1	male	1.209985593	meanmale
TRINITY_DN133824_c2_g2_i2	1	male	2.094051973	meanmale
TRINITY_DN133827_c4_g1_i2	1	male	3.894974772	meanmale
TRINITY_DN133829_c2_g2_i4	1	male	2.051865406	meanmale
TRINITY_DN133831_c1_g2_i1	3	male	3.177396799	meanmale
TRINITY_DN133831_c1_g5_i1	3	male	2.957234583	meanmale
TRINITY_DN133832_c0_g10_i1	1	male	0.287533285	meanmale
TRINITY_DN133835_c0_g1_i1	1	male	0.180060515	meanmale
TRINITY_DN133838_c0_g1_i1	1	male	2.357485269	meanmale
TRINITY_DN133838_c0_g2_i2	1	male	2.027449942	meanmale
TRINITY_DN133838_c0_g3_i1	1	male	1.846817719	meanmale
TRINITY_DN133840_c1_g1_i1	1	male	3.33074927	meanmale
TRINITY_DN133840_c2_g2_i2	1	male	11.89276656	meanmale
TRINITY_DN133840_c2_g4_i1	1	male	10.24042378	meanmale
TRINITY_DN133851_c2_g2_i2	1	male	4.740109995	meanmale
TRINITY_DN133853_c5_g1_i2	1	male	2.230859206	meanmale
TRINITY_DN133857_c0_g1_i4	1	male	2.712631056	meanmale
TRINITY_DN133860_c2_g2_i5	3	male	2.598528266	meanmale
TRINITY_DN133866_c1_g4_i4	1	male	5.422313644	meanmale
TRINITY_DN133869_c1_g5_i9	1	male	5.141918144	meanmale
TRINITY_DN133874_c8_g2_i1	1	male	3.86481281	meanmale
TRINITY_DN133876_c2_g9_i3	1	male	11.42717543	meanmale
TRINITY_DN133893_c1_g1_i2	1	male	0.131478318	meanmale
TRINITY_DN133896_c1_g1_i2	1	male	0.042539336	meanmale
TRINITY_DN133898_c0_g1_i1	1	male	2.775851031	meanmale
TRINITY_DN133899_c4_g3_i4	1	male	12.1360126	meanmale
TRINITY_DN133900_c0_g1_i1	1	male	4.403556805	meanmale
TRINITY_DN133900_c0_g2_i1	1	male	3.994261463	meanmale
TRINITY_DN133901_c1_g3_i8	1	male	2.718533648	meanmale
TRINITY_DN133905_c3_g1_i1	1	male	0.922966479	meanmale
TRINITY_DN133911_c4_g9_i1	1	male	1.181616281	meanmale
TRINITY_DN133917_c2_g2_i5	1	male	11.72302505	meanmale
TRINITY_DN133922_c2_g2_i1	1	male	1.738695558	meanmale
TRINITY_DN133926_c0_g1_i1	1	male	2.767497657	meanmale
TRINITY_DN133927_c1_g2_i3	1	male	3.449708234	meanmale
TRINITY_DN133941_c0_g1_i10	1	male	1.301986905	meanmale
TRINITY_DN133946_c3_g2_i1	1	male	4.100155357	meanmale
TRINITY_DN133949_c0_g2_i1	1	male	1.389316654	meanmale
TRINITY_DN133950_c2_g4_i1	7	male	5.51079544	meanmale
TRINITY_DN133950_c3_g1_i1	3	male	8.408908413	meanmale
TRINITY_DN133954_c0_g2_i5	1	male	1.668156614	meanmale
TRINITY_DN133955_c2_g1_i1	1	male	0.004976527	meanmale
TRINITY_DN133963_c0_g1_i7	1	male	1.450188226	meanmale
TRINITY_DN133964_c1_g1_i1	1	male	1.792390819	meanmale
TRINITY_DN133965_c9_g1_i1	1	male	2.864641211	meanmale
TRINITY_DN133971_c0_g2_i1	1	male	8.925816491	meanmale
TRINITY_DN133972_c0_g1_i2	1	male	1.918208493	meanmale
TRINITY_DN133977_c8_g4_i1	1	male	4.063253184	meanmale
TRINITY_DN133981_c1_g3_i3	1	male	0.692231367	meanmale
TRINITY_DN133984_c0_g1_i2	3	male	2.553740798	meanmale
TRINITY_DN133986_c0_g3_i8	1	male	3.96801893	meanmale
TRINITY_DN133987_c1_g2_i2	1	male	2.674177477	meanmale
TRINITY_DN133991_c1_g1_i1	1	male	1.542427224	meanmale
TRINITY_DN133998_c0_g1_i4	1	male	3.847694425	meanmale
TRINITY_DN133999_c0_g2_i1	1	male	4.83450188	meanmale
TRINITY_DN134004_c0_g2_i2	1	male	2.582975354	meanmale
TRINITY_DN134010_c12_g2_i1	1	male	6.293408893	meanmale
TRINITY_DN134012_c5_g2_i1	1	male	4.348476024	meanmale
TRINITY_DN134013_c0_g1_i1	1	male	4.251229778	meanmale
TRINITY_DN134013_c0_g2_i1	1	male	3.692203448	meanmale
TRINITY_DN134015_c4_g1_i2	3	male	1.723381461	meanmale
TRINITY_DN134019_c0_g1_i4	1	male	3.892022695	meanmale
TRINITY_DN134020_c1_g1_i34	1	male	1.40642222	meanmale
TRINITY_DN134026_c0_g3_i4	1	male	2.797955552	meanmale
TRINITY_DN134036_c2_g1_i3	1	male	4.299159859	meanmale
TRINITY_DN134045_c1_g7_i1	3	male	0.803703917	meanmale
TRINITY_DN134046_c4_g3_i6	3	male	1.597719627	meanmale
TRINITY_DN134053_c4_g1_i1	3	male	0.300325983	meanmale
TRINITY_DN134053_c5_g1_i1	1	male	2.686787651	meanmale
TRINITY_DN134064_c3_g1_i5	1	male	4.916959955	meanmale
TRINITY_DN134068_c1_g1_i1	1	male	6.023464559	meanmale
TRINITY_DN134068_c1_g3_i1	3	male	3.401141976	meanmale
TRINITY_DN134068_c1_g4_i1	1	male	3.397295369	meanmale
TRINITY_DN134068_c1_g9_i6	1	male	0.249830708	meanmale
TRINITY_DN134069_c1_g3_i1	1	male	6.807663556	meanmale
TRINITY_DN134071_c2_g2_i1	1	male	12.64153681	meanmale
TRINITY_DN134076_c1_g4_i1	1	male	1.228959144	meanmale
TRINITY_DN134081_c1_g3_i1	1	male	-0.271578367	meanmale
TRINITY_DN134082_c5_g5_i1	1	male	-0.135627886	meanmale
TRINITY_DN134085_c3_g2_i2	1	male	4.32540202	meanmale
TRINITY_DN134097_c3_g1_i1	3	male	6.661817602	meanmale
TRINITY_DN134100_c3_g1_i5	5	male	6.781839106	meanmale
TRINITY_DN134100_c3_g3_i1	5	male	4.042316564	meanmale
TRINITY_DN134101_c0_g2_i6	1	male	-0.642696164	meanmale
TRINITY_DN134113_c0_g1_i1	1	male	0.510471979	meanmale
TRINITY_DN134114_c11_g1_i2	1	male	5.012677087	meanmale
TRINITY_DN134115_c0_g10_i1	3	male	3.939968285	meanmale
TRINITY_DN134115_c0_g16_i2	3	male	3.877196113	meanmale
TRINITY_DN134115_c0_g2_i1	3	male	2.741163869	meanmale
TRINITY_DN134130_c0_g2_i4	1	male	0.423868251	meanmale
TRINITY_DN134133_c0_g1_i2	1	male	1.92330733	meanmale
TRINITY_DN134141_c1_g6_i1	1	male	4.342024283	meanmale
TRINITY_DN134142_c5_g1_i2	1	male	1.671526447	meanmale
TRINITY_DN134143_c0_g1_i1	3	male	1.597549179	meanmale
TRINITY_DN134146_c2_g1_i2	1	male	2.10111683	meanmale
TRINITY_DN134152_c0_g1_i1	1	male	3.663435539	meanmale
TRINITY_DN134155_c1_g3_i2	1	male	3.577633128	meanmale
TRINITY_DN134159_c0_g4_i2	1	male	0.03671353	meanmale
TRINITY_DN134162_c0_g1_i2	1	male	3.144690926	meanmale
TRINITY_DN134162_c0_g2_i1	1	male	1.701776463	meanmale
TRINITY_DN134174_c1_g1_i3	1	male	5.106047573	meanmale
TRINITY_DN134176_c1_g1_i2	3	male	0.919592504	meanmale
TRINITY_DN134181_c0_g12_i1	1	male	3.393966589	meanmale
TRINITY_DN134183_c12_g1_i1	1	male	2.243505551	meanmale
TRINITY_DN134184_c4_g1_i1	1	male	1.51592732	meanmale
TRINITY_DN134188_c0_g1_i1	1	male	0.709514145	meanmale
TRINITY_DN134189_c0_g2_i3	1	male	2.797748299	meanmale
