gid	tau	tissue	stage
TRINITY_DN114586_c0_g1_i1	0.230754748	Brain_fmean	G46
TRINITY_DN132809_c8_g1_i2	0.486496662	Testis_mean	G46
TRINITY_DN127462_c5_g9_i6	0.223646531	G23_fmean	G46
TRINITY_DN120936_c0_g1_i1	0.194582401	Ovary_mean	G46
TRINITY_DN123834_c0_g1_i1	0.262686362	Ovary_mean	G46
TRINITY_DN115562_c0_g2_i2	0.544950897	G43_F_mean	G46
TRINITY_DN118066_c1_g1_i1	0.233557536	Brain_fmean	G46
TRINITY_DN132252_c3_g1_i1	0.330022734	Ovary_mean	G46
TRINITY_DN119721_c1_g1_i2	0.237489147	Brain_mmean	G46
TRINITY_DN131144_c0_g2_i3	0.626999026	Liver_fmean	G46
TRINITY_DN129523_c0_g4_i3	0.59003442	Brain_fmean	G46
TRINITY_DN129261_c1_g2_i3	0.324509896	Ovary_mean	G46
TRINITY_DN116676_c0_g2_i2	0.30130573	Ovary_mean	G46
TRINITY_DN129105_c2_g6_i2	0.278434889	Ovary_mean	G46
TRINITY_DN132176_c6_g1_i1	0.284546995	Ovary_mean	G46
TRINITY_DN132653_c4_g1_i2	0.273004653	Ovary_mean	G46
TRINITY_DN124210_c1_g2_i4	0.685519432	G46_M_mean	G46
TRINITY_DN116298_c0_g1_i2	0.218693406	G46_F_mean	G46
TRINITY_DN131669_c4_g1_i1	0.28532219	Ovary_mean	G46
TRINITY_DN135942_c3_g1_i3	0.144056273	G46_F_mean	G46
TRINITY_DN130262_c0_g1_i1	0.416760097	G43_M_mean	G46
TRINITY_DN122106_c0_g1_i1	0.311003549	Ovary_mean	G46
TRINITY_DN134881_c2_g1_i3	0.264880421	G46_M_mean	G46
TRINITY_DN136529_c1_g2_i1	0.6124164	Ovary_mean	G46
TRINITY_DN131433_c1_g1_i2	0.22233494	Brain_mmean	G46
TRINITY_DN130373_c6_g1_i2	0.281211616	Ovary_mean	G46
TRINITY_DN136154_c1_g3_i1	0.043482097	G43_M_mean	G46
TRINITY_DN128219_c3_g3_i1	0.690409546	G43_F_mean	G46
TRINITY_DN125422_c0_g1_i1	0.436260043	Brain_mmean	G46
TRINITY_DN93194_c0_g1_i1	0.472886001	G43_F_mean	G46
TRINITY_DN132187_c1_g1_i2	0.250786324	Testis_mean	G46
TRINITY_DN132043_c0_g1_i2	0.631238064	Ovary_mean	G46
TRINITY_DN115662_c0_g1_i1	0.216952235	Ovary_mean	G46
TRINITY_DN119122_c0_g1_i3	0.431273488	Ovary_mean	G46
TRINITY_DN124031_c2_g4_i1	0.607111131	Brain_mmean	G46
TRINITY_DN133220_c5_g1_i1	0.230519114	G43_M_mean	G46
TRINITY_DN130580_c2_g7_i4	0.555711386	Brain_mmean	G46
TRINITY_DN126551_c0_g2_i5	0.376131341	Ovary_mean	G46
TRINITY_DN123838_c1_g2_i2	0.25016989	Ovary_mean	G46
TRINITY_DN132864_c0_g3_i1	0.355393142	Brain_fmean	G46
TRINITY_DN130492_c2_g3_i1	0.347565128	Ovary_mean	G46
TRINITY_DN115583_c1_g1_i1	0.392652668	Ovary_mean	G46
TRINITY_DN119978_c0_g1_i1	0.152351879	Ovary_mean	G46
TRINITY_DN128634_c0_g1_i1	0.354361224	Ovary_mean	G46
TRINITY_DN133666_c1_g2_i2	0.365785583	Ovary_mean	G46
TRINITY_DN124464_c11_g4_i4	0.314608446	Brain_mmean	G46
TRINITY_DN129752_c4_g11_i1	0.231728281	Brain_mmean	G46
TRINITY_DN126907_c7_g1_i5	0.332187357	Testis_mean	G46
TRINITY_DN125851_c4_g2_i4	0.135946156	G23_fmean	G46
TRINITY_DN130764_c3_g2_i4	0.338462461	G43_M_mean	G46
TRINITY_DN118984_c1_g1_i1	0.557868708	Liver_fmean	G46
TRINITY_DN105250_c0_g1_i2	0.260473284	Brain_fmean	G46
TRINITY_DN123327_c0_g1_i1	0.406997234	Brain_mmean	G46
TRINITY_DN123926_c0_g2_i1	0.413626524	G43_M_mean	G46
TRINITY_DN134910_c0_g2_i3	0.316181226	Ovary_mean	G46
TRINITY_DN127575_c5_g1_i3	0.121215893	G23_fmean	G46
TRINITY_DN152752_c0_g1_i1	0.229259718	Ovary_mean	G46
TRINITY_DN118788_c0_g1_i1	0.784641634	G43_F_mean	G46
TRINITY_DN124193_c2_g2_i3	0.233452652	G27_mmean	G46
TRINITY_DN136005_c1_g1_i1	0.500016357	Brain_fmean	G46
TRINITY_DN133597_c0_g2_i1	0.119972868	Ovary_mean	G46
TRINITY_DN129521_c3_g1_i1	0.29065119	G23_mmean	G46
TRINITY_DN124439_c0_g2_i1	0.832627907	G43_M_mean	G46
TRINITY_DN123028_c3_g1_i2	0.274350858	Brain_mmean	G46
TRINITY_DN108683_c0_g3_i1	0.126396601	G23_mmean	G46
TRINITY_DN128624_c2_g1_i2	0.335340559	Ovary_mean	G46
TRINITY_DN131361_c6_g3_i3	0.363201378	Ovary_mean	G46
TRINITY_DN131582_c0_g3_i1	0.271056245	G23_fmean	G46
TRINITY_DN87751_c0_g2_i1	0.146093847	G23_mmean	G46
TRINITY_DN133746_c0_g3_i2	0.339288104	Brain_mmean	G46
TRINITY_DN123442_c0_g2_i1	0.358132722	Ovary_mean	G46
TRINITY_DN130021_c0_g6_i1	0.229610721	Liver_fmean	G46
TRINITY_DN135089_c4_g1_i1	0.491475969	Brain_fmean	G46
TRINITY_DN115767_c0_g1_i3	0.188145734	G23_fmean	G46
TRINITY_DN127281_c1_g1_i3	0.553225849	Liver_fmean	G46
TRINITY_DN123626_c0_g1_i1	0.397727441	G23_fmean	G46
TRINITY_DN133356_c4_g1_i3	0.179219205	G23_mmean	G46
TRINITY_DN131400_c1_g1_i1	0.632666088	Brain_mmean	G46
TRINITY_DN131594_c0_g1_i3	0.197833263	G23_fmean	G46
TRINITY_DN132732_c0_g2_i2	0.56019762	Ovary_mean	G46
TRINITY_DN127749_c2_g2_i1	0.484653153	Ovary_mean	G46
TRINITY_DN125718_c0_g3_i1	0.496263814	Ovary_mean	G46
TRINITY_DN67326_c0_g2_i1	0.753964949	G46_M_mean	G46
TRINITY_DN125759_c1_g1_i1	0.426190995	G46_M_mean	G46
TRINITY_DN130792_c5_g2_i3	0.424036072	G43_F_mean	G46
TRINITY_DN127151_c1_g2_i1	0.060381836	Testis_mean	G46
TRINITY_DN122994_c0_g1_i1	0.308207643	Ovary_mean	G46
TRINITY_DN130193_c8_g1_i3	0.24105417	Ovary_mean	G46
TRINITY_DN135037_c6_g3_i7	0.48028768	Brain_mmean	G46
TRINITY_DN130993_c5_g2_i1	0.35258994	Brain_fmean	G46
TRINITY_DN108146_c0_g1_i2	0.212059109	Brain_fmean	G46
TRINITY_DN128381_c1_g1_i1	0.804158169	G46_F_mean	G46
TRINITY_DN118833_c0_g1_i2	0.67162781	Ovary_mean	G46
TRINITY_DN130085_c0_g4_i1	0.914627598	Liver_fmean	G46
TRINITY_DN124121_c0_g2_i10	0.682461211	G46_M_mean	G46
TRINITY_DN132863_c1_g1_i1	0.370865028	Brain_mmean	G46
TRINITY_DN129760_c3_g2_i1	0.444207892	Ovary_mean	G46
TRINITY_DN122809_c1_g1_i1	0.435436439	Brain_mmean	G46
TRINITY_DN128948_c4_g1_i1	0.21451029	G23_mmean	G46
TRINITY_DN116935_c0_g1_i1	0.168744562	Ovary_mean	G46
TRINITY_DN129009_c1_g1_i3	0.523261913	Ovary_mean	G46
TRINITY_DN126025_c7_g3_i1	0.669346461	Ovary_mean	G46
TRINITY_DN136704_c14_g1_i1	0.386960842	Brain_mmean	G46
TRINITY_DN118592_c1_g1_i3	0.427331961	Brain_fmean	G46
TRINITY_DN122173_c0_g1_i1	0.583163158	Ovary_mean	G46
TRINITY_DN110349_c0_g1_i1	0.475690645	Ovary_mean	G46
TRINITY_DN125885_c4_g3_i1	0.179221886	G23_fmean	G46
TRINITY_DN116156_c0_g2_i1	0.241438134	Brain_mmean	G46
TRINITY_DN134131_c2_g2_i1	0.434610432	G31_fmean	G46
TRINITY_DN127113_c0_g1_i2	0.238940596	Ovary_mean	G46
TRINITY_DN118126_c0_g1_i1	0.140103828	G23_mmean	G46
TRINITY_DN122611_c2_g3_i4	0.21234437	Ovary_mean	G46
TRINITY_DN134366_c2_g2_i4	0.390748911	Ovary_mean	G46
TRINITY_DN130456_c4_g1_i1	0.380773243	G43_F_mean	G46
TRINITY_DN116973_c0_g2_i5	0.321980405	Testis_mean	G46
TRINITY_DN87240_c0_g1_i1	0.497562272	Brain_mmean	G46
TRINITY_DN127072_c5_g2_i1	0.564543705	Ovary_mean	G46
TRINITY_DN134476_c5_g6_i3	0.375236178	Ovary_mean	G46
TRINITY_DN118479_c0_g1_i1	0.553254643	Ovary_mean	G46
TRINITY_DN117015_c2_g1_i2	0.517785523	Liver_fmean	G46
TRINITY_DN135490_c1_g1_i2	0.388464683	Brain_mmean	G46
TRINITY_DN127525_c2_g1_i6	0.281935639	G43_M_mean	G46
TRINITY_DN130250_c2_g1_i1	0.423435908	G43_M_mean	G46
TRINITY_DN136542_c1_g3_i1	0.644762789	Liver_fmean	G46
TRINITY_DN118297_c0_g2_i1	0.468552323	Ovary_mean	G46
TRINITY_DN121182_c1_g2_i2	0.243535645	Testis_mean	G46
TRINITY_DN128954_c1_g1_i4	0.357113346	G43_M_mean	G46
TRINITY_DN131409_c0_g1_i2	0.09632391	Testis_mean	G46
TRINITY_DN122622_c0_g3_i14	0.230053695	Testis_mean	G46
TRINITY_DN132719_c0_g1_i3	0.169695204	Brain_fmean	G46
TRINITY_DN125849_c3_g2_i1	0.371431608	Ovary_mean	G46
TRINITY_DN104919_c0_g1_i1	0.118203734	Brain_fmean	G46
TRINITY_DN136422_c3_g1_i2	0.341048727	G43_F_mean	G46
TRINITY_DN179808_c0_g1_i1	0.202183028	Ovary_mean	G46
TRINITY_DN133920_c0_g7_i2	0.4636313	Ovary_mean	G46
TRINITY_DN130506_c0_g1_i2	0.514303094	Brain_fmean	G46
TRINITY_DN127372_c5_g1_i6	0.360465815	Ovary_mean	G46
TRINITY_DN132452_c4_g3_i2	0.33316821	Ovary_mean	G46
TRINITY_DN116830_c0_g1_i1	0.22249264	Ovary_mean	G46
TRINITY_DN118294_c0_g1_i2	0.334830134	G43_M_mean	G46
TRINITY_DN127319_c0_g4_i3	0.340239935	Brain_mmean	G46
TRINITY_DN133983_c9_g1_i6	0.394912044	Brain_fmean	G46
TRINITY_DN127680_c4_g2_i3	0.084212658	Testis_mean	G46
TRINITY_DN132157_c1_g3_i1	0.797013591	G46_M_mean	G46
TRINITY_DN129744_c0_g1_i2	0.451554941	Testis_mean	G46
TRINITY_DN134510_c4_g4_i4	0.300851806	G23_mmean	G46
TRINITY_DN128683_c0_g1_i2	0.667829272	G27_fmean	G46
TRINITY_DN124650_c4_g3_i2	0.540027222	Ovary_mean	G46
TRINITY_DN129454_c4_g3_i3	0.471943041	Ovary_mean	G46
TRINITY_DN125574_c0_g1_i3	0.434389902	Ovary_mean	G46
TRINITY_DN110454_c0_g5_i1	0.31878641	Brain_mmean	G46
TRINITY_DN134436_c0_g1_i2	0.346069521	Brain_fmean	G46
TRINITY_DN117147_c0_g3_i2	0.281135332	Ovary_mean	G46
TRINITY_DN119762_c1_g1_i1	0.3517819	Ovary_mean	G46
TRINITY_DN126149_c3_g1_i1	0.610379932	G43_M_mean	G46
TRINITY_DN126701_c6_g2_i1	0.454461059	Ovary_mean	G46
TRINITY_DN128810_c1_g5_i4	0.16799382	Testis_mean	G46
TRINITY_DN122981_c1_g1_i4	0.52064977	Brain_fmean	G46
TRINITY_DN133494_c5_g7_i2	0.54218524	Liver_fmean	G46
TRINITY_DN128374_c0_g17_i2	0.486613446	Ovary_mean	G46
TRINITY_DN131122_c2_g1_i4	0.207504964	Brain_fmean	G46
TRINITY_DN130374_c0_g2_i3	0.277222298	Brain_mmean	G46
TRINITY_DN114784_c0_g1_i2	0.722809826	Ovary_mean	G46
TRINITY_DN125860_c0_g1_i1	0.558149489	G27_mmean	G46
TRINITY_DN115111_c0_g1_i1	0.097294457	G43_F_mean	G46
TRINITY_DN116092_c0_g3_i1	0.304260153	G46_M_mean	G46
TRINITY_DN116861_c0_g1_i1	0.281165875	G46_F_mean	G46
TRINITY_DN135574_c5_g5_i2	0.161839082	Brain_mmean	G46
TRINITY_DN123719_c0_g1_i4	0.150634803	G27_mmean	G46
TRINITY_DN102167_c0_g1_i2	0.29869715	Ovary_mean	G46
TRINITY_DN95968_c0_g1_i1	0.253639753	Testis_mean	G46
TRINITY_DN129170_c1_g2_i2	0.086875192	Testis_mean	G46
TRINITY_DN129896_c0_g2_i2	0.601837297	G46_F_mean	G46
TRINITY_DN132619_c0_g1_i1	0.329333451	Ovary_mean	G46
TRINITY_DN118779_c0_g1_i2	0.499841958	Ovary_mean	G46
TRINITY_DN128741_c0_g1_i7	0.226808405	Brain_fmean	G46
TRINITY_DN127031_c0_g2_i3	0.094807387	Liver_fmean	G46
TRINITY_DN119686_c0_g1_i1	0.072540611	Brain_mmean	G46
TRINITY_DN111338_c0_g1_i1	0.177308433	G43_F_mean	G46
TRINITY_DN131158_c5_g3_i1	0.166860224	Liver_fmean	G46
TRINITY_DN117533_c1_g1_i2	0.211387415	G43_M_mean	G46
TRINITY_DN122053_c1_g2_i1	0.642128591	G46_M_mean	G46
TRINITY_DN136016_c2_g1_i1	0.248650769	Ovary_mean	G46
TRINITY_DN121671_c0_g1_i1	0.127419754	G27_fmean	G46
TRINITY_DN136551_c1_g1_i3	0.552658028	Brain_mmean	G46
TRINITY_DN118206_c0_g1_i1	0.239667362	Testis_mean	G46
TRINITY_DN128225_c4_g1_i1	0.528642153	G31_fmean	G46
TRINITY_DN101457_c0_g1_i1	0.484065879	Ovary_mean	G46
TRINITY_DN131156_c0_g1_i6	0.5386353	Brain_fmean	G46
TRINITY_DN135736_c3_g10_i2	0.534565975	Liver_fmean	G46
TRINITY_DN134474_c4_g1_i1	0.333160742	Ovary_mean	G46
TRINITY_DN123781_c4_g1_i1	0.291030285	G43_F_mean	G46
TRINITY_DN136380_c2_g3_i16	0.422564229	Brain_mmean	G46
TRINITY_DN134098_c2_g2_i7	0.445764612	Brain_fmean	G46
TRINITY_DN122887_c4_g1_i2	0.396077883	Brain_mmean	G46
TRINITY_DN132091_c0_g2_i1	0.08339667	Testis_mean	G46
TRINITY_DN122175_c0_g1_i1	0.305447333	G46_M_mean	G46
TRINITY_DN128018_c0_g2_i1	0.167261344	G23_mmean	G46
TRINITY_DN133323_c0_g1_i1	0.37640172	G23_fmean	G46
TRINITY_DN87865_c0_g1_i1	0.307144114	Ovary_mean	G46
TRINITY_DN109124_c0_g2_i2	0.234747656	Brain_mmean	G46
TRINITY_DN134620_c2_g1_i1	0.411088708	Liver_mmean	G46
TRINITY_DN134491_c1_g1_i1	0.32073107	Ovary_mean	G46
TRINITY_DN131167_c2_g4_i4	0.374524616	Brain_fmean	G46
TRINITY_DN136331_c0_g3_i1	0.436739863	Liver_fmean	G46
TRINITY_DN132247_c1_g1_i2	0.467169778	Brain_fmean	G46
TRINITY_DN136220_c5_g10_i1	0.272135837	G46_M_mean	G46
TRINITY_DN122072_c1_g3_i3	0.347407786	Ovary_mean	G46
TRINITY_DN125443_c1_g1_i4	0.369734538	Ovary_mean	G46
TRINITY_DN124916_c1_g3_i6	0.413216047	G31_fmean	G46
TRINITY_DN125990_c2_g2_i7	0.12223011	G43_M_mean	G46
TRINITY_DN122678_c0_g1_i1	0.674595891	Ovary_mean	G46
TRINITY_DN132012_c5_g2_i1	0.527862488	Ovary_mean	G46
TRINITY_DN127011_c1_g2_i4	0.103644396	Testis_mean	G46
TRINITY_DN115966_c0_g2_i1	0.215182355	G23_fmean	G46
TRINITY_DN130716_c0_g8_i1	0.375768905	G46_M_mean	G46
TRINITY_DN119340_c0_g1_i1	0.179435827	Ovary_mean	G46
TRINITY_DN124339_c5_g3_i1	0.351731372	G46_F_mean	G46
TRINITY_DN134321_c0_g1_i2	0.114325675	Brain_fmean	G46
TRINITY_DN113525_c0_g1_i1	0.202097627	G43_F_mean	G46
TRINITY_DN128983_c1_g1_i5	0.432162775	Testis_mean	G46
TRINITY_DN136550_c2_g5_i2	0.224116667	Ovary_mean	G46
TRINITY_DN125909_c3_g1_i1	0.275870672	Ovary_mean	G46
TRINITY_DN116294_c1_g1_i2	0.214619999	Ovary_mean	G46
TRINITY_DN132883_c2_g3_i1	0.204371906	Brain_fmean	G46
TRINITY_DN136179_c0_g4_i5	0.267213493	G23_fmean	G46
TRINITY_DN131685_c1_g4_i2	0.336268632	Ovary_mean	G46
TRINITY_DN125453_c0_g2_i1	0.37821111	Ovary_mean	G46
TRINITY_DN133840_c1_g1_i1	0.331311408	G43_F_mean	G46
TRINITY_DN128433_c0_g1_i2	0.158766187	Liver_fmean	G46
TRINITY_DN130820_c7_g1_i3	0.506567256	Ovary_mean	G46
TRINITY_DN131707_c0_g8_i1	0.105462223	Testis_mean	G46
TRINITY_DN130155_c0_g2_i2	0.250723928	Ovary_mean	G46
TRINITY_DN119839_c0_g5_i2	0.476548813	G31_mmean	G46
TRINITY_DN129844_c3_g1_i2	0.194852049	G43_M_mean	G46
TRINITY_DN134711_c6_g1_i1	0.482443421	Ovary_mean	G46
TRINITY_DN133285_c0_g1_i1	0.352692842	G23_mmean	G46
TRINITY_DN127557_c7_g1_i3	0.304377508	G46_M_mean	G46
TRINITY_DN126499_c3_g4_i2	0.475190044	Ovary_mean	G46
TRINITY_DN87328_c0_g1_i2	0.84680428	G46_M_mean	G46
TRINITY_DN126015_c0_g1_i5	0.110421939	G27_fmean	G46
TRINITY_DN128082_c1_g3_i6	0.224504907	G23_mmean	G46
TRINITY_DN133758_c1_g6_i4	0.136429123	Brain_fmean	G46
TRINITY_DN132977_c0_g1_i4	0.152982054	Brain_mmean	G46
TRINITY_DN126586_c0_g1_i1	0.1721516	Ovary_mean	G46
TRINITY_DN129526_c5_g2_i1	0.304965699	G23_mmean	G46
TRINITY_DN134821_c2_g1_i3	0.648215642	Liver_fmean	G46
TRINITY_DN208714_c0_g1_i1	0.151995298	G43_F_mean	G46
TRINITY_DN129212_c1_g4_i5	0.233313652	Ovary_mean	G46
TRINITY_DN134751_c2_g1_i2	0.087727279	Testis_mean	G46
TRINITY_DN127178_c0_g3_i8	0.56783119	Ovary_mean	G46
TRINITY_DN131259_c10_g2_i2	0.194044223	Testis_mean	G46
TRINITY_DN124616_c4_g5_i1	0.344727064	Brain_mmean	G46
TRINITY_DN101610_c0_g2_i1	0.176829961	G43_F_mean	G46
TRINITY_DN130932_c0_g4_i5	0.528539149	Liver_fmean	G46
TRINITY_DN121882_c0_g1_i1	0.864235459	Ovary_mean	G46
TRINITY_DN37225_c0_g2_i1	0.928239403	Liver_fmean	G46
TRINITY_DN115244_c0_g1_i1	0.40142812	Ovary_mean	G46
TRINITY_DN113752_c0_g1_i2	0.283993053	Brain_fmean	G46
TRINITY_DN135625_c1_g1_i3	0.406440029	Ovary_mean	G46
TRINITY_DN130995_c1_g1_i1	0.307959766	Brain_mmean	G46
TRINITY_DN134022_c5_g1_i6	0.358634742	Brain_fmean	G46
TRINITY_DN121635_c0_g1_i1	0.175853409	Brain_mmean	G46
TRINITY_DN129152_c2_g2_i1	0.800005395	G43_M_mean	G46
TRINITY_DN136125_c3_g2_i2	0.350576784	Testis_mean	G46
TRINITY_DN124890_c0_g1_i3	0.208861282	Testis_mean	G46
TRINITY_DN121797_c0_g1_i2	0.760072701	G46_M_mean	G46
TRINITY_DN123210_c0_g1_i2	0.462063254	Liver_fmean	G46
TRINITY_DN117810_c0_g1_i1	0.378979451	Brain_mmean	G46
TRINITY_DN109669_c1_g2_i1	0.576379491	Ovary_mean	G46
TRINITY_DN119023_c7_g1_i1	0.303052659	Ovary_mean	G46
TRINITY_DN130264_c0_g5_i6	0.206008043	Brain_mmean	G46
TRINITY_DN126997_c2_g2_i8	0.24362245	Ovary_mean	G46
TRINITY_DN92573_c0_g1_i1	0.359076675	Ovary_mean	G46
TRINITY_DN124348_c0_g2_i1	0.565401725	Brain_mmean	G46
TRINITY_DN132235_c2_g1_i3	0.332709497	Ovary_mean	G46
TRINITY_DN132796_c0_g1_i6	0.431402547	Brain_mmean	G46
TRINITY_DN120524_c0_g2_i6	0.175910279	Brain_fmean	G46
TRINITY_DN135060_c1_g2_i12	0.484652711	Brain_mmean	G46
TRINITY_DN136107_c0_g1_i2	0.359428863	Brain_fmean	G46
TRINITY_DN87383_c0_g1_i1	0.557828678	Ovary_mean	G46
TRINITY_DN119696_c0_g1_i1	0.380582782	G43_F_mean	G46
TRINITY_DN128977_c2_g4_i1	0.460235971	Brain_mmean	G46
TRINITY_DN123612_c1_g1_i5	0.152238642	G23_fmean	G46
TRINITY_DN132547_c1_g4_i1	0.401758439	Brain_fmean	G46
TRINITY_DN118022_c0_g1_i1	0.444203772	G23_mmean	G46
TRINITY_DN135430_c5_g7_i2	0.597153504	Testis_mean	G46
TRINITY_DN134383_c0_g2_i1	0.077190335	Testis_mean	G46
TRINITY_DN134404_c1_g17_i1	0.420855039	G43_F_mean	G46
TRINITY_DN130631_c0_g1_i1	0.127793768	G46_F_mean	G46
TRINITY_DN109666_c0_g1_i1	0.884110453	Ovary_mean	G46
TRINITY_DN121320_c0_g1_i1	0.224379734	Liver_mmean	G46
TRINITY_DN126849_c4_g1_i2	0.293942009	G27_fmean	G46
TRINITY_DN130318_c0_g1_i1	0.339873216	G23_fmean	G46
TRINITY_DN136467_c6_g5_i1	0.439460618	Brain_mmean	G46
TRINITY_DN128487_c0_g1_i2	0.230057052	Brain_mmean	G46
TRINITY_DN127665_c2_g1_i2	0.254641558	Brain_mmean	G46
TRINITY_DN126413_c0_g2_i1	0.201021133	G23_mmean	G46
TRINITY_DN120694_c0_g1_i2	0.635589967	G46_M_mean	G46
TRINITY_DN133394_c6_g1_i2	0.520421831	Brain_mmean	G46
TRINITY_DN134891_c1_g1_i2	0.318184975	Ovary_mean	G46
TRINITY_DN133583_c0_g1_i3	0.174364379	G23_mmean	G46
TRINITY_DN125422_c1_g3_i2	0.796738941	G46_M_mean	G46
TRINITY_DN133117_c1_g2_i4	0.929913544	Ovary_mean	G46
TRINITY_DN134001_c2_g2_i1	0.169357761	Brain_mmean	G46
TRINITY_DN123703_c1_g1_i1	0.208457222	Ovary_mean	G46
TRINITY_DN133276_c0_g2_i3	0.379309207	Brain_mmean	G46
TRINITY_DN106447_c0_g1_i1	0.24221479	Ovary_mean	G46
TRINITY_DN115473_c0_g3_i2	0.450349471	Ovary_mean	G46
TRINITY_DN125374_c0_g1_i2	0.364749942	G23_fmean	G46
TRINITY_DN127150_c4_g6_i2	0.448301387	Ovary_mean	G46
TRINITY_DN129592_c2_g1_i2	0.325334019	Ovary_mean	G46
TRINITY_DN121590_c0_g1_i1	0.102754881	Brain_mmean	G46
TRINITY_DN120448_c1_g1_i3	0.49669166	Liver_fmean	G46
TRINITY_DN133263_c0_g1_i1	0.336165194	Ovary_mean	G46
TRINITY_DN133034_c0_g8_i2	0.270046972	G46_M_mean	G46
TRINITY_DN111683_c1_g1_i1	0.166761362	G23_fmean	G46
TRINITY_DN129431_c3_g2_i3	0.358252404	Ovary_mean	G46
TRINITY_DN118978_c0_g1_i1	0.340701951	Ovary_mean	G46
TRINITY_DN134510_c3_g1_i1	0.186641022	Ovary_mean	G46
TRINITY_DN105472_c0_g3_i2	0.300659375	Ovary_mean	G46
TRINITY_DN131566_c3_g19_i1	0.352268667	Ovary_mean	G46
TRINITY_DN121191_c0_g1_i3	0.459938711	Brain_mmean	G46
TRINITY_DN129754_c0_g2_i2	0.446806752	Ovary_mean	G46
TRINITY_DN123371_c1_g1_i1	0.319918989	G31_fmean	G46
TRINITY_DN136394_c9_g1_i1	0.209860782	G43_M_mean	G46
TRINITY_DN119773_c0_g1_i1	0.418717627	G23_mmean	G46
TRINITY_DN95674_c0_g1_i2	0.46942322	G46_M_mean	G46
TRINITY_DN131035_c0_g3_i2	0.401866908	Liver_fmean	G46
TRINITY_DN123745_c0_g1_i2	0.158834143	Brain_fmean	G46
TRINITY_DN133600_c2_g1_i2	0.349355584	Brain_mmean	G46
TRINITY_DN134876_c3_g1_i3	0.36433818	Brain_mmean	G46
TRINITY_DN124049_c5_g4_i1	0.431217844	Brain_mmean	G46
TRINITY_DN122909_c5_g4_i5	0.166407805	G23_mmean	G46
TRINITY_DN119297_c0_g1_i1	0.225511685	Brain_mmean	G46
TRINITY_DN122746_c3_g1_i3	0.351191484	Testis_mean	G46
TRINITY_DN115261_c0_g1_i1	0.479075851	Ovary_mean	G46
TRINITY_DN129454_c4_g4_i2	0.357969834	Brain_mmean	G46
TRINITY_DN133540_c1_g1_i2	0.220329257	G43_M_mean	G46
TRINITY_DN128948_c4_g4_i1	0.181277101	G23_fmean	G46
TRINITY_DN63296_c0_g2_i1	0.326494959	Testis_mean	G46
TRINITY_DN120746_c0_g3_i1	0.147349377	Ovary_mean	G46
TRINITY_DN119736_c0_g1_i3	0.365481585	Ovary_mean	G46
TRINITY_DN128419_c0_g2_i2	0.398097352	Ovary_mean	G46
TRINITY_DN132365_c2_g1_i2	0.191127381	G43_M_mean	G46
TRINITY_DN118313_c2_g8_i1	0.170065155	G43_M_mean	G46
TRINITY_DN123189_c2_g7_i4	0.431177879	Ovary_mean	G46
TRINITY_DN133357_c2_g6_i5	0.54082569	G46_M_mean	G46
TRINITY_DN136406_c5_g2_i1	0.287656355	Brain_mmean	G46
TRINITY_DN116160_c0_g1_i4	0.567875416	Liver_fmean	G46
TRINITY_DN135577_c6_g6_i1	0.15738259	G31_mmean	G46
TRINITY_DN108709_c0_g1_i2	0.838866951	Testis_mean	G46
TRINITY_DN132129_c1_g1_i1	0.110264191	G46_M_mean	G46
TRINITY_DN125769_c0_g1_i1	0.232238548	G23_mmean	G46
TRINITY_DN128368_c0_g1_i1	0.335955737	Ovary_mean	G46
TRINITY_DN133497_c2_g1_i1	0.252873792	Ovary_mean	G46
TRINITY_DN132814_c0_g1_i5	0.485515147	Brain_fmean	G46
TRINITY_DN131583_c4_g2_i3	0.074910218	Testis_mean	G46
TRINITY_DN120153_c0_g1_i3	0.306703972	G43_M_mean	G46
TRINITY_DN123704_c2_g3_i1	0.651188873	G31_fmean	G46
TRINITY_DN134416_c7_g5_i2	0.140727864	Brain_mmean	G46
TRINITY_DN130247_c4_g3_i3	0.269138202	G23_mmean	G46
TRINITY_DN131469_c12_g1_i1	0.215936155	Brain_mmean	G46
TRINITY_DN129670_c3_g2_i2	0.276264808	G23_mmean	G46
TRINITY_DN121023_c0_g2_i1	0.523221949	Ovary_mean	G46
TRINITY_DN134164_c0_g3_i1	0.331151152	Ovary_mean	G46
TRINITY_DN125463_c5_g2_i5	0.214636234	G27_fmean	G46
TRINITY_DN209603_c0_g1_i1	0.489751796	Ovary_mean	G46
TRINITY_DN129676_c3_g4_i4	0.620416863	G46_M_mean	G46
TRINITY_DN126652_c0_g1_i1	0.154788202	G27_mmean	G46
TRINITY_DN127949_c1_g1_i8	0.201976451	Brain_mmean	G46
TRINITY_DN132480_c0_g2_i5	0.797507766	Testis_mean	G46
TRINITY_DN128172_c3_g5_i1	0.19879761	Brain_mmean	G46
TRINITY_DN124459_c0_g1_i1	0.470711365	Ovary_mean	G46
TRINITY_DN123842_c8_g2_i6	0.455989435	Ovary_mean	G46
TRINITY_DN126849_c6_g1_i4	0.316250443	Ovary_mean	G46
TRINITY_DN125381_c8_g4_i2	0.393424705	Brain_fmean	G46
TRINITY_DN121611_c0_g1_i3	0.577322812	Liver_mmean	G46
TRINITY_DN129573_c0_g1_i2	0.177499158	Brain_fmean	G46
TRINITY_DN121762_c0_g1_i2	0.204392234	Brain_mmean	G46
