gid	tau	tissue	stage
TRINITY_DN124385_c5_g1_i3	0.102260133	Brain_mmean	Liver
TRINITY_DN127027_c5_g1_i1	0.340727262	Brain_mmean	Liver
TRINITY_DN125129_c1_g1_i1	0.306275433	Brain_fmean	Liver
TRINITY_DN123763_c0_g1_i1	0.384772552	Ovary_mean	Liver
TRINITY_DN126350_c4_g2_i1	0.280142413	Testis_mean	Liver
TRINITY_DN121781_c0_g1_i1	0.209774811	Ovary_mean	Liver
TRINITY_DN128891_c2_g3_i1	0.23174165	Brain_fmean	Liver
TRINITY_DN105940_c0_g1_i2	0.562203372	Ovary_mean	Liver
TRINITY_DN103567_c0_g1_i1	0.209787303	Ovary_mean	Liver
TRINITY_DN135463_c0_g2_i4	0.358242209	Ovary_mean	Liver
TRINITY_DN109991_c0_g1_i2	0.217750635	Ovary_mean	Liver
TRINITY_DN125795_c0_g1_i6	0.147093742	G23_fmean	Liver
TRINITY_DN125863_c4_g4_i8	0.127312483	G43_M_mean	Liver
TRINITY_DN119447_c0_g1_i2	0.542264405	Liver_fmean	Liver
TRINITY_DN113183_c0_g1_i2	0.47624101	Ovary_mean	Liver
TRINITY_DN99877_c0_g1_i1	0.094401233	G27_fmean	Liver
TRINITY_DN126819_c0_g1_i1	0.353043842	Ovary_mean	Liver
TRINITY_DN121777_c0_g3_i3	0.200903743	Brain_mmean	Liver
TRINITY_DN112713_c0_g1_i3	0.441654255	G23_fmean	Liver
TRINITY_DN129914_c0_g1_i1	0.434635619	Brain_mmean	Liver
TRINITY_DN133130_c2_g1_i2	0.278644603	Ovary_mean	Liver
TRINITY_DN132846_c6_g3_i2	0.709909244	Liver_fmean	Liver
TRINITY_DN129091_c2_g1_i4	0.393768544	Ovary_mean	Liver
TRINITY_DN121583_c1_g3_i5	0.700259056	Liver_fmean	Liver
TRINITY_DN127527_c1_g4_i4	0.548228165	G46_M_mean	Liver
TRINITY_DN129140_c0_g6_i2	0.792646591	Liver_mmean	Liver
TRINITY_DN126492_c5_g1_i3	0.192048258	G43_F_mean	Liver
TRINITY_DN136086_c0_g1_i1	0.138961904	G43_M_mean	Liver
TRINITY_DN128611_c1_g5_i1	0.127198224	Testis_mean	Liver
TRINITY_DN120666_c0_g3_i2	0.290258033	Liver_fmean	Liver
TRINITY_DN132893_c1_g1_i5	0.48142383	Liver_fmean	Liver
TRINITY_DN9040_c0_g2_i1	0.128007879	G23_fmean	Liver
TRINITY_DN131295_c2_g2_i3	0.400703805	Brain_fmean	Liver
TRINITY_DN121301_c0_g2_i3	0.38287387	Liver_fmean	Liver
TRINITY_DN120518_c0_g1_i4	0.306800176	Ovary_mean	Liver
TRINITY_DN119782_c3_g3_i1	0.196830592	Brain_mmean	Liver
TRINITY_DN134872_c2_g1_i1	0.24247232	G27_mmean	Liver
TRINITY_DN133413_c0_g1_i1	0.588748702	G43_M_mean	Liver
TRINITY_DN111111_c0_g1_i1	0.410303573	Liver_fmean	Liver
TRINITY_DN118801_c0_g1_i2	0.097978909	G27_fmean	Liver
TRINITY_DN127247_c0_g1_i4	0.385545344	Ovary_mean	Liver
TRINITY_DN131773_c3_g1_i3	0.372575119	G46_M_mean	Liver
TRINITY_DN128728_c0_g2_i3	0.431588422	Liver_fmean	Liver
TRINITY_DN128948_c4_g3_i3	0.111816422	G23_mmean	Liver
TRINITY_DN133692_c2_g1_i1	0.484560423	Liver_mmean	Liver
TRINITY_DN114618_c0_g1_i5	0.090768624	Ovary_mean	Liver
TRINITY_DN131828_c1_g2_i3	0.416811121	Liver_mmean	Liver
TRINITY_DN130273_c0_g2_i12	0.366104562	Ovary_mean	Liver
TRINITY_DN128540_c3_g8_i1	0.245500851	G43_F_mean	Liver
TRINITY_DN134827_c1_g8_i1	0.110106063	Testis_mean	Liver
TRINITY_DN134212_c2_g6_i1	0.580421766	Liver_fmean	Liver
TRINITY_DN120444_c1_g1_i1	0.197085544	Brain_mmean	Liver
TRINITY_DN70684_c0_g1_i1	0.243899	Testis_mean	Liver
TRINITY_DN134863_c0_g5_i4	0.404983675	Brain_fmean	Liver
TRINITY_DN130192_c1_g2_i1	0.290682783	Ovary_mean	Liver
TRINITY_DN106948_c0_g1_i1	0.333735992	Ovary_mean	Liver
TRINITY_DN119338_c0_g1_i1	0.447996347	Ovary_mean	Liver
TRINITY_DN134161_c5_g2_i3	0.748379386	Ovary_mean	Liver
TRINITY_DN133534_c2_g6_i1	0.706769932	Liver_mmean	Liver
TRINITY_DN131219_c2_g2_i1	0.116123332	Ovary_mean	Liver
TRINITY_DN117831_c0_g2_i1	0.632078173	Liver_fmean	Liver
TRINITY_DN86402_c1_g1_i1	0.315442255	Ovary_mean	Liver
TRINITY_DN130789_c5_g2_i2	0.380688175	Ovary_mean	Liver
TRINITY_DN132731_c1_g1_i2	0.208745197	Ovary_mean	Liver
TRINITY_DN122502_c0_g1_i1	0.104494186	G43_M_mean	Liver
TRINITY_DN109242_c0_g2_i1	0.215011256	Ovary_mean	Liver
TRINITY_DN117885_c0_g1_i3	0.525950557	Liver_fmean	Liver
TRINITY_DN123750_c2_g7_i3	0.274101132	G46_F_mean	Liver
TRINITY_DN127544_c0_g1_i1	0.348111537	Ovary_mean	Liver
TRINITY_DN121831_c0_g1_i1	0.589624899	Liver_mmean	Liver
TRINITY_DN116261_c1_g1_i2	0.186080519	G27_fmean	Liver
TRINITY_DN129254_c5_g1_i2	0.505713597	Ovary_mean	Liver
TRINITY_DN121053_c0_g2_i1	0.14910228	Brain_mmean	Liver
TRINITY_DN115247_c0_g2_i1	0.124964921	G23_fmean	Liver
TRINITY_DN135127_c9_g1_i3	0.474054988	G43_M_mean	Liver
TRINITY_DN128909_c2_g1_i1	0.62984087	Liver_fmean	Liver
TRINITY_DN120814_c0_g1_i1	0.292832833	Brain_mmean	Liver
TRINITY_DN131290_c4_g1_i1	0.338342125	Ovary_mean	Liver
TRINITY_DN126165_c3_g1_i3	0.280300067	Liver_mmean	Liver
TRINITY_DN135224_c9_g2_i1	0.298737801	Ovary_mean	Liver
TRINITY_DN134748_c9_g1_i2	0.16584256	G46_M_mean	Liver
TRINITY_DN120237_c0_g2_i1	0.657172535	Liver_mmean	Liver
TRINITY_DN120337_c0_g1_i1	0.289132573	Brain_fmean	Liver
TRINITY_DN119455_c0_g1_i1	0.184380624	Brain_mmean	Liver
TRINITY_DN127832_c3_g1_i1	0.131569391	Testis_mean	Liver
TRINITY_DN130950_c1_g1_i4	0.110220237	G27_fmean	Liver
TRINITY_DN133534_c2_g9_i5	0.653662371	Liver_fmean	Liver
TRINITY_DN121451_c0_g1_i1	0.146709977	G23_fmean	Liver
TRINITY_DN133454_c1_g2_i1	0.277998467	Brain_fmean	Liver
TRINITY_DN120173_c0_g2_i5	0.18753282	Ovary_mean	Liver
TRINITY_DN125355_c0_g1_i1	0.21451724	G23_fmean	Liver
TRINITY_DN114459_c0_g1_i1	0.319528712	Ovary_mean	Liver
TRINITY_DN132479_c0_g1_i8	0.327310491	Liver_mmean	Liver
TRINITY_DN133415_c0_g1_i7	0.208227057	Liver_fmean	Liver
TRINITY_DN127630_c3_g2_i2	0.467204414	Ovary_mean	Liver
TRINITY_DN130482_c1_g2_i2	0.37170817	Liver_fmean	Liver
TRINITY_DN136406_c4_g1_i1	0.256578136	Liver_fmean	Liver
TRINITY_DN121336_c0_g2_i1	0.228903047	Ovary_mean	Liver
TRINITY_DN134234_c7_g1_i1	0.34869115	G43_M_mean	Liver
TRINITY_DN126537_c4_g3_i1	0.19865143	Brain_fmean	Liver
TRINITY_DN122124_c0_g1_i2	0.253774825	G23_fmean	Liver
TRINITY_DN125442_c1_g2_i2	0.685060193	Liver_fmean	Liver
TRINITY_DN135728_c6_g1_i1	0.373241445	G27_mmean	Liver
TRINITY_DN127813_c0_g1_i2	0.255762929	Testis_mean	Liver
TRINITY_DN117673_c0_g3_i3	0.202506947	G27_mmean	Liver
TRINITY_DN126529_c0_g3_i2	0.152059423	G23_mmean	Liver
TRINITY_DN129698_c3_g4_i2	0.673891473	G43_M_mean	Liver
TRINITY_DN129070_c6_g4_i4	0.558089647	Testis_mean	Liver
TRINITY_DN120852_c0_g1_i3	0.339829777	Ovary_mean	Liver
TRINITY_DN114915_c0_g1_i3	0.282205854	Testis_mean	Liver
TRINITY_DN122399_c0_g1_i2	0.463273654	Ovary_mean	Liver
TRINITY_DN125031_c0_g1_i1	0.187599726	Ovary_mean	Liver
TRINITY_DN105809_c0_g1_i1	0.147094962	Liver_mmean	Liver
TRINITY_DN136454_c5_g6_i2	0.31393177	Brain_mmean	Liver
TRINITY_DN110587_c0_g1_i1	0.120283759	Brain_fmean	Liver
TRINITY_DN136439_c1_g4_i1	0.188499088	Brain_fmean	Liver
TRINITY_DN130967_c1_g1_i1	0.167530245	Brain_mmean	Liver
TRINITY_DN124694_c2_g12_i2	0.295306055	Ovary_mean	Liver
TRINITY_DN121596_c6_g1_i1	0.439231035	Ovary_mean	Liver
TRINITY_DN122649_c5_g2_i5	0.318875559	Testis_mean	Liver
TRINITY_DN134130_c0_g2_i4	0.626510042	Liver_fmean	Liver
TRINITY_DN130317_c0_g5_i3	0.286922812	G27_mmean	Liver
TRINITY_DN129867_c0_g4_i8	0.529503849	Brain_fmean	Liver
TRINITY_DN129774_c0_g2_i2	0.299285049	Testis_mean	Liver
TRINITY_DN120411_c0_g1_i3	0.276215792	Ovary_mean	Liver
TRINITY_DN132176_c6_g2_i1	0.354244249	Ovary_mean	Liver
TRINITY_DN121679_c0_g4_i1	0.557742257	Testis_mean	Liver
TRINITY_DN128006_c0_g2_i1	0.361376742	G43_M_mean	Liver
TRINITY_DN134148_c3_g3_i1	0.222682791	Ovary_mean	Liver
TRINITY_DN123140_c4_g15_i2	0.371703461	Liver_fmean	Liver
TRINITY_DN130412_c6_g1_i1	0.188728702	Ovary_mean	Liver
TRINITY_DN130529_c4_g2_i2	0.190502324	Testis_mean	Liver
TRINITY_DN122083_c0_g2_i2	0.501525759	Ovary_mean	Liver
TRINITY_DN122447_c1_g1_i1	0.340931426	G43_M_mean	Liver
TRINITY_DN126858_c4_g3_i1	0.219602865	Brain_fmean	Liver
TRINITY_DN132735_c0_g1_i1	0.398247334	Brain_mmean	Liver
TRINITY_DN128158_c2_g1_i3	0.133594582	G23_mmean	Liver
TRINITY_DN115584_c0_g1_i1	0.20357752	Testis_mean	Liver
TRINITY_DN128222_c3_g3_i1	0.407049762	Brain_mmean	Liver
TRINITY_DN102365_c0_g1_i1	0.507290717	Ovary_mean	Liver
TRINITY_DN125663_c7_g4_i1	0.352057416	Ovary_mean	Liver
TRINITY_DN127290_c4_g3_i1	0.231214993	G43_M_mean	Liver
TRINITY_DN131082_c0_g1_i5	0.424386718	G43_M_mean	Liver
TRINITY_DN127416_c1_g1_i6	0.282258785	Brain_fmean	Liver
TRINITY_DN131045_c0_g4_i1	0.410970723	G43_M_mean	Liver
TRINITY_DN122665_c0_g1_i1	0.124807245	G23_fmean	Liver
TRINITY_DN134072_c0_g3_i1	0.229294619	Ovary_mean	Liver
TRINITY_DN130596_c3_g3_i1	0.364434554	Ovary_mean	Liver
TRINITY_DN126056_c8_g2_i3	0.610631648	Liver_fmean	Liver
TRINITY_DN115288_c0_g1_i1	0.409629281	Ovary_mean	Liver
TRINITY_DN134777_c1_g3_i3	0.201639846	Brain_mmean	Liver
TRINITY_DN133859_c1_g1_i1	0.446186663	Ovary_mean	Liver
TRINITY_DN131596_c0_g6_i1	0.172270835	G23_fmean	Liver
TRINITY_DN128514_c1_g2_i2	0.169958712	Brain_fmean	Liver
TRINITY_DN127534_c6_g1_i3	0.426991104	Ovary_mean	Liver
TRINITY_DN123145_c1_g2_i1	0.125156403	G23_fmean	Liver
TRINITY_DN121715_c0_g1_i1	0.371177185	Ovary_mean	Liver
TRINITY_DN120972_c0_g1_i1	0.259504563	G23_fmean	Liver
TRINITY_DN128158_c2_g2_i3	0.272319891	Brain_mmean	Liver
TRINITY_DN14037_c0_g1_i1	0.351969275	Ovary_mean	Liver
TRINITY_DN125191_c6_g1_i4	0.203112708	G23_fmean	Liver
TRINITY_DN117387_c0_g1_i3	0.392165472	Ovary_mean	Liver
TRINITY_DN129836_c0_g3_i3	0.332235247	Ovary_mean	Liver
TRINITY_DN130900_c2_g1_i1	0.214149044	Testis_mean	Liver
TRINITY_DN133899_c4_g3_i4	0.062884301	Testis_mean	Liver
TRINITY_DN125891_c2_g7_i2	0.398928948	G27_mmean	Liver
TRINITY_DN115636_c1_g1_i1	0.384132214	Liver_fmean	Liver
TRINITY_DN129827_c4_g3_i1	0.37423762	Ovary_mean	Liver
TRINITY_DN127287_c0_g1_i2	0.334191571	Ovary_mean	Liver
TRINITY_DN131837_c2_g1_i2	0.644647184	Liver_fmean	Liver
TRINITY_DN133482_c10_g3_i1	0.381259923	Liver_fmean	Liver
TRINITY_DN124001_c2_g1_i6	0.313558297	G46_M_mean	Liver
TRINITY_DN121585_c3_g5_i1	0.469805206	Brain_mmean	Liver
TRINITY_DN111568_c0_g1_i1	0.184555611	Ovary_mean	Liver
TRINITY_DN131313_c9_g2_i9	0.179761756	Brain_mmean	Liver
TRINITY_DN128761_c2_g3_i5	0.169397679	Brain_mmean	Liver
TRINITY_DN124621_c1_g3_i2	0.356263638	Ovary_mean	Liver
TRINITY_DN126051_c1_g4_i2	0.303543179	Ovary_mean	Liver
TRINITY_DN122389_c1_g3_i1	0.574573447	Liver_fmean	Liver
TRINITY_DN117670_c1_g2_i1	0.223137833	Ovary_mean	Liver
TRINITY_DN125689_c4_g1_i2	0.396650306	Ovary_mean	Liver
TRINITY_DN133736_c0_g1_i9	0.421400508	G27_fmean	Liver
TRINITY_DN80194_c0_g1_i1	0.381651137	Brain_mmean	Liver
TRINITY_DN134258_c1_g1_i5	0.328814264	Testis_mean	Liver
TRINITY_DN130416_c1_g1_i1	0.280696065	Brain_mmean	Liver
TRINITY_DN117578_c0_g2_i1	0.243785285	Ovary_mean	Liver
TRINITY_DN120861_c0_g3_i1	0.342665443	Brain_fmean	Liver
TRINITY_DN120688_c2_g1_i2	0.369261865	Ovary_mean	Liver
TRINITY_DN120323_c0_g1_i1	0.24925373	Liver_fmean	Liver
TRINITY_DN129992_c0_g1_i1	0.604841997	Brain_fmean	Liver
TRINITY_DN126362_c0_g1_i1	0.424875904	Brain_fmean	Liver
TRINITY_DN123003_c0_g1_i7	0.25675319	Brain_fmean	Liver
TRINITY_DN135326_c0_g10_i1	0.142123171	G23_mmean	Liver
TRINITY_DN133088_c5_g1_i1	0.264160065	Brain_fmean	Liver
TRINITY_DN133228_c4_g1_i1	0.352389403	Brain_mmean	Liver
TRINITY_DN115048_c0_g1_i2	0.182035179	Ovary_mean	Liver
TRINITY_DN135100_c1_g8_i1	0.188869119	Testis_mean	Liver
TRINITY_DN125258_c0_g1_i1	0.243899966	Brain_fmean	Liver
TRINITY_DN115040_c1_g4_i2	0.447887413	Liver_fmean	Liver
TRINITY_DN126764_c1_g5_i1	0.584431002	Liver_fmean	Liver
TRINITY_DN127758_c1_g1_i2	0.386921246	G46_M_mean	Liver
TRINITY_DN120399_c3_g2_i5	0.612758809	Liver_fmean	Liver
TRINITY_DN131307_c0_g1_i1	0.204591135	Testis_mean	Liver
TRINITY_DN125307_c6_g1_i1	0.706885343	Liver_fmean	Liver
TRINITY_DN125725_c0_g1_i2	0.455968492	Ovary_mean	Liver
TRINITY_DN123758_c9_g5_i1	0.197513276	G23_fmean	Liver
TRINITY_DN125544_c4_g1_i9	0.207424481	Brain_fmean	Liver
TRINITY_DN122144_c0_g2_i1	0.551064221	Ovary_mean	Liver
TRINITY_DN135337_c5_g4_i2	0.074405371	G27_fmean	Liver
TRINITY_DN130978_c4_g2_i2	0.218649135	G31_mmean	Liver
TRINITY_DN87915_c0_g2_i1	0.383010797	G46_F_mean	Liver
TRINITY_DN128195_c6_g6_i3	0.508275989	Testis_mean	Liver
TRINITY_DN129688_c1_g1_i2	0.24919182	Testis_mean	Liver
TRINITY_DN130347_c0_g1_i2	0.294904879	Ovary_mean	Liver
TRINITY_DN134199_c6_g2_i2	0.17448184	G43_M_mean	Liver
TRINITY_DN134707_c0_g6_i1	0.077134639	Testis_mean	Liver
TRINITY_DN116959_c0_g6_i1	0.131006185	Brain_fmean	Liver
TRINITY_DN126357_c1_g1_i2	0.376177104	Ovary_mean	Liver
TRINITY_DN130034_c2_g4_i1	0.532659567	Liver_mmean	Liver
TRINITY_DN19764_c0_g1_i1	0.967846587	Liver_fmean	Liver
TRINITY_DN125378_c4_g1_i2	0.5030081	Liver_fmean	Liver
TRINITY_DN125036_c2_g1_i1	0.2009503	Brain_mmean	Liver
TRINITY_DN126646_c2_g1_i1	0.214055529	G23_mmean	Liver
TRINITY_DN131543_c4_g1_i1	0.221243314	Liver_fmean	Liver
TRINITY_DN129669_c1_g4_i1	0.217596906	Brain_mmean	Liver
TRINITY_DN130548_c0_g1_i10	0.189732772	Brain_mmean	Liver
TRINITY_DN110970_c0_g1_i2	0.324137275	Liver_fmean	Liver
TRINITY_DN125723_c1_g1_i5	0.470979929	Ovary_mean	Liver
TRINITY_DN119095_c0_g2_i1	0.41489763	Ovary_mean	Liver
TRINITY_DN112081_c0_g3_i7	0.303035776	Ovary_mean	Liver
TRINITY_DN119534_c0_g3_i1	0.094143887	G23_mmean	Liver
TRINITY_DN125044_c1_g5_i2	0.258352954	Testis_mean	Liver
TRINITY_DN121485_c0_g1_i1	0.361881618	Ovary_mean	Liver
TRINITY_DN128137_c0_g2_i1	0.223196915	Ovary_mean	Liver
TRINITY_DN130752_c0_g2_i9	0.628560331	Brain_mmean	Liver
TRINITY_DN135948_c0_g1_i3	0.244015689	Ovary_mean	Liver
TRINITY_DN113124_c0_g1_i3	0.417879734	Ovary_mean	Liver
TRINITY_DN132866_c0_g1_i1	0.131878815	Brain_mmean	Liver
TRINITY_DN129350_c3_g1_i4	0.423917414	Liver_mmean	Liver
TRINITY_DN129813_c1_g8_i1	0.197930496	G23_mmean	Liver
TRINITY_DN126681_c2_g3_i8	0.274112338	G27_mmean	Liver
TRINITY_DN125104_c0_g8_i5	0.529354042	Liver_mmean	Liver
TRINITY_DN105307_c0_g1_i1	0.372751189	Liver_fmean	Liver
TRINITY_DN67779_c0_g1_i1	0.40261924	G43_M_mean	Liver
TRINITY_DN122962_c1_g2_i1	0.497955177	Liver_fmean	Liver
TRINITY_DN134961_c2_g5_i1	0.204631349	Ovary_mean	Liver
TRINITY_DN122574_c0_g1_i1	0.155546146	G23_fmean	Liver
TRINITY_DN95726_c0_g2_i1	0.209675127	Ovary_mean	Liver
TRINITY_DN122247_c0_g3_i8	0.251171223	G43_F_mean	Liver
TRINITY_DN122703_c0_g1_i3	0.435747833	G43_M_mean	Liver
TRINITY_DN133904_c0_g1_i14	0.279795771	Brain_fmean	Liver
TRINITY_DN125990_c1_g2_i2	0.199240272	Ovary_mean	Liver
TRINITY_DN137180_c0_g1_i1	0.350973949	Ovary_mean	Liver
TRINITY_DN133347_c4_g2_i1	0.250294364	G46_F_mean	Liver
TRINITY_DN124157_c3_g1_i2	0.050079593	G23_mmean	Liver
TRINITY_DN126404_c3_g2_i1	0.440321965	Ovary_mean	Liver
TRINITY_DN108877_c0_g1_i2	0.58852438	G43_M_mean	Liver
TRINITY_DN126178_c1_g2_i1	0.132037388	G23_fmean	Liver
TRINITY_DN106146_c0_g1_i1	0.381561339	G43_M_mean	Liver
TRINITY_DN130567_c6_g3_i1	0.273520433	Ovary_mean	Liver
TRINITY_DN135989_c1_g1_i4	0.221712942	Ovary_mean	Liver
TRINITY_DN122218_c0_g2_i1	0.329548532	Ovary_mean	Liver
TRINITY_DN123041_c6_g1_i2	0.109433765	Brain_mmean	Liver
TRINITY_DN125891_c2_g4_i1	0.256849247	Ovary_mean	Liver
TRINITY_DN134076_c1_g3_i1	0.220699683	G23_fmean	Liver
TRINITY_DN134466_c2_g3_i1	0.202537105	Ovary_mean	Liver
TRINITY_DN115659_c0_g1_i2	0.597512513	Liver_fmean	Liver
TRINITY_DN118477_c1_g1_i1	0.270962076	G27_mmean	Liver
TRINITY_DN124394_c2_g1_i1	0.233848005	G43_M_mean	Liver
TRINITY_DN113202_c0_g1_i1	0.611720812	Testis_mean	Liver
TRINITY_DN124490_c7_g1_i1	0.276439451	G27_mmean	Liver
TRINITY_DN135396_c1_g2_i2	0.669864831	Liver_mmean	Liver
TRINITY_DN124302_c1_g9_i6	0.287672665	Brain_mmean	Liver
TRINITY_DN128260_c1_g5_i6	0.290961056	G46_M_mean	Liver
TRINITY_DN129064_c1_g1_i4	0.407715023	Ovary_mean	Liver
TRINITY_DN127460_c5_g2_i1	0.449605812	Liver_mmean	Liver
TRINITY_DN135759_c2_g11_i2	0.367279564	Brain_fmean	Liver
TRINITY_DN101758_c0_g1_i1	0.098486839	G27_fmean	Liver
TRINITY_DN136349_c3_g1_i2	0.06773826	Brain_mmean	Liver
TRINITY_DN132520_c9_g3_i2	0.365145558	Brain_fmean	Liver
TRINITY_DN115076_c0_g1_i1	0.537664126	Ovary_mean	Liver
TRINITY_DN129732_c1_g1_i5	0.287510463	Liver_mmean	Liver
TRINITY_DN117577_c0_g1_i2	0.233922382	Testis_mean	Liver
TRINITY_DN118139_c0_g1_i2	0.398710475	Ovary_mean	Liver
TRINITY_DN130292_c0_g2_i5	0.06518208	G23_mmean	Liver
TRINITY_DN129043_c1_g4_i1	0.174004632	Ovary_mean	Liver
TRINITY_DN199070_c0_g1_i1	0.125152697	G43_F_mean	Liver
TRINITY_DN108769_c0_g1_i3	0.394881415	Brain_fmean	Liver
TRINITY_DN131220_c7_g1_i1	0.708336587	Brain_mmean	Liver
TRINITY_DN130475_c0_g1_i3	0.244326175	Brain_fmean	Liver
TRINITY_DN134644_c0_g1_i1	0.264678051	Brain_fmean	Liver
TRINITY_DN129723_c0_g1_i2	0.159000179	Brain_mmean	Liver
TRINITY_DN132355_c6_g2_i1	0.688108887	Liver_fmean	Liver
TRINITY_DN128476_c2_g2_i3	0.232808319	Ovary_mean	Liver
TRINITY_DN119529_c1_g1_i1	0.344966947	Testis_mean	Liver
TRINITY_DN134109_c0_g3_i3	0.163997421	G23_fmean	Liver
TRINITY_DN130870_c3_g1_i2	0.136712649	G31_mmean	Liver
TRINITY_DN113418_c0_g1_i1	0.300205242	Ovary_mean	Liver
TRINITY_DN113850_c0_g1_i2	0.28419515	G23_mmean	Liver
TRINITY_DN120418_c0_g1_i1	0.158299562	G23_fmean	Liver
TRINITY_DN122359_c0_g1_i1	0.337241578	Brain_fmean	Liver
TRINITY_DN128829_c2_g1_i2	0.293007435	Ovary_mean	Liver
TRINITY_DN130021_c0_g5_i1	0.203610603	Liver_fmean	Liver
TRINITY_DN108726_c0_g1_i1	0.135177663	G23_mmean	Liver
TRINITY_DN131098_c0_g1_i1	0.360728469	Brain_mmean	Liver
TRINITY_DN116333_c0_g1_i1	0.109184274	Testis_mean	Liver
TRINITY_DN133204_c0_g2_i1	0.211492478	Testis_mean	Liver
TRINITY_DN208305_c0_g1_i1	0.20995236	Testis_mean	Liver
TRINITY_DN133541_c1_g1_i4	0.180920882	Liver_fmean	Liver
TRINITY_DN111384_c0_g1_i1	0.25754287	G23_fmean	Liver
TRINITY_DN136656_c12_g1_i2	0.276684087	Brain_fmean	Liver
TRINITY_DN132597_c4_g2_i2	0.12821015	Testis_mean	Liver
TRINITY_DN136221_c4_g1_i1	0.357748548	Ovary_mean	Liver
TRINITY_DN125088_c0_g1_i1	0.621758886	Brain_mmean	Liver
TRINITY_DN119561_c0_g1_i1	0.32186845	Brain_fmean	Liver
TRINITY_DN120756_c0_g1_i2	0.121993416	Ovary_mean	Liver
TRINITY_DN114841_c0_g1_i1	0.526577472	Brain_mmean	Liver
TRINITY_DN129630_c3_g1_i1	0.348707285	Ovary_mean	Liver
TRINITY_DN119706_c0_g1_i2	0.309659635	G43_F_mean	Liver
TRINITY_DN125138_c7_g3_i10	0.319071875	Liver_fmean	Liver
TRINITY_DN123602_c3_g2_i2	0.21401897	Brain_fmean	Liver
TRINITY_DN135613_c6_g1_i1	0.107021889	Brain_mmean	Liver
TRINITY_DN104874_c0_g2_i2	0.178203638	Brain_fmean	Liver
TRINITY_DN109586_c0_g1_i1	0.398204212	Ovary_mean	Liver
TRINITY_DN128660_c0_g1_i3	0.229810409	Brain_mmean	Liver
TRINITY_DN134847_c0_g2_i1	0.325154244	Brain_mmean	Liver
TRINITY_DN125211_c0_g1_i1	0.366086774	Ovary_mean	Liver
TRINITY_DN134622_c7_g4_i3	0.29266615	Testis_mean	Liver
TRINITY_DN127719_c0_g1_i2	0.329599079	Testis_mean	Liver
TRINITY_DN136238_c7_g16_i1	0.61462053	Liver_mmean	Liver
TRINITY_DN121919_c8_g3_i5	0.403991587	Ovary_mean	Liver
TRINITY_DN126201_c3_g1_i4	0.356417831	Ovary_mean	Liver
TRINITY_DN128644_c0_g1_i6	0.446845882	G43_F_mean	Liver
TRINITY_DN123204_c6_g1_i3	0.313270196	Ovary_mean	Liver
TRINITY_DN128772_c5_g1_i1	0.243320272	Liver_fmean	Liver
TRINITY_DN119354_c2_g3_i1	0.463897355	Liver_mmean	Liver
TRINITY_DN102279_c0_g1_i1	0.148778968	G23_mmean	Liver
TRINITY_DN103549_c0_g1_i1	0.312515837	Ovary_mean	Liver
TRINITY_DN130678_c2_g2_i3	0.266325915	G23_fmean	Liver
TRINITY_DN124674_c1_g1_i1	0.248013099	Liver_mmean	Liver
TRINITY_DN76014_c0_g3_i1	0.695195473	Liver_fmean	Liver
TRINITY_DN128382_c1_g1_i5	0.32479242	Brain_mmean	Liver
TRINITY_DN108152_c0_g3_i4	0.727934986	Testis_mean	Liver
TRINITY_DN124990_c0_g3_i2	0.63597708	Liver_mmean	Liver
TRINITY_DN130260_c5_g8_i1	0.232318701	Brain_fmean	Liver
TRINITY_DN130245_c2_g1_i9	0.369822296	Liver_fmean	Liver
TRINITY_DN120515_c0_g1_i1	0.157564139	Brain_fmean	Liver
TRINITY_DN115863_c0_g1_i1	0.892695841	Liver_fmean	Liver
TRINITY_DN127073_c0_g3_i1	0.191888692	G31_mmean	Liver
TRINITY_DN136310_c4_g11_i1	0.387858849	G43_M_mean	Liver
TRINITY_DN132334_c4_g1_i1	0.131592082	G23_fmean	Liver
TRINITY_DN135756_c2_g1_i4	0.211522495	Ovary_mean	Liver
TRINITY_DN126540_c1_g2_i2	0.355662735	Ovary_mean	Liver
TRINITY_DN134192_c8_g1_i3	0.19993173	Brain_fmean	Liver
TRINITY_DN119062_c0_g1_i1	0.121139182	Liver_fmean	Liver
TRINITY_DN123621_c0_g1_i2	0.232014003	Ovary_mean	Liver
TRINITY_DN113424_c0_g1_i1	0.261374274	Ovary_mean	Liver
TRINITY_DN133715_c2_g2_i3	0.246497083	Ovary_mean	Liver
TRINITY_DN128731_c5_g1_i2	0.3244411	Ovary_mean	Liver
TRINITY_DN129922_c2_g5_i2	0.24256972	Ovary_mean	Liver
TRINITY_DN135009_c0_g3_i1	0.247802978	G23_fmean	Liver
TRINITY_DN136109_c1_g4_i1	0.191139791	G23_fmean	Liver
TRINITY_DN118776_c2_g2_i3	0.647616817	Liver_fmean	Liver
TRINITY_DN126614_c2_g2_i1	0.104143245	G43_M_mean	Liver
TRINITY_DN113153_c0_g1_i2	0.316256953	Testis_mean	Liver
TRINITY_DN23451_c0_g2_i1	0.403915816	Liver_fmean	Liver
TRINITY_DN104240_c0_g1_i1	0.22191044	Ovary_mean	Liver
TRINITY_DN134774_c1_g2_i2	0.36828807	Liver_fmean	Liver
TRINITY_DN119270_c1_g1_i1	0.369565163	Liver_fmean	Liver
TRINITY_DN121226_c0_g1_i3	0.438297799	Ovary_mean	Liver
