gid	tau	tissue	stage	perc
TRINITY_DN123159_c2_g5_i1	0.461469628	Ovary_mean	G27	top90
TRINITY_DN136114_c1_g5_i1	0.394648037	Brain_fmean	G27	top90
TRINITY_DN124898_c0_g2_i15	0.688521844	Brain_fmean	G27	top90
TRINITY_DN103783_c0_g1_i1	0.490403251	Ovary_mean	G27	top90
TRINITY_DN127857_c2_g7_i1	0.353615719	Ovary_mean	G27	top90
TRINITY_DN111442_c0_g1_i1	0.531345622	Ovary_mean	G27	top90
TRINITY_DN130361_c3_g2_i2	0.218312347	Ovary_mean	G27	top90
TRINITY_DN114355_c0_g1_i1	0.223129224	Brain_fmean	G27	top90
TRINITY_DN133453_c3_g2_i2	0.363363223	Brain_mmean	G27	top90
TRINITY_DN129703_c2_g1_i1	0.260952483	Ovary_mean	G27	top90
TRINITY_DN121212_c0_g1_i3	0.290368034	Testis_mean	G27	top90
TRINITY_DN129414_c0_g1_i4	0.593235092	Brain_fmean	G27	top90
TRINITY_DN133669_c1_g2_i6	0.509056496	Ovary_mean	G27	top90
TRINITY_DN86217_c0_g1_i1	0.27898463	G31_mmean	G27	top90
TRINITY_DN124955_c0_g2_i2	0.373807706	Brain_mmean	G27	top90
TRINITY_DN133121_c4_g1_i1	0.113970311	G43_F_mean	G27	top90
TRINITY_DN68062_c0_g1_i1	0.663489552	G43_F_mean	G27	top90
TRINITY_DN129106_c0_g6_i7	0.596531783	Liver_mmean	G27	top90
TRINITY_DN135464_c10_g1_i1	0.285158867	G43_M_mean	G27	top90
TRINITY_DN126545_c0_g3_i5	0.509040131	G23_mmean	G27	top90
TRINITY_DN122181_c0_g6_i1	0.642626891	G23_mmean	G27	top90
TRINITY_DN130239_c0_g1_i7	0.372327883	G43_M_mean	G27	top90
TRINITY_DN113348_c0_g1_i1	0.16851935	Liver_fmean	G27	top90
TRINITY_DN109540_c0_g1_i1	0.32226335	Ovary_mean	G27	top90
TRINITY_DN134400_c0_g3_i3	0.696959061	Brain_mmean	G27	top90
TRINITY_DN130469_c2_g6_i2	0.360494102	Brain_fmean	G27	top90
TRINITY_DN136691_c24_g2_i1	0.357717519	G27_mmean	G27	top90
TRINITY_DN122645_c1_g2_i1	0.143243616	Brain_fmean	G27	top90
TRINITY_DN120387_c2_g5_i2	0.375882452	Brain_mmean	G27	top90
TRINITY_DN121338_c0_g1_i2	0.77033539	Ovary_mean	G27	top90
TRINITY_DN129991_c1_g1_i3	0.525818803	Ovary_mean	G27	top90
TRINITY_DN126506_c1_g1_i1	0.211845958	Liver_mmean	G27	top90
TRINITY_DN131204_c0_g3_i3	0.230431889	Brain_fmean	G27	top90
TRINITY_DN124406_c1_g1_i3	0.424788286	Brain_fmean	G27	top90
TRINITY_DN122611_c0_g1_i1	0.220506781	Testis_mean	G27	top90
TRINITY_DN127515_c0_g2_i2	0.2680937	G43_M_mean	G27	top90
TRINITY_DN123382_c0_g1_i1	0.471717566	Ovary_mean	G27	top90
TRINITY_DN132749_c1_g2_i5	0.515217662	Ovary_mean	G27	top90
TRINITY_DN135072_c5_g3_i6	0.485284919	Brain_mmean	G27	top90
TRINITY_DN113351_c0_g3_i1	0.308824898	Brain_fmean	G27	top90
TRINITY_DN123691_c0_g1_i2	0.340163411	Ovary_mean	G27	top90
TRINITY_DN87179_c0_g1_i1	0.227430269	Ovary_mean	G27	top90
TRINITY_DN103537_c0_g1_i1	0.498017879	Ovary_mean	G27	top90
TRINITY_DN134174_c0_g2_i3	0.447842777	Brain_fmean	G27	top90
TRINITY_DN130702_c10_g5_i1	0.640923292	Brain_mmean	G27	top90
TRINITY_DN135123_c1_g2_i12	0.336368979	Brain_fmean	G27	top90
TRINITY_DN14210_c0_g1_i1	0.416846332	Brain_mmean	G27	top90
TRINITY_DN133511_c4_g2_i1	0.733186125	Brain_mmean	G27	top90
TRINITY_DN132151_c0_g1_i1	0.882895785	Brain_fmean	G27	top90
TRINITY_DN120801_c0_g1_i2	0.542504109	Liver_fmean	G27	top90
TRINITY_DN120352_c0_g1_i4	0.113244533	G46_F_mean	G27	top90
TRINITY_DN103059_c0_g1_i1	0.083164472	G27_fmean	G27	top90
TRINITY_DN123671_c4_g5_i1	0.081573081	Ovary_mean	G27	top90
TRINITY_DN132072_c4_g2_i1	0.456378139	Brain_mmean	G27	top90
TRINITY_DN122469_c0_g1_i1	0.492729883	Ovary_mean	G27	top90
TRINITY_DN123516_c0_g3_i4	0.349362793	Ovary_mean	G27	top90
TRINITY_DN130116_c0_g1_i2	0.624401018	Ovary_mean	G27	top90
TRINITY_DN131544_c1_g4_i1	0.140433325	Brain_fmean	G27	top90
TRINITY_DN126077_c1_g1_i4	0.347689506	Ovary_mean	G27	top90
TRINITY_DN116089_c0_g2_i1	0.67922987	Brain_fmean	G27	top90
TRINITY_DN136182_c0_g2_i3	0.321300765	G46_F_mean	G27	top90
TRINITY_DN118898_c0_g1_i3	0.256207192	G23_mmean	G27	top90
TRINITY_DN128161_c4_g2_i1	0.316327315	Ovary_mean	G27	top90
TRINITY_DN127429_c4_g1_i1	0.417602746	Ovary_mean	G27	top90
TRINITY_DN123384_c4_g3_i2	0.44970242	Ovary_mean	G27	top90
TRINITY_DN99138_c0_g2_i1	0.750305893	G27_fmean	G27	top90
TRINITY_DN100784_c0_g2_i1	0.60984036	G31_mmean	G27	top90
TRINITY_DN118737_c1_g1_i2	0.726294962	G27_mmean	G27	top90
TRINITY_DN117809_c0_g1_i2	0.317888875	G27_mmean	G27	top90
TRINITY_DN124538_c2_g7_i4	0.512188899	Brain_fmean	G27	top90
TRINITY_DN114946_c1_g6_i1	0.234393703	Liver_fmean	G27	top90
TRINITY_DN126630_c2_g3_i2	0.843595741	Brain_mmean	G27	top90
TRINITY_DN118162_c0_g1_i1	0.432386675	Ovary_mean	G27	top90
TRINITY_DN126692_c4_g1_i1	0.658324194	Brain_mmean	G27	top90
TRINITY_DN111332_c0_g2_i5	0.422805123	Ovary_mean	G27	top90
TRINITY_DN125908_c0_g1_i1	0.731474255	Brain_fmean	G27	top90
TRINITY_DN112907_c0_g2_i1	0.498834444	Ovary_mean	G27	top90
TRINITY_DN123599_c7_g5_i1	0.229962131	G46_F_mean	G27	top90
TRINITY_DN131245_c0_g1_i1	0.356309947	G43_F_mean	G27	top90
TRINITY_DN122549_c0_g1_i1	0.152960505	G27_mmean	G27	top90
TRINITY_DN134819_c6_g1_i1	0.620878534	G31_mmean	G27	top90
TRINITY_DN131806_c3_g2_i1	0.590834221	Ovary_mean	G27	top90
TRINITY_DN133927_c0_g2_i4	0.443999729	Brain_mmean	G27	top90
TRINITY_DN133731_c6_g2_i3	0.3618814	Ovary_mean	G27	top90
TRINITY_DN130527_c2_g1_i1	0.373540699	Ovary_mean	G27	top90
TRINITY_DN125750_c0_g3_i1	0.154506348	Ovary_mean	G27	top90
TRINITY_DN132018_c4_g1_i6	0.055821087	G23_fmean	G27	top90
TRINITY_DN121716_c0_g1_i1	0.265009658	G23_mmean	G27	top90
TRINITY_DN125862_c3_g3_i4	0.10922912	Testis_mean	G27	top90
TRINITY_DN128965_c5_g2_i1	0.589950627	Ovary_mean	G27	top90
TRINITY_DN125190_c0_g1_i1	0.238044523	G23_mmean	G27	top90
TRINITY_DN133111_c7_g4_i2	0.676594161	Ovary_mean	G27	top90
TRINITY_DN136222_c2_g1_i1	0.294929663	G43_M_mean	G27	top90
TRINITY_DN92820_c0_g1_i1	0.582769035	Brain_fmean	G27	top90
TRINITY_DN121705_c0_g1_i3	0.665748133	G27_mmean	G27	top90
TRINITY_DN117069_c5_g3_i1	0.293475093	Brain_mmean	G27	top90
TRINITY_DN136339_c3_g3_i1	0.241573013	G46_M_mean	G27	top90
TRINITY_DN117238_c0_g1_i1	0.725636019	G23_mmean	G27	top90
TRINITY_DN117134_c0_g1_i2	0.315104959	G43_M_mean	G27	top90
TRINITY_DN126987_c3_g2_i2	0.553741041	Brain_mmean	G27	top90
TRINITY_DN115864_c0_g1_i1	0.505633183	G46_F_mean	G27	top90
TRINITY_DN124588_c5_g1_i3	0.303830251	Brain_mmean	G27	top90
TRINITY_DN129038_c6_g1_i2	0.195732687	G43_M_mean	G27	top90
TRINITY_DN87339_c0_g1_i1	0.484112264	G43_M_mean	G27	top90
TRINITY_DN122213_c2_g5_i1	0.546894796	Ovary_mean	G27	top90
TRINITY_DN135174_c1_g2_i8	0.271905163	Brain_fmean	G27	top90
TRINITY_DN159788_c0_g1_i1	0.260603467	Liver_mmean	G27	top90
TRINITY_DN131771_c1_g10_i1	0.152114506	G43_F_mean	G27	top90
TRINITY_DN132708_c6_g3_i1	0.588698073	Liver_fmean	G27	top90
TRINITY_DN131387_c0_g1_i2	0.450228791	Ovary_mean	G27	top90
TRINITY_DN125950_c0_g5_i5	0.40588323	Brain_fmean	G27	top90
TRINITY_DN129102_c3_g2_i4	0.486131817	G46_M_mean	G27	top90
TRINITY_DN123904_c0_g1_i1	0.43636897	Brain_fmean	G27	top90
TRINITY_DN130509_c2_g1_i5	0.181895422	Ovary_mean	G27	top90
TRINITY_DN117305_c0_g1_i1	0.506059756	G46_F_mean	G27	top90
TRINITY_DN128203_c0_g1_i1	0.467550223	Brain_fmean	G27	top90
TRINITY_DN122651_c0_g4_i3	0.438405887	Brain_mmean	G27	top90
TRINITY_DN102367_c0_g1_i2	0.489053518	G43_M_mean	G27	top90
TRINITY_DN126561_c1_g1_i6	0.209260071	Brain_mmean	G27	top90
TRINITY_DN130104_c0_g3_i1	0.48893288	Brain_fmean	G27	top90
TRINITY_DN135017_c0_g1_i3	0.38575933	Brain_mmean	G27	top90
TRINITY_DN115003_c0_g2_i2	0.402394138	Ovary_mean	G27	top90
TRINITY_DN123488_c6_g2_i1	0.656683148	G27_fmean	G27	top90
TRINITY_DN13889_c0_g1_i1	0.530562137	Ovary_mean	G27	top90
TRINITY_DN133148_c5_g8_i1	0.309023357	Brain_fmean	G27	top90
TRINITY_DN128421_c1_g1_i1	0.449908875	Brain_fmean	G27	top90
TRINITY_DN118818_c0_g1_i3	0.388787396	Ovary_mean	G27	top90
TRINITY_DN136675_c8_g1_i3	0.61664223	Brain_fmean	G27	top90
TRINITY_DN130426_c0_g2_i2	0.465971473	Ovary_mean	G27	top90
TRINITY_DN125060_c0_g2_i4	0.300527744	G23_mmean	G27	top90
TRINITY_DN120162_c0_g4_i3	0.418660511	G27_mmean	G27	top90
TRINITY_DN124097_c0_g1_i1	0.580864991	G23_mmean	G27	top90
TRINITY_DN126267_c2_g2_i1	0.313624778	Ovary_mean	G27	top90
TRINITY_DN125543_c1_g5_i1	0.372575641	Ovary_mean	G27	top90
TRINITY_DN132304_c3_g1_i6	0.504847104	Liver_fmean	G27	top90
TRINITY_DN43959_c0_g1_i1	0.235330718	Ovary_mean	G27	top90
TRINITY_DN134422_c1_g1_i1	0.371793111	G46_F_mean	G27	top90
TRINITY_DN135643_c7_g8_i2	0.51539902	G46_M_mean	G27	top90
TRINITY_DN132236_c0_g1_i4	0.607912824	Brain_fmean	G27	top90
TRINITY_DN128838_c2_g1_i1	0.211665892	Brain_fmean	G27	top90
TRINITY_DN126240_c0_g2_i1	0.514915417	G23_fmean	G27	top90
TRINITY_DN133585_c15_g11_i1	0.552103115	Ovary_mean	G27	top90
TRINITY_DN123319_c3_g4_i1	0.668842264	Ovary_mean	G27	top90
TRINITY_DN134508_c1_g1_i1	0.376753504	Ovary_mean	G27	top90
TRINITY_DN182722_c0_g1_i1	0.580455638	G23_mmean	G27	top90
TRINITY_DN136089_c6_g1_i1	0.133303898	G23_fmean	G27	top90
TRINITY_DN127827_c0_g1_i4	0.229372647	G43_M_mean	G27	top90
TRINITY_DN127265_c3_g3_i2	0.472193493	Brain_mmean	G27	top90
TRINITY_DN122638_c0_g1_i2	0.666204406	Brain_mmean	G27	top90
TRINITY_DN129980_c5_g1_i2	0.417588043	G43_M_mean	G27	top90
TRINITY_DN81880_c0_g1_i1	0.922911122	G27_mmean	G27	top90
TRINITY_DN132529_c0_g1_i1	0.278144952	Testis_mean	G27	top90
TRINITY_DN129297_c1_g1_i2	0.623969638	Brain_fmean	G27	top90
TRINITY_DN129739_c5_g11_i1	0.327918128	Brain_mmean	G27	top90
TRINITY_DN124651_c4_g2_i7	0.206791315	G23_fmean	G27	top90
TRINITY_DN134948_c4_g1_i1	0.42844195	G43_M_mean	G27	top90
TRINITY_DN126886_c0_g1_i1	0.555286633	Ovary_mean	G27	top90
TRINITY_DN130729_c0_g2_i1	0.3519028	Brain_mmean	G27	top90
TRINITY_DN169191_c0_g1_i1	0.172130052	Brain_fmean	G27	top90
TRINITY_DN124478_c0_g3_i3	0.602335857	G23_mmean	G27	top90
TRINITY_DN126129_c6_g1_i1	0.425968758	G43_F_mean	G27	top90
TRINITY_DN127870_c2_g3_i1	0.391120931	Testis_mean	G27	top90
TRINITY_DN110371_c0_g1_i1	0.700511446	Brain_mmean	G27	top90
TRINITY_DN116963_c0_g1_i1	0.440475392	Ovary_mean	G27	top90
TRINITY_DN128512_c4_g2_i4	0.18233388	G31_mmean	G27	top90
TRINITY_DN81421_c0_g2_i1	0.533999731	Ovary_mean	G27	top90
TRINITY_DN117619_c0_g1_i1	0.556709591	Ovary_mean	G27	top90
TRINITY_DN124484_c0_g1_i4	0.508889923	G43_F_mean	G27	top90
TRINITY_DN117282_c0_g1_i1	0.330855792	Testis_mean	G27	top90
TRINITY_DN129597_c1_g3_i3	0.282243987	Ovary_mean	G27	top90
TRINITY_DN130818_c0_g1_i1	0.267295577	G23_fmean	G27	top90
TRINITY_DN116950_c0_g1_i1	0.476552216	Brain_mmean	G27	top90
TRINITY_DN125487_c0_g2_i2	0.693923668	Ovary_mean	G27	top90
TRINITY_DN133813_c1_g1_i1	0.63705146	Brain_fmean	G27	top90
TRINITY_DN116121_c0_g1_i3	0.137472386	Ovary_mean	G27	top90
TRINITY_DN132840_c3_g2_i1	0.90413858	Ovary_mean	G27	top90
TRINITY_DN120471_c0_g1_i3	0.623035607	Brain_mmean	G27	top90
TRINITY_DN133793_c1_g2_i1	0.685950981	G27_fmean	G27	top90
TRINITY_DN116146_c0_g1_i1	0.08807448	G23_fmean	G27	top90
TRINITY_DN135843_c0_g2_i1	0.147857761	Ovary_mean	G27	top90
TRINITY_DN130000_c0_g1_i1	0.408615846	Brain_fmean	G27	top90
TRINITY_DN124985_c5_g4_i1	0.50203768	G27_fmean	G27	top90
TRINITY_DN125419_c5_g1_i3	0.554190918	Ovary_mean	G27	top90
TRINITY_DN131176_c2_g1_i5	0.240670533	G27_fmean	G27	top90
TRINITY_DN124687_c3_g1_i1	0.225408856	G46_M_mean	G27	top90
TRINITY_DN129420_c0_g1_i2	0.208835451	G46_F_mean	G27	top90
TRINITY_DN130522_c1_g2_i1	0.434548159	Ovary_mean	G27	top90
TRINITY_DN81329_c0_g1_i1	0.299980961	G23_mmean	G27	top90
TRINITY_DN96685_c0_g3_i1	0.576376701	G23_mmean	G27	top90
TRINITY_DN133809_c1_g9_i4	0.39976857	Testis_mean	G27	top90
TRINITY_DN127279_c1_g1_i2	0.517018218	G46_F_mean	G27	top90
TRINITY_DN122708_c1_g6_i3	0.58354388	Ovary_mean	G27	top90
TRINITY_DN113446_c0_g1_i1	0.848513477	G31_mmean	G27	top90
TRINITY_DN130856_c5_g2_i3	0.256967097	G23_fmean	G27	top90
TRINITY_DN135973_c2_g1_i1	0.186234492	G43_F_mean	G27	top90
TRINITY_DN128947_c0_g1_i3	0.244829503	Liver_fmean	G27	top90
TRINITY_DN99188_c0_g1_i2	0.575390892	G46_M_mean	G27	top90
TRINITY_DN125207_c1_g1_i1	0.450894799	Brain_mmean	G27	top90
TRINITY_DN131194_c3_g2_i1	0.198626558	Ovary_mean	G27	top90
TRINITY_DN124362_c0_g2_i3	0.219402694	Brain_mmean	G27	top90
TRINITY_DN133779_c1_g3_i3	0.770877273	Brain_mmean	G27	top90
TRINITY_DN128543_c0_g4_i1	0.629608378	G43_F_mean	G27	top90
TRINITY_DN134128_c0_g1_i4	0.576327582	Ovary_mean	G27	top90
TRINITY_DN132756_c0_g2_i4	0.601505469	G23_fmean	G27	top90
TRINITY_DN126926_c0_g1_i1	0.372705967	Ovary_mean	G27	top90
TRINITY_DN130068_c0_g10_i1	0.41523437	G46_M_mean	G27	top90
TRINITY_DN122021_c2_g13_i1	0.531936638	G46_M_mean	G27	top90
TRINITY_DN121361_c0_g3_i1	0.789315548	G27_mmean	G27	top90
TRINITY_DN132854_c0_g2_i2	0.644540388	Ovary_mean	G27	top90
TRINITY_DN96639_c0_g1_i2	0.53173345	Ovary_mean	G27	top90
TRINITY_DN131274_c4_g4_i1	0.340552045	G27_fmean	G27	top90
TRINITY_DN136627_c8_g2_i1	0.270189043	Brain_mmean	G27	top90
TRINITY_DN27143_c0_g1_i1	0.318746822	Brain_mmean	G27	top90
TRINITY_DN124976_c0_g1_i3	0.367582888	Liver_fmean	G27	top90
TRINITY_DN126759_c6_g3_i1	0.280041918	Ovary_mean	G27	top90
TRINITY_DN135250_c0_g4_i1	0.261391064	Brain_mmean	G27	top90
TRINITY_DN130141_c2_g2_i1	0.35642066	Brain_mmean	G27	top90
TRINITY_DN133119_c1_g3_i2	0.471089698	Brain_fmean	G27	top90
TRINITY_DN135263_c4_g1_i1	0.649165734	Brain_mmean	G27	top90
TRINITY_DN130733_c3_g4_i1	0.302965738	G43_M_mean	G27	top90
TRINITY_DN119439_c1_g2_i3	0.261178344	Ovary_mean	G27	top90
TRINITY_DN122236_c0_g1_i1	0.589960819	G23_mmean	G27	top90
TRINITY_DN124445_c0_g2_i1	0.279152189	Brain_mmean	G27	top90
TRINITY_DN126318_c8_g2_i4	0.460717325	Ovary_mean	G27	top90
TRINITY_DN125678_c0_g1_i3	0.733253819	Brain_mmean	G27	top90
TRINITY_DN134610_c2_g1_i2	0.455765699	Ovary_mean	G27	top90
TRINITY_DN126902_c0_g4_i4	0.613992923	Brain_fmean	G27	top90
TRINITY_DN130046_c9_g10_i1	0.203151875	Brain_mmean	G27	top90
TRINITY_DN131991_c4_g2_i4	0.311868463	Liver_mmean	G27	top90
TRINITY_DN127713_c2_g2_i1	0.645414087	Brain_mmean	G27	top90
TRINITY_DN132492_c0_g2_i2	0.290328276	G43_M_mean	G27	top90
TRINITY_DN131571_c0_g3_i2	0.535057745	Brain_mmean	G27	top90
TRINITY_DN74387_c0_g1_i1	0.328713682	G46_M_mean	G27	top90
TRINITY_DN134900_c6_g2_i1	0.100701167	G23_fmean	G27	top90
TRINITY_DN128068_c0_g1_i1	0.546504436	G43_M_mean	G27	top90
TRINITY_DN131801_c4_g3_i2	0.261565701	Ovary_mean	G27	top90
TRINITY_DN125148_c0_g1_i3	0.142093835	Brain_mmean	G27	top90
TRINITY_DN125092_c6_g4_i1	0.674272883	G23_mmean	G27	top90
TRINITY_DN129170_c3_g6_i2	0.478965511	Ovary_mean	G27	top90
TRINITY_DN136003_c1_g1_i1	0.218112449	G43_M_mean	G27	top90
TRINITY_DN132371_c4_g2_i1	0.227828409	Brain_fmean	G27	top90
TRINITY_DN135027_c9_g2_i1	0.20389751	Brain_mmean	G27	top90
TRINITY_DN119206_c2_g1_i3	0.320739086	Brain_fmean	G27	top90
TRINITY_DN130527_c4_g3_i4	0.317453182	Brain_fmean	G27	top90
TRINITY_DN111590_c0_g1_i1	0.348738005	Ovary_mean	G27	top90
TRINITY_DN132338_c1_g5_i2	0.352710507	Brain_mmean	G27	top90
TRINITY_DN126894_c0_g1_i4	0.487312656	Brain_fmean	G27	top90
TRINITY_DN125594_c2_g1_i1	0.186482358	G43_M_mean	G27	top90
TRINITY_DN135293_c3_g1_i9	0.41695114	Brain_fmean	G27	top90
TRINITY_DN133065_c0_g1_i1	0.766653077	Brain_fmean	G27	top90
TRINITY_DN122607_c0_g4_i7	0.746782668	G23_mmean	G27	top90
TRINITY_DN135742_c1_g1_i3	0.78433451	Brain_fmean	G27	top90
TRINITY_DN133549_c7_g2_i2	0.477672814	Ovary_mean	G27	top90
TRINITY_DN122776_c0_g1_i1	0.49910816	Brain_mmean	G27	top90
TRINITY_DN132454_c7_g2_i2	0.539852328	Brain_mmean	G27	top90
TRINITY_DN124428_c0_g1_i1	0.449824039	Brain_mmean	G27	top90
TRINITY_DN126373_c1_g2_i3	0.445217471	Testis_mean	G27	top90
TRINITY_DN132048_c0_g1_i1	0.308006029	Brain_mmean	G27	top90
TRINITY_DN133600_c3_g1_i4	0.270600856	Brain_fmean	G27	top90
TRINITY_DN131239_c1_g1_i1	0.326868577	Brain_fmean	G27	top90
TRINITY_DN135958_c0_g1_i1	0.399243317	Testis_mean	G27	top90
TRINITY_DN134133_c0_g1_i2	0.273483291	Brain_mmean	G27	top90
TRINITY_DN127963_c1_g10_i2	0.390681352	Ovary_mean	G27	top90
TRINITY_DN135249_c0_g5_i1	0.340949432	G27_mmean	G27	top90
TRINITY_DN69338_c0_g1_i2	0.221748562	G23_fmean	G27	top90
TRINITY_DN115520_c0_g1_i2	0.599872056	Ovary_mean	G27	top90
TRINITY_DN118078_c0_g2_i1	0.412719721	Brain_mmean	G27	top90
TRINITY_DN132580_c3_g2_i1	0.331882283	Ovary_mean	G27	top90
TRINITY_DN104694_c0_g1_i1	0.402121776	Brain_mmean	G27	top90
TRINITY_DN126358_c1_g2_i1	0.284811026	Ovary_mean	G27	top90
TRINITY_DN134893_c1_g2_i4	0.598180314	Brain_mmean	G27	top90
TRINITY_DN125494_c0_g3_i1	0.339691762	Brain_mmean	G27	top90
TRINITY_DN132647_c2_g2_i1	0.500283437	Brain_fmean	G27	top90
TRINITY_DN132126_c1_g8_i2	0.250202963	Ovary_mean	G27	top90
TRINITY_DN119519_c0_g1_i2	0.294509093	G43_M_mean	G27	top90
TRINITY_DN131703_c7_g1_i2	0.393490042	Brain_fmean	G27	top90
TRINITY_DN134123_c0_g2_i1	0.350807778	Ovary_mean	G27	top90
TRINITY_DN128026_c0_g4_i1	0.386161397	G46_M_mean	G27	top90
TRINITY_DN131838_c9_g1_i10	0.145219622	Ovary_mean	G27	top90
TRINITY_DN127377_c4_g5_i1	0.309463422	G31_mmean	G27	top90
TRINITY_DN134386_c0_g9_i1	0.712753809	Brain_mmean	G27	top90
TRINITY_DN125596_c2_g5_i4	0.405959484	Ovary_mean	G27	top90
TRINITY_DN116594_c0_g1_i1	0.727980256	Ovary_mean	G27	top90
TRINITY_DN124312_c1_g1_i1	0.336825873	G46_M_mean	G27	top90
TRINITY_DN124444_c1_g3_i2	0.274307128	G23_fmean	G27	top90
TRINITY_DN132731_c3_g10_i1	0.131304246	Brain_mmean	G27	top90
TRINITY_DN3617_c0_g2_i1	0.658723506	G27_mmean	G27	top90
TRINITY_DN123086_c0_g1_i1	0.330356029	Brain_fmean	G27	top90
TRINITY_DN127748_c3_g5_i7	0.319212687	Brain_mmean	G27	top90
TRINITY_DN134131_c2_g5_i1	0.493137509	G27_fmean	G27	top90
TRINITY_DN90058_c0_g2_i2	0.620366491	Ovary_mean	G27	top90
TRINITY_DN128804_c0_g1_i2	0.650729717	Brain_mmean	G27	top90
TRINITY_DN129903_c1_g3_i2	0.48840869	Testis_mean	G27	top90
TRINITY_DN123051_c5_g1_i6	0.469033633	G46_M_mean	G27	top90
TRINITY_DN120420_c1_g1_i2	0.202295213	G23_fmean	G27	top90
TRINITY_DN133286_c0_g1_i4	0.407043784	Testis_mean	G27	top90
TRINITY_DN126148_c0_g1_i2	0.663137247	G27_mmean	G27	top90
TRINITY_DN18737_c0_g1_i1	0.703038638	G31_fmean	G27	top90
TRINITY_DN130218_c0_g1_i2	0.273268834	Brain_fmean	G27	top90
TRINITY_DN135010_c3_g1_i1	0.749188997	Brain_fmean	G27	top90
TRINITY_DN126679_c0_g2_i1	0.356839692	G46_M_mean	G27	top90
TRINITY_DN126816_c1_g1_i1	0.252654989	Brain_fmean	G27	top90
TRINITY_DN129417_c3_g1_i10	0.479018972	Liver_fmean	G27	top90
TRINITY_DN125575_c4_g1_i1	0.64229261	Brain_fmean	G27	top90
TRINITY_DN127053_c0_g1_i2	0.337240728	Liver_fmean	G27	top90
TRINITY_DN134236_c2_g1_i1	0.405709848	G27_mmean	G27	top90
TRINITY_DN124929_c0_g4_i8	0.215543957	G43_M_mean	G27	top90
TRINITY_DN134164_c0_g7_i1	0.504933247	Ovary_mean	G27	top90
TRINITY_DN68693_c0_g2_i1	0.258744015	G23_mmean	G27	top90
TRINITY_DN124563_c2_g1_i1	0.216530789	Testis_mean	G27	top90
TRINITY_DN119770_c0_g1_i4	0.581185514	Liver_fmean	G27	top90
TRINITY_DN121842_c0_g1_i5	0.432389156	Brain_mmean	G27	top90
TRINITY_DN125263_c1_g2_i4	0.438426746	G23_mmean	G27	top90
TRINITY_DN128179_c6_g4_i1	0.384532167	Ovary_mean	G27	top90
TRINITY_DN122596_c0_g1_i3	0.411768201	G43_M_mean	G27	top90
TRINITY_DN125252_c4_g5_i1	0.382888525	G23_mmean	G27	top90
TRINITY_DN126171_c0_g1_i1	0.327752665	Brain_mmean	G27	top90
TRINITY_DN129115_c3_g1_i1	0.527356813	Brain_mmean	G27	top90
TRINITY_DN120188_c0_g1_i2	0.761709937	G27_fmean	G27	top90
TRINITY_DN116205_c0_g1_i3	0.534037378	G43_M_mean	G27	top90
TRINITY_DN129562_c0_g3_i1	0.458927658	Ovary_mean	G27	top90
TRINITY_DN8616_c0_g1_i1	0.229600586	Ovary_mean	G27	top90
TRINITY_DN133857_c0_g1_i4	0.471397044	Brain_mmean	G27	top90
TRINITY_DN131869_c0_g3_i1	0.423543281	Ovary_mean	G27	top90
TRINITY_DN124422_c0_g1_i4	0.474557325	G23_mmean	G27	top90
TRINITY_DN125037_c1_g1_i1	0.222181386	G43_M_mean	G27	top90
TRINITY_DN135717_c1_g2_i2	0.414291101	Liver_fmean	G27	top90
TRINITY_DN111683_c1_g6_i1	0.239598151	Brain_fmean	G27	top90
TRINITY_DN50024_c0_g1_i1	0.657830486	Brain_fmean	G27	top90
TRINITY_DN120700_c0_g1_i1	0.762118358	G27_fmean	G27	top90
TRINITY_DN126278_c3_g10_i1	0.275440824	Ovary_mean	G27	top90
TRINITY_DN131857_c0_g4_i3	0.36994159	G46_M_mean	G27	top90
TRINITY_DN121618_c1_g1_i2	0.209327997	Ovary_mean	G27	top90
TRINITY_DN132317_c2_g2_i3	0.338085656	G43_M_mean	G27	top90
TRINITY_DN135643_c4_g1_i1	0.468294335	Ovary_mean	G27	top90
TRINITY_DN127814_c1_g1_i1	0.44150586	Ovary_mean	G27	top90
TRINITY_DN134542_c0_g2_i1	0.307821448	Ovary_mean	G27	top90
TRINITY_DN128055_c5_g1_i1	0.511963959	Ovary_mean	G27	top90
TRINITY_DN134629_c1_g1_i3	0.529824506	Brain_mmean	G27	top90
TRINITY_DN102246_c0_g5_i1	0.72595272	G23_mmean	G27	top90
TRINITY_DN25725_c0_g1_i1	0.237896145	Brain_fmean	G27	top90
TRINITY_DN136644_c1_g3_i1	0.287909443	G23_mmean	G27	top90
TRINITY_DN114107_c1_g1_i1	0.672100189	Brain_mmean	G27	top90
TRINITY_DN121464_c0_g1_i1	0.477172115	Brain_mmean	G27	top90
TRINITY_DN127471_c0_g1_i1	0.428514706	G43_F_mean	G27	top90
TRINITY_DN133446_c6_g7_i1	0.215238218	Ovary_mean	G27	top90
TRINITY_DN131498_c0_g1_i1	0.658003197	Brain_fmean	G27	top90
TRINITY_DN140366_c0_g1_i1	0.425066648	Brain_mmean	G27	top90
TRINITY_DN118938_c0_g2_i2	0.393269697	G23_fmean	G27	top90
TRINITY_DN128278_c4_g5_i1	0.375494129	Brain_fmean	G27	top90
TRINITY_DN131910_c0_g2_i3	0.567496899	Brain_fmean	G27	top90
