gid	tau	tissue	stage	perc
TRINITY_DN124058_c0_g2_i7	0.719624851	Brain_mmean	G27	top70
TRINITY_DN134026_c0_g2_i6	0.493461555	Liver_mmean	G27	top70
TRINITY_DN131543_c5_g2_i1	0.233449546	Brain_mmean	G27	top70
TRINITY_DN103929_c0_g1_i1	0.705454059	G27_mmean	G27	top70
TRINITY_DN131677_c5_g4_i3	0.346641339	Liver_fmean	G27	top70
TRINITY_DN131699_c3_g1_i1	0.319564452	Ovary_mean	G27	top70
TRINITY_DN133927_c1_g1_i1	0.42531999	Ovary_mean	G27	top70
TRINITY_DN135956_c0_g1_i2	0.419323317	Brain_mmean	G27	top70
TRINITY_DN103622_c0_g3_i3	0.5106073	Ovary_mean	G27	top70
TRINITY_DN128912_c6_g1_i1	0.31877452	Testis_mean	G27	top70
TRINITY_DN131195_c2_g4_i1	0.414082042	Ovary_mean	G27	top70
TRINITY_DN120415_c0_g1_i1	0.327973599	Ovary_mean	G27	top70
TRINITY_DN131669_c2_g2_i1	0.145026363	G43_F_mean	G27	top70
TRINITY_DN129293_c1_g2_i1	0.563786724	Ovary_mean	G27	top70
TRINITY_DN130814_c0_g1_i4	0.788192613	Ovary_mean	G27	top70
TRINITY_DN108227_c0_g1_i1	0.301164883	Ovary_mean	G27	top70
TRINITY_DN126899_c2_g2_i2	0.421774588	Brain_fmean	G27	top70
TRINITY_DN133687_c4_g5_i4	0.636802234	Ovary_mean	G27	top70
TRINITY_DN126340_c0_g2_i1	0.614898282	Brain_fmean	G27	top70
TRINITY_DN131864_c1_g1_i4	0.671489094	Brain_mmean	G27	top70
TRINITY_DN125573_c0_g1_i1	0.707923177	G27_mmean	G27	top70
TRINITY_DN128203_c3_g1_i2	0.532719922	Brain_fmean	G27	top70
TRINITY_DN136631_c2_g6_i1	0.225389587	Ovary_mean	G27	top70
TRINITY_DN121801_c0_g1_i2	0.256151037	Brain_mmean	G27	top70
TRINITY_DN128248_c0_g1_i6	0.285247475	Ovary_mean	G27	top70
TRINITY_DN124117_c6_g7_i1	0.374084926	Ovary_mean	G27	top70
TRINITY_DN125003_c0_g1_i1	0.621560177	Brain_mmean	G27	top70
TRINITY_DN115095_c0_g1_i1	0.716539819	Ovary_mean	G27	top70
TRINITY_DN121169_c0_g1_i1	0.639301336	G23_mmean	G27	top70
TRINITY_DN120297_c0_g1_i2	0.351054183	G43_F_mean	G27	top70
TRINITY_DN116835_c0_g1_i1	0.217891768	Testis_mean	G27	top70
TRINITY_DN131327_c3_g5_i1	0.44367306	Brain_fmean	G27	top70
TRINITY_DN122335_c0_g1_i1	0.306312262	Brain_mmean	G27	top70
TRINITY_DN125554_c0_g2_i1	0.588726476	Ovary_mean	G27	top70
TRINITY_DN120139_c0_g4_i1	0.717120245	G27_mmean	G27	top70
TRINITY_DN122048_c0_g2_i2	0.208232797	G23_mmean	G27	top70
TRINITY_DN133320_c2_g1_i1	0.291790773	Testis_mean	G27	top70
TRINITY_DN121362_c0_g1_i1	0.341717679	Brain_mmean	G27	top70
TRINITY_DN130619_c2_g4_i3	0.478269316	G43_M_mean	G27	top70
TRINITY_DN135497_c0_g1_i1	0.352740384	Brain_fmean	G27	top70
TRINITY_DN126723_c3_g2_i1	0.506516405	Ovary_mean	G27	top70
TRINITY_DN124081_c0_g8_i1	0.508444615	Liver_fmean	G27	top70
TRINITY_DN128671_c3_g3_i1	0.373089176	Brain_mmean	G27	top70
TRINITY_DN136052_c1_g1_i3	0.196535933	G43_M_mean	G27	top70
TRINITY_DN116005_c0_g1_i2	0.311939981	G46_F_mean	G27	top70
TRINITY_DN129028_c1_g1_i4	0.606543179	Brain_fmean	G27	top70
TRINITY_DN127149_c1_g1_i10	0.425744354	Ovary_mean	G27	top70
TRINITY_DN130135_c3_g1_i2	0.392965815	Ovary_mean	G27	top70
TRINITY_DN123861_c1_g2_i10	0.355775197	Ovary_mean	G27	top70
TRINITY_DN121256_c0_g1_i1	0.760189192	Brain_fmean	G27	top70
TRINITY_DN127851_c0_g1_i1	0.369085303	Ovary_mean	G27	top70
TRINITY_DN131203_c2_g3_i2	0.424341946	Brain_mmean	G27	top70
TRINITY_DN134383_c0_g1_i1	0.090411159	Testis_mean	G27	top70
TRINITY_DN119640_c0_g1_i2	0.687725606	G27_mmean	G27	top70
TRINITY_DN123623_c0_g2_i1	0.241472956	Ovary_mean	G27	top70
TRINITY_DN117622_c0_g1_i3	0.619052228	Brain_fmean	G27	top70
TRINITY_DN103557_c0_g3_i1	0.291222265	Ovary_mean	G27	top70
TRINITY_DN136717_c2_g1_i1	0.235735558	G27_fmean	G27	top70
TRINITY_DN129012_c0_g1_i4	0.340141556	Ovary_mean	G27	top70
TRINITY_DN24145_c0_g1_i1	0.433514973	Brain_mmean	G27	top70
TRINITY_DN128920_c0_g1_i5	0.31502804	Brain_mmean	G27	top70
TRINITY_DN133375_c0_g2_i1	0.590317661	Brain_fmean	G27	top70
TRINITY_DN134056_c3_g4_i3	0.452653575	Brain_mmean	G27	top70
TRINITY_DN122245_c0_g1_i1	0.62438775	Ovary_mean	G27	top70
TRINITY_DN120034_c0_g1_i2	0.442959029	Ovary_mean	G27	top70
TRINITY_DN123200_c0_g3_i1	0.70374321	G27_mmean	G27	top70
TRINITY_DN120558_c1_g1_i4	0.471444979	Liver_fmean	G27	top70
TRINITY_DN134955_c0_g2_i1	0.650289159	Testis_mean	G27	top70
TRINITY_DN114909_c0_g1_i4	0.464321833	G43_M_mean	G27	top70
TRINITY_DN125152_c0_g1_i3	0.5980179	Ovary_mean	G27	top70
TRINITY_DN131184_c1_g2_i2	0.113196386	Ovary_mean	G27	top70
TRINITY_DN120602_c1_g2_i1	0.318055484	Testis_mean	G27	top70
TRINITY_DN130804_c7_g2_i2	0.478609819	Testis_mean	G27	top70
TRINITY_DN125423_c4_g4_i2	0.244696596	G46_M_mean	G27	top70
TRINITY_DN127021_c2_g1_i1	0.264496239	Brain_mmean	G27	top70
TRINITY_DN106338_c0_g1_i1	0.230190944	G43_F_mean	G27	top70
TRINITY_DN125316_c1_g1_i1	0.518623146	Brain_fmean	G27	top70
TRINITY_DN87377_c0_g1_i1	0.546975631	Ovary_mean	G27	top70
TRINITY_DN118342_c0_g1_i1	0.431774206	Brain_mmean	G27	top70
TRINITY_DN133463_c1_g2_i3	0.387169239	G43_M_mean	G27	top70
TRINITY_DN131659_c0_g7_i4	0.462651384	Liver_mmean	G27	top70
TRINITY_DN119429_c0_g1_i1	0.501933239	Brain_fmean	G27	top70
TRINITY_DN132724_c1_g3_i3	0.822185555	G31_fmean	G27	top70
TRINITY_DN117184_c0_g1_i1	0.374172966	G27_mmean	G27	top70
TRINITY_DN126687_c0_g1_i1	0.381626821	Brain_fmean	G27	top70
TRINITY_DN135640_c2_g11_i1	0.75634088	G46_M_mean	G27	top70
TRINITY_DN130339_c0_g1_i1	0.280235641	G43_F_mean	G27	top70
TRINITY_DN129938_c0_g1_i3	0.513247305	Ovary_mean	G27	top70
TRINITY_DN118357_c0_g2_i2	0.711027542	Brain_mmean	G27	top70
TRINITY_DN125577_c3_g4_i1	0.215313483	Ovary_mean	G27	top70
TRINITY_DN128375_c0_g1_i2	0.395191402	Brain_mmean	G27	top70
TRINITY_DN130872_c7_g1_i1	0.660291034	Brain_fmean	G27	top70
TRINITY_DN128253_c0_g1_i4	0.258225344	Testis_mean	G27	top70
TRINITY_DN51181_c0_g2_i1	0.281728281	G23_fmean	G27	top70
TRINITY_DN129518_c5_g3_i2	0.345194604	Brain_fmean	G27	top70
TRINITY_DN125698_c0_g1_i8	0.430370061	Ovary_mean	G27	top70
TRINITY_DN129485_c0_g1_i1	0.300091929	Ovary_mean	G27	top70
TRINITY_DN129167_c5_g9_i1	0.275636271	G43_F_mean	G27	top70
TRINITY_DN127882_c5_g1_i1	0.16493688	G43_F_mean	G27	top70
TRINITY_DN131091_c9_g1_i1	0.185529953	G23_fmean	G27	top70
TRINITY_DN131470_c5_g3_i4	0.184081025	G31_fmean	G27	top70
TRINITY_DN134769_c1_g1_i1	0.17739901	G43_F_mean	G27	top70
TRINITY_DN134157_c4_g10_i1	0.497263718	G46_F_mean	G27	top70
TRINITY_DN135500_c0_g1_i2	0.621904485	G43_M_mean	G27	top70
TRINITY_DN122698_c3_g2_i1	0.217079177	Brain_fmean	G27	top70
TRINITY_DN134932_c0_g1_i3	0.306832067	Ovary_mean	G27	top70
TRINITY_DN136374_c4_g1_i3	0.184817726	G23_mmean	G27	top70
TRINITY_DN125344_c2_g1_i11	0.102557437	G23_fmean	G27	top70
TRINITY_DN110818_c0_g1_i1	0.519501525	Brain_mmean	G27	top70
TRINITY_DN127652_c3_g1_i1	0.524390591	Ovary_mean	G27	top70
TRINITY_DN95701_c0_g1_i1	0.21192628	Brain_mmean	G27	top70
TRINITY_DN126242_c1_g3_i2	0.266927707	Brain_fmean	G27	top70
TRINITY_DN127411_c1_g2_i3	0.294170741	Brain_mmean	G27	top70
TRINITY_DN124266_c1_g1_i2	0.443643006	Liver_fmean	G27	top70
TRINITY_DN132089_c4_g1_i1	0.374559335	Testis_mean	G27	top70
TRINITY_DN131019_c1_g9_i2	0.296309584	G43_F_mean	G27	top70
TRINITY_DN121979_c0_g4_i2	0.389253885	G31_mmean	G27	top70
TRINITY_DN130487_c13_g1_i2	0.180936438	Brain_mmean	G27	top70
TRINITY_DN133096_c6_g3_i1	0.573686307	Brain_mmean	G27	top70
TRINITY_DN124587_c0_g1_i1	0.288475445	G31_mmean	G27	top70
TRINITY_DN134049_c0_g4_i1	0.626721611	Brain_fmean	G27	top70
TRINITY_DN125002_c0_g1_i1	0.456346398	Testis_mean	G27	top70
TRINITY_DN121663_c2_g1_i1	0.544880685	Brain_mmean	G27	top70
TRINITY_DN133355_c0_g1_i1	0.33699222	G43_M_mean	G27	top70
TRINITY_DN135887_c3_g19_i1	0.25104363	G46_F_mean	G27	top70
TRINITY_DN130668_c0_g1_i1	0.352365986	G43_F_mean	G27	top70
TRINITY_DN135509_c1_g4_i1	0.39652246	Brain_mmean	G27	top70
TRINITY_DN131779_c3_g2_i1	0.684633814	Brain_fmean	G27	top70
TRINITY_DN126400_c4_g2_i1	0.291587134	Brain_fmean	G27	top70
TRINITY_DN134853_c4_g2_i3	0.105474855	G43_F_mean	G27	top70
TRINITY_DN123354_c0_g1_i1	0.609866088	G27_mmean	G27	top70
TRINITY_DN132564_c4_g11_i7	0.335390577	G23_fmean	G27	top70
TRINITY_DN129083_c0_g1_i3	0.643837997	Brain_mmean	G27	top70
TRINITY_DN135765_c6_g2_i2	0.325625373	G43_M_mean	G27	top70
TRINITY_DN123236_c2_g6_i1	0.280195402	Brain_mmean	G27	top70
TRINITY_DN105372_c0_g2_i1	0.266458137	G46_M_mean	G27	top70
TRINITY_DN129145_c6_g2_i2	0.323510994	G46_M_mean	G27	top70
TRINITY_DN179938_c0_g1_i1	0.605144429	Liver_mmean	G27	top70
TRINITY_DN117016_c0_g3_i3	0.309779659	G23_fmean	G27	top70
TRINITY_DN132840_c2_g1_i1	0.447328725	Brain_fmean	G27	top70
TRINITY_DN116224_c0_g1_i1	0.16114214	Testis_mean	G27	top70
TRINITY_DN130933_c7_g1_i2	0.60436922	Ovary_mean	G27	top70
TRINITY_DN128465_c0_g5_i9	0.205699366	G46_M_mean	G27	top70
TRINITY_DN128474_c3_g3_i3	0.64944129	G27_mmean	G27	top70
TRINITY_DN135433_c1_g3_i3	0.195210523	G23_fmean	G27	top70
TRINITY_DN134478_c8_g1_i7	0.335188845	Brain_mmean	G27	top70
TRINITY_DN135264_c6_g4_i1	0.425848345	Ovary_mean	G27	top70
TRINITY_DN125596_c3_g1_i1	0.363193456	Brain_mmean	G27	top70
TRINITY_DN124072_c1_g2_i5	0.310467723	Ovary_mean	G27	top70
TRINITY_DN130888_c1_g1_i2	0.38519083	Ovary_mean	G27	top70
TRINITY_DN125246_c1_g1_i1	0.495986293	Ovary_mean	G27	top70
TRINITY_DN123232_c1_g1_i4	0.272904262	Brain_fmean	G27	top70
TRINITY_DN115418_c0_g1_i3	0.259616817	Ovary_mean	G27	top70
TRINITY_DN122880_c0_g1_i3	0.51270686	Ovary_mean	G27	top70
TRINITY_DN134427_c3_g1_i4	0.275469594	Ovary_mean	G27	top70
TRINITY_DN123515_c0_g2_i1	0.418848261	G46_M_mean	G27	top70
TRINITY_DN120250_c2_g5_i1	0.322638252	Brain_fmean	G27	top70
TRINITY_DN116422_c1_g3_i2	0.251460252	G43_M_mean	G27	top70
TRINITY_DN126509_c1_g3_i2	0.249761324	Ovary_mean	G27	top70
TRINITY_DN134312_c3_g2_i3	0.646895781	Ovary_mean	G27	top70
TRINITY_DN117602_c0_g4_i1	0.56613812	Ovary_mean	G27	top70
TRINITY_DN131099_c2_g1_i4	0.310005993	Ovary_mean	G27	top70
TRINITY_DN120597_c0_g1_i2	0.376272093	G46_M_mean	G27	top70
TRINITY_DN133282_c1_g1_i2	0.552891757	Ovary_mean	G27	top70
TRINITY_DN115011_c0_g1_i6	0.142527191	Ovary_mean	G27	top70
TRINITY_DN122195_c2_g2_i6	0.336874786	Liver_mmean	G27	top70
TRINITY_DN103812_c0_g1_i2	0.295271723	G46_F_mean	G27	top70
TRINITY_DN136341_c3_g1_i2	0.328139277	Ovary_mean	G27	top70
TRINITY_DN127646_c0_g5_i1	0.328012746	Brain_fmean	G27	top70
TRINITY_DN123087_c0_g1_i1	0.239212374	G43_M_mean	G27	top70
TRINITY_DN134299_c0_g1_i2	0.2351096	G23_fmean	G27	top70
TRINITY_DN119635_c0_g1_i3	0.190146398	Testis_mean	G27	top70
TRINITY_DN110750_c0_g1_i1	0.195435661	Testis_mean	G27	top70
TRINITY_DN131403_c1_g1_i1	0.402791204	G23_mmean	G27	top70
TRINITY_DN86108_c0_g1_i1	0.566937806	Liver_mmean	G27	top70
TRINITY_DN133076_c1_g2_i3	0.340728104	Ovary_mean	G27	top70
TRINITY_DN132855_c1_g3_i4	0.746640589	Brain_fmean	G27	top70
TRINITY_DN123447_c3_g1_i4	0.41396401	Brain_mmean	G27	top70
TRINITY_DN107111_c0_g1_i1	0.318741809	G46_M_mean	G27	top70
TRINITY_DN132722_c2_g5_i3	0.691014701	Brain_mmean	G27	top70
TRINITY_DN131503_c0_g1_i4	0.487796577	Ovary_mean	G27	top70
TRINITY_DN130830_c3_g1_i1	0.3022877	Brain_mmean	G27	top70
TRINITY_DN113475_c0_g1_i2	0.478346601	Brain_mmean	G27	top70
TRINITY_DN133900_c1_g3_i3	0.584375208	Liver_mmean	G27	top70
TRINITY_DN128485_c2_g8_i1	0.226100787	Brain_fmean	G27	top70
TRINITY_DN121553_c2_g3_i2	0.48185445	Brain_fmean	G27	top70
TRINITY_DN133806_c6_g1_i1	0.33153085	G43_F_mean	G27	top70
TRINITY_DN131606_c1_g1_i11	0.212821191	G43_M_mean	G27	top70
TRINITY_DN133751_c3_g6_i4	0.215411983	G23_mmean	G27	top70
TRINITY_DN134209_c5_g3_i2	0.316418348	Ovary_mean	G27	top70
TRINITY_DN123360_c0_g2_i1	0.369946832	G46_M_mean	G27	top70
TRINITY_DN128197_c6_g1_i1	0.183382261	Ovary_mean	G27	top70
TRINITY_DN123418_c0_g1_i3	0.450372635	Ovary_mean	G27	top70
TRINITY_DN135875_c1_g4_i3	0.34328789	Brain_mmean	G27	top70
TRINITY_DN136050_c3_g1_i13	0.248718599	G23_fmean	G27	top70
TRINITY_DN123285_c0_g2_i2	0.572477121	Brain_mmean	G27	top70
TRINITY_DN126982_c2_g2_i2	0.252024221	Ovary_mean	G27	top70
TRINITY_DN134428_c0_g2_i1	0.520285284	Liver_fmean	G27	top70
TRINITY_DN107777_c0_g1_i1	0.466067942	Ovary_mean	G27	top70
TRINITY_DN125614_c0_g2_i1	0.501303737	G23_fmean	G27	top70
TRINITY_DN81686_c0_g1_i1	0.495183705	Brain_fmean	G27	top70
TRINITY_DN129928_c3_g2_i2	0.736014207	Ovary_mean	G27	top70
TRINITY_DN142426_c0_g1_i1	0.146179847	Brain_fmean	G27	top70
TRINITY_DN134310_c6_g2_i1	0.273370704	G23_mmean	G27	top70
TRINITY_DN125727_c0_g1_i1	0.474106912	Ovary_mean	G27	top70
TRINITY_DN129548_c6_g1_i2	0.29980085	Ovary_mean	G27	top70
TRINITY_DN131153_c3_g3_i1	0.378478448	G27_mmean	G27	top70
TRINITY_DN119139_c0_g1_i1	0.686074109	Ovary_mean	G27	top70
TRINITY_DN131447_c0_g1_i3	0.535404209	Ovary_mean	G27	top70
TRINITY_DN121602_c0_g1_i4	0.498023227	G27_fmean	G27	top70
TRINITY_DN135084_c0_g1_i3	0.503355255	Ovary_mean	G27	top70
TRINITY_DN134655_c0_g1_i1	0.148514658	G43_M_mean	G27	top70
TRINITY_DN99658_c0_g1_i1	0.202325459	G27_mmean	G27	top70
TRINITY_DN133425_c9_g1_i1	0.503315565	Brain_fmean	G27	top70
TRINITY_DN136290_c1_g2_i4	0.268003827	Brain_fmean	G27	top70
TRINITY_DN123654_c3_g1_i2	0.403084027	G46_M_mean	G27	top70
TRINITY_DN122615_c0_g2_i1	0.664357409	Brain_fmean	G27	top70
TRINITY_DN123049_c0_g6_i1	0.513428252	Brain_fmean	G27	top70
TRINITY_DN126645_c10_g2_i2	0.322829829	Brain_fmean	G27	top70
TRINITY_DN119224_c0_g1_i1	0.227782559	Testis_mean	G27	top70
TRINITY_DN136589_c3_g1_i3	0.373361077	G27_mmean	G27	top70
TRINITY_DN134310_c8_g4_i4	0.37457909	Brain_mmean	G27	top70
TRINITY_DN135645_c0_g1_i1	0.475163444	Ovary_mean	G27	top70
TRINITY_DN134155_c1_g3_i2	0.266844528	Brain_fmean	G27	top70
TRINITY_DN127810_c6_g3_i2	0.614523634	Ovary_mean	G27	top70
TRINITY_DN135223_c2_g3_i2	0.478857638	Brain_mmean	G27	top70
TRINITY_DN125420_c4_g4_i1	0.345738293	Brain_fmean	G27	top70
TRINITY_DN127522_c0_g1_i1	0.51065948	Ovary_mean	G27	top70
TRINITY_DN130850_c9_g5_i2	0.565887943	G23_mmean	G27	top70
TRINITY_DN130367_c5_g3_i1	0.490637929	Ovary_mean	G27	top70
TRINITY_DN115010_c0_g4_i2	0.408989718	Ovary_mean	G27	top70
TRINITY_DN133121_c5_g1_i3	0.862354373	Brain_mmean	G27	top70
TRINITY_DN123594_c3_g1_i1	0.549869052	Liver_fmean	G27	top70
TRINITY_DN130276_c0_g1_i3	0.587384464	G23_mmean	G27	top70
TRINITY_DN122613_c1_g1_i3	0.305273293	Brain_mmean	G27	top70
TRINITY_DN127865_c0_g1_i3	0.118088556	G43_M_mean	G27	top70
TRINITY_DN127997_c1_g1_i3	0.356541726	G43_M_mean	G27	top70
TRINITY_DN132776_c2_g1_i1	0.303178693	Ovary_mean	G27	top70
TRINITY_DN127914_c0_g1_i7	0.190265103	G43_M_mean	G27	top70
TRINITY_DN128425_c0_g1_i1	0.340339302	Ovary_mean	G27	top70
TRINITY_DN136267_c1_g3_i1	0.180781264	Testis_mean	G27	top70
TRINITY_DN129002_c2_g1_i4	0.425896735	Brain_fmean	G27	top70
TRINITY_DN127025_c5_g1_i1	0.244266952	Ovary_mean	G27	top70
TRINITY_DN134726_c2_g5_i2	0.361481336	Brain_fmean	G27	top70
TRINITY_DN57864_c0_g2_i1	0.273539783	Brain_fmean	G27	top70
TRINITY_DN130374_c0_g1_i1	0.692445489	G46_M_mean	G27	top70
TRINITY_DN134685_c3_g19_i1	0.220808534	G23_fmean	G27	top70
TRINITY_DN128397_c1_g1_i1	0.264205114	Ovary_mean	G27	top70
TRINITY_DN126533_c0_g1_i3	0.741256282	Brain_mmean	G27	top70
TRINITY_DN123134_c0_g1_i8	0.556364706	Ovary_mean	G27	top70
TRINITY_DN129752_c4_g12_i2	0.220036154	Testis_mean	G27	top70
TRINITY_DN124646_c0_g1_i1	0.643583663	Ovary_mean	G27	top70
TRINITY_DN127281_c2_g6_i2	0.180639354	Testis_mean	G27	top70
TRINITY_DN128607_c2_g3_i3	0.412368546	Brain_mmean	G27	top70
TRINITY_DN127316_c0_g4_i2	0.400959889	G46_M_mean	G27	top70
TRINITY_DN126985_c0_g1_i5	0.107383228	G23_fmean	G27	top70
TRINITY_DN119783_c0_g1_i1	0.69158746	Ovary_mean	G27	top70
TRINITY_DN126290_c0_g1_i1	0.57615761	G43_M_mean	G27	top70
TRINITY_DN123034_c0_g1_i1	0.592743175	Ovary_mean	G27	top70
TRINITY_DN107843_c0_g2_i1	0.336363494	Brain_mmean	G27	top70
TRINITY_DN122073_c0_g2_i6	0.606967341	Ovary_mean	G27	top70
TRINITY_DN133145_c0_g1_i1	0.756653174	Brain_fmean	G27	top70
TRINITY_DN129462_c3_g1_i2	0.644431128	Brain_fmean	G27	top70
TRINITY_DN119707_c0_g1_i1	0.478328264	G27_mmean	G27	top70
TRINITY_DN106219_c0_g3_i1	0.336139943	Ovary_mean	G27	top70
TRINITY_DN136063_c1_g2_i1	0.297823617	Testis_mean	G27	top70
TRINITY_DN134960_c2_g1_i1	0.411056984	G23_mmean	G27	top70
TRINITY_DN123621_c0_g3_i1	0.190048249	Ovary_mean	G27	top70
TRINITY_DN118390_c0_g2_i2	0.687154038	Ovary_mean	G27	top70
TRINITY_DN220598_c0_g1_i1	0.218458877	Ovary_mean	G27	top70
TRINITY_DN133538_c7_g1_i6	0.2570543	G23_fmean	G27	top70
TRINITY_DN116211_c0_g1_i1	0.432783859	G27_fmean	G27	top70
TRINITY_DN110843_c0_g1_i1	0.307560351	Testis_mean	G27	top70
TRINITY_DN126870_c0_g1_i2	0.762227196	G27_fmean	G27	top70
TRINITY_DN127394_c3_g1_i2	0.351724134	Liver_fmean	G27	top70
TRINITY_DN126336_c1_g2_i1	0.331690092	G27_mmean	G27	top70
TRINITY_DN114120_c0_g1_i1	0.147495375	Ovary_mean	G27	top70
TRINITY_DN131403_c4_g3_i1	0.299501368	Ovary_mean	G27	top70
TRINITY_DN119647_c0_g2_i1	0.568527112	G27_mmean	G27	top70
TRINITY_DN123361_c0_g1_i1	0.476092844	Ovary_mean	G27	top70
TRINITY_DN133836_c2_g2_i2	0.174124302	G23_fmean	G27	top70
TRINITY_DN133472_c1_g1_i4	0.236942273	Brain_fmean	G27	top70
TRINITY_DN115635_c0_g1_i1	0.37101601	Ovary_mean	G27	top70
TRINITY_DN124173_c0_g2_i1	0.371664754	Ovary_mean	G27	top70
TRINITY_DN120902_c0_g1_i1	0.289728906	Ovary_mean	G27	top70
TRINITY_DN130100_c7_g2_i3	0.203174582	G23_fmean	G27	top70
TRINITY_DN134368_c1_g1_i1	0.389681973	G23_fmean	G27	top70
TRINITY_DN135382_c5_g1_i3	0.225974408	Brain_fmean	G27	top70
TRINITY_DN134658_c2_g8_i3	0.326859952	Brain_fmean	G27	top70
TRINITY_DN124157_c4_g3_i1	0.31487509	Ovary_mean	G27	top70
TRINITY_DN131068_c1_g7_i3	0.340408806	Ovary_mean	G27	top70
TRINITY_DN125734_c1_g1_i22	0.578176896	Brain_fmean	G27	top70
TRINITY_DN119285_c0_g1_i1	0.653965543	Brain_mmean	G27	top70
TRINITY_DN119547_c0_g1_i1	0.500339919	G43_M_mean	G27	top70
TRINITY_DN122097_c0_g1_i2	0.646644126	G46_M_mean	G27	top70
TRINITY_DN122484_c0_g1_i4	0.40740301	G43_M_mean	G27	top70
TRINITY_DN117988_c0_g1_i1	0.329369206	G23_mmean	G27	top70
TRINITY_DN118145_c0_g2_i2	0.605923525	Ovary_mean	G27	top70
TRINITY_DN134409_c0_g8_i5	0.391693934	G43_F_mean	G27	top70
TRINITY_DN122569_c0_g2_i1	0.285281396	Brain_mmean	G27	top70
TRINITY_DN127423_c0_g1_i10	0.328207098	Brain_fmean	G27	top70
TRINITY_DN133055_c0_g4_i2	0.368920608	Brain_mmean	G27	top70
TRINITY_DN131899_c0_g1_i1	0.411022716	Ovary_mean	G27	top70
TRINITY_DN133651_c3_g1_i2	0.626699846	Brain_mmean	G27	top70
TRINITY_DN131466_c7_g2_i1	0.535448164	Brain_mmean	G27	top70
TRINITY_DN123387_c2_g1_i1	0.33772381	Ovary_mean	G27	top70
TRINITY_DN19617_c0_g1_i1	0.214176785	G43_F_mean	G27	top70
TRINITY_DN130677_c0_g1_i1	0.410064438	Brain_mmean	G27	top70
TRINITY_DN136357_c1_g2_i3	0.259177713	Brain_mmean	G27	top70
TRINITY_DN132067_c0_g1_i6	0.276349271	G27_fmean	G27	top70
TRINITY_DN126266_c0_g1_i1	0.578088129	Ovary_mean	G27	top70
TRINITY_DN115856_c0_g1_i2	0.519998682	Ovary_mean	G27	top70
TRINITY_DN132945_c1_g2_i2	0.37872487	Brain_fmean	G27	top70
TRINITY_DN132260_c0_g11_i3	0.474404578	Ovary_mean	G27	top70
TRINITY_DN119091_c0_g1_i1	0.436625211	G23_fmean	G27	top70
TRINITY_DN103833_c0_g1_i1	0.177008119	Brain_mmean	G27	top70
TRINITY_DN132963_c1_g4_i2	0.306895545	Ovary_mean	G27	top70
TRINITY_DN133347_c1_g2_i1	0.407117832	Brain_fmean	G27	top70
TRINITY_DN132295_c1_g2_i5	0.329893677	Brain_fmean	G27	top70
TRINITY_DN135766_c1_g5_i3	0.244531513	Ovary_mean	G27	top70
TRINITY_DN128664_c0_g3_i1	0.458340167	Ovary_mean	G27	top70
TRINITY_DN125214_c0_g1_i1	0.217138022	Ovary_mean	G27	top70
TRINITY_DN112494_c0_g1_i1	0.429983286	G23_mmean	G27	top70
TRINITY_DN120450_c0_g1_i1	0.173272632	G23_fmean	G27	top70
TRINITY_DN121044_c0_g1_i1	0.600058727	G27_mmean	G27	top70
TRINITY_DN151585_c0_g1_i1	0.852060762	G31_fmean	G27	top70
TRINITY_DN132966_c0_g3_i1	0.261415414	Ovary_mean	G27	top70
TRINITY_DN118355_c0_g1_i1	0.284935205	Brain_mmean	G27	top70
TRINITY_DN127300_c8_g3_i1	0.412376402	Testis_mean	G27	top70
TRINITY_DN116839_c0_g1_i1	0.667989289	Brain_mmean	G27	top70
TRINITY_DN135119_c0_g1_i1	0.574375742	Brain_fmean	G27	top70
TRINITY_DN121102_c2_g6_i1	0.811863352	G27_mmean	G27	top70
TRINITY_DN116762_c0_g1_i1	0.518431959	Ovary_mean	G27	top70
TRINITY_DN131082_c0_g2_i1	0.394587485	G43_F_mean	G27	top70
TRINITY_DN127453_c4_g1_i2	0.368789691	Testis_mean	G27	top70
TRINITY_DN135099_c3_g1_i1	0.156788951	Brain_mmean	G27	top70
TRINITY_DN131611_c1_g1_i1	0.838831128	Brain_mmean	G27	top70
TRINITY_DN135606_c0_g1_i1	0.299715434	Ovary_mean	G27	top70
TRINITY_DN129154_c0_g1_i1	0.450998085	G43_M_mean	G27	top70
TRINITY_DN120377_c3_g3_i1	0.340307301	G27_fmean	G27	top70
TRINITY_DN132148_c8_g5_i2	0.556582177	Brain_fmean	G27	top70
TRINITY_DN130306_c0_g2_i1	0.319821129	G46_M_mean	G27	top70
TRINITY_DN114178_c0_g1_i2	0.228079196	G43_F_mean	G27	top70
TRINITY_DN129239_c8_g1_i2	0.385849562	Brain_mmean	G27	top70
TRINITY_DN123978_c3_g1_i3	0.463517426	Ovary_mean	G27	top70
TRINITY_DN133212_c3_g2_i3	0.515398216	Ovary_mean	G27	top70
TRINITY_DN117723_c0_g1_i1	0.618452518	Ovary_mean	G27	top70
TRINITY_DN134848_c4_g3_i2	0.244943392	G23_fmean	G27	top70
TRINITY_DN112180_c0_g1_i1	0.590678752	Ovary_mean	G27	top70
TRINITY_DN128523_c1_g2_i4	0.654526914	Brain_mmean	G27	top70
TRINITY_DN134071_c2_g2_i1	0.065079124	Testis_mean	G27	top70
